H	H+	C+2	C+3	O+6	Si+2	Si+3
1.34896e+14	6.97399e+20	3.10337e+08	8.74572e+11	2.80132e+16	3.95216e+03	6.13048e+06
1.34896e+14	8.01003e+20	1.45275e+08	5.01086e+11	3.02250e+16	6.16329e+02	1.14920e+06
1.34896e+14	9.17394e+20	6.60750e+07	2.74882e+11	3.09843e+16	7.99025e+01	1.78038e+05
1.34896e+14	1.04819e+21	2.97105e+07	1.47488e+11	2.97104e+16	8.09473e+00	2.14537e+04
1.34896e+14	1.19471e+21	1.33596e+07	7.87197e+10	2.62557e+16	6.51386e-01	2.04580e+03
1.34896e+14	1.35852e+21	6.09781e+06	4.25353e+10	2.10846e+16	4.66115e-02	1.72919e+02
1.34896e+14	1.54157e+21	2.85448e+06	2.34926e+10	1.52612e+16	3.34590e-03	1.46173e+01
1.34896e+14	1.74625e+21	1.37136e+06	1.32573e+10	1.00334e+16	2.56912e-04	1.31804e+00
1.34896e+14	1.97495e+21	6.75365e+05	7.63492e+09	6.14336e+15	2.16930e-05	1.30352e-01
1.34896e+14	2.23060e+21	3.40270e+05	4.48243e+09	3.62611e+15	2.03333e-06	1.42779e-02
1.34896e+14	2.51639e+21	1.75003e+05	2.67909e+09	2.12639e+15	2.11907e-07	1.73536e-03
1.34896e+14	2.83601e+21	9.16784e+04	1.62762e+09	1.25833e+15	2.44298e-08	2.32911e-04
1.34896e+14	3.19356e+21	4.88617e+04	1.00430e+09	7.57441e+14	3.08842e-09	3.42268e-05
1.34896e+14	3.59373e+21	2.64738e+04	6.29075e+08	4.68250e+14	4.23041e-10	5.44217e-06
1.34896e+14	4.04178e+21	1.45643e+04	3.99638e+08	2.96989e+14	6.18272e-11	9.21943e-07
1.34896e+14	4.54374e+21	8.12658e+03	2.57280e+08	1.93208e+14	9.47730e-12	1.63615e-07
1.34896e+14	5.10644e+21	4.59262e+03	1.67650e+08	1.28403e+14	1.49645e-12	2.98545e-08
1.34896e+14	5.73761e+21	2.62540e+03	1.10457e+08	8.71119e+13	2.38461e-13	5.49568e-09
1.34896e+14	6.44614e+21	1.51671e+03	7.35311e+07	6.05802e+13	3.76931e-14	1.00258e-09
1.34896e+14	1.42212e+16	2.42845e+11	5.78443e+09	0	2.17916e+10	4.58781e+09
1.34896e+14	1.54247e+16	2.66576e+11	6.81254e+09	0	2.64569e+10	5.20349e+09
1.34896e+14	1.67441e+16	2.92514e+11	7.94213e+09	0	3.12587e+10	5.70736e+09
1.34896e+14	1.82067e+16	3.20884e+11	9.11544e+09	0	3.62988e+10	5.99855e+09
1.34896e+14	1.98784e+16	3.52111e+11	1.02593e+10	1.14356e+05	4.17835e+10	6.04626e+09
1.34896e+14	2.19290e+16	3.87641e+11	1.13483e+10	1.56062e+05	4.80886e+10	5.95536e+09
1.34896e+14	2.47751e+16	4.32061e+11	1.25140e+10	2.26063e+05	5.61045e+10	5.95738e+09
1.34896e+14	2.93466e+16	4.96955e+11	1.41564e+10	3.67556e+05	6.79317e+10	6.37037e+09
1.34896e+14	3.75650e+16	6.06927e+11	1.70438e+10	7.15095e+05	8.79657e+10	7.65828e+09
1.34896e+14	5.30206e+16	8.06516e+11	2.23455e+10	1.68892e+06	1.24157e+11	1.06287e+10
1.34896e+14	8.19516e+16	1.17491e+12	3.18892e+10	4.47752e+06	1.89338e+11	1.68416e+10
1.34896e+14	1.34437e+17	1.86592e+12	4.91078e+10	1.16239e+07	3.01789e+11	2.92925e+10
1.34896e+14	2.25808e+17	3.19846e+12	8.12942e+10	2.66658e+07	4.84068e+11	5.36445e+10
1.34896e+14	3.78199e+17	5.76507e+12	1.43041e+11	5.27619e+07	7.58649e+11	1.00640e+11
1.34896e+14	6.22288e+17	1.04389e+13	2.62841e+11	9.34621e+07	1.13896e+12	1.90964e+11
1.34896e+14	9.99513e+17	1.82512e+13	5.11813e+11	1.58121e+08	1.60793e+12	3.62032e+11
1.34896e+14	1.56493e+18	3.02374e+13	1.12409e+12	2.69510e+08	2.11870e+12	6.78256e+11
1.34896e+14	2.38810e+18	4.70234e+13	2.88772e+12	4.86253e+08	2.54497e+12	1.20697e+12
1.34896e+14	3.54592e+18	6.74282e+13	8.06216e+12	9.86035e+08	2.62124e+12	1.89397e+12
1.34896e+14	5.11445e+18	8.56228e+13	2.12568e+13	2.30052e+09	2.08018e+12	2.35795e+12
1.34896e+14	7.19327e+18	8.90423e+13	4.57398e+13	6.09902e+09	1.21211e+12	2.20958e+12
1.34896e+14	9.92639e+18	6.76609e+13	6.95673e+13	1.82926e+10	5.77247e+11	1.70119e+12
1.34896e+14	1.34670e+19	3.64127e+13	7.18212e+13	5.97929e+10	2.59695e+11	1.22224e+12
1.34896e+14	1.79922e+19	1.58597e+13	5.74536e+13	1.96142e+11	1.20472e+11	8.87041e+11
1.34896e+14	2.36964e+19	6.50798e+12	4.15340e+13	6.08202e+11	6.00580e+10	6.76107e+11
1.34896e+14	3.07815e+19	2.72427e+12	2.94687e+13	1.83740e+12	3.27995e+10	5.51834e+11
1.34896e+14	3.95277e+19	1.19979e+12	2.12321e+13	6.62231e+12	1.97254e+10	4.85364e+11
1.34895e+14	5.02964e+19	5.60887e+11	1.57258e+13	3.41042e+13	1.28687e+10	4.53836e+11
1.34895e+14	6.32984e+19	2.77338e+11	1.19707e+13	1.90750e+14	8.74051e+09	4.33592e+11
1.34895e+14	7.82139e+19	1.43402e+11	9.28832e+12	7.90299e+14	5.82084e+09	3.99168e+11
1.34896e+14	9.50806e+19	7.73733e+10	7.35306e+12	2.03688e+15	3.62303e+09	3.37987e+11
1.34896e+14	1.15081e+20	4.39876e+10	6.01120e+12	3.56220e+15	2.06295e+09	2.57949e+11
1.34896e+14	1.38953e+20	2.64311e+10	5.09887e+12	5.06095e+15	1.05899e+09	1.75057e+11
1.34896e+14	1.67064e+20	1.68049e+10	4.49994e+12	6.54848e+15	4.86349e+08	1.04942e+11
1.34896e+14	1.99819e+20	1.13084e+10	4.14007e+12	8.11508e+15	1.99970e+08	5.56672e+10
1.34896e+14	2.37918e+20	8.03994e+09	3.96542e+12	9.84108e+15	7.41769e+07	2.63536e+10
1.34896e+14	2.81727e+20	5.88714e+09	3.85917e+12	1.17699e+16	2.48990e+07	1.11807e+10
1.34896e+14	3.31174e+20	4.26371e+09	3.66767e+12	1.39122e+16	7.54176e+06	4.24219e+09
1.34896e+14	3.87085e+20	2.94206e+09	3.28305e+12	1.63059e+16	2.05477e+06	1.43619e+09
1.34896e+14	4.50715e+20	1.90230e+09	2.72195e+12	1.89902e+16	5.04158e+05	4.34536e+08
1.34896e+14	5.23080e+20	1.13805e+09	2.06418e+12	2.19514e+16	1.11327e+05	1.17468e+08
1.34896e+14	6.05106e+20	6.21828e+08	1.41358e+12	2.50704e+16	2.21792e+04	2.84576e+07
1.34896e+14	6.97352e+20	3.10406e+08	8.74756e+11	2.80182e+16	3.95277e+03	6.13135e+06
1.34896e+14	8.00950e+20	1.45296e+08	5.01154e+11	3.02302e+16	6.16418e+02	1.14935e+06
1.34896e+14	9.17334e+20	6.60806e+07	2.74903e+11	3.09892e+16	7.99140e+01	1.78062e+05
1.34896e+14	1.04812e+21	2.97119e+07	1.47493e+11	2.97144e+16	8.09590e+00	2.14565e+04
1.34896e+14	1.19463e+21	1.33598e+07	7.87207e+10	2.62586e+16	6.51472e-01	2.04605e+03
1.34896e+14	1.35843e+21	6.09781e+06	4.25349e+10	2.10865e+16	4.66165e-02	1.72935e+02
1.34896e+14	1.54147e+21	2.85444e+06	2.34921e+10	1.52622e+16	3.34618e-03	1.46184e+01
1.34896e+14	1.74613e+21	1.37132e+06	1.32569e+10	1.00338e+16	2.56928e-04	1.31811e+00
1.34896e+14	1.97482e+21	6.75343e+05	7.63462e+09	6.14346e+15	2.16941e-05	1.30357e-01
1.34896e+14	2.23044e+21	3.40256e+05	4.48223e+09	3.62609e+15	2.03341e-06	1.42782e-02
1.34896e+14	2.51621e+21	1.74995e+05	2.67896e+09	2.12634e+15	2.11913e-07	1.73539e-03
1.34896e+14	2.83579e+21	9.16641e+04	1.62736e+09	1.25555e+15	2.44245e-08	2.32859e-04
1.34896e+14	3.19332e+21	4.88591e+04	1.00424e+09	7.57406e+14	3.08846e-09	3.42269e-05
1.34896e+14	3.59344e+21	2.64723e+04	6.29036e+08	4.68225e+14	4.23045e-10	5.44215e-06
1.34896e+14	4.04145e+21	1.45635e+04	3.99611e+08	2.96971e+14	6.18275e-11	9.21935e-07
1.34896e+14	4.54336e+21	8.12571e+03	2.57251e+08	1.93079e+14	9.47638e-12	1.63597e-07
1.34896e+14	5.10600e+21	4.59231e+03	1.67638e+08	1.28394e+14	1.49644e-12	2.98540e-08
1.34896e+14	5.73710e+21	2.62522e+03	1.10448e+08	8.71053e+13	2.38458e-13	5.49555e-09
1.34896e+14	6.44555e+21	1.51660e+03	7.35252e+07	6.05753e+13	3.76925e-14	1.00256e-09
1.34896e+14	1.35953e+16	2.29797e+11	5.10927e+09	0	2.06679e+10	4.15385e+09
1.34896e+14	1.47457e+16	2.52397e+11	6.01848e+09	0	2.52031e+10	4.71947e+09
1.34896e+14	1.60072e+16	2.77105e+11	7.01931e+09	0	2.98696e+10	5.18613e+09
1.34896e+14	1.74064e+16	3.04131e+11	8.06278e+09	0	3.47536e+10	5.46257e+09
1.34896e+14	1.90087e+16	3.33880e+11	9.08754e+09	0	4.00522e+10	5.52181e+09
1.34896e+14	2.09835e+16	3.67778e+11	1.00764e+10	1.20223e+05	4.61446e+10	5.46186e+09
1.34896e+14	2.37462e+16	4.10370e+11	1.11562e+10	1.75036e+05	5.39358e+10	5.49986e+09
1.34896e+14	2.82264e+16	4.73116e+11	1.27025e+10	2.87778e+05	6.55479e+10	5.94016e+09
1.34896e+14	3.63444e+16	5.80281e+11	1.54340e+10	5.70593e+05	8.54053e+10	7.23918e+09
1.34896e+14	5.16899e+16	7.75709e+11	2.04475e+10	1.38075e+06	1.21512e+11	1.02080e+10
1.34896e+14	8.04998e+16	1.13770e+12	2.94670e+10	3.74651e+06	1.86814e+11	1.64300e+10
1.34896e+14	1.32852e+17	1.82008e+12	4.57755e+10	9.89436e+06	2.99841e+11	2.89682e+10
1.34896e+14	2.24076e+17	3.14441e+12	7.64089e+10	2.29386e+07	4.83638e+11	5.36446e+10
1.34896e+14	3.76308e+17	5.70826e+12	1.35462e+11	4.56758e+07	7.61453e+11	1.01535e+11
1.34896e+14	6.20240e+17	1.03887e+13	2.50585e+11	8.13338e+07	1.14765e+12	1.93956e+11
1.34896e+14	9.97368e+17	1.82194e+13	4.91766e+11	1.38452e+08	1.62627e+12	3.69462e+11
1.34896e+14	1.56289e+18	3.02408e+13	1.09213e+12	2.37625e+08	2.15044e+12	6.94063e+11
1.34896e+14	2.38638e+18	4.70860e+13	2.84049e+12	4.32091e+08	2.59158e+12	1.23601e+12
1.34896e+14	3.54442e+18	6.75796e+13	8.00457e+12	8.84640e+08	2.67460e+12	1.93747e+12
1.34896e+14	5.11254e+18	8.58895e+13	2.12226e+13	2.08561e+09	2.11987e+12	2.40429e+12
1.34896e+14	7.19046e+18	8.94008e+13	4.58132e+13	5.59450e+09	1.23022e+12	2.24220e+12
1.34896e+14	9.92277e+18	6.79516e+13	6.97755e+13	1.70042e+10	5.83541e+11	1.71924e+12
1.34896e+14	1.34628e+19	3.65384e+13	7.20160e+13	5.62215e+10	2.61825e+11	1.23196e+12
1.34896e+14	1.79876e+19	1.58965e+13	5.75617e+13	1.85754e+11	1.21256e+11	8.92647e+11
1.34896e+14	2.36913e+19	6.51787e+12	4.15857e+13	5.78378e+11	6.03814e+10	6.79652e+11
1.34896e+14	3.07760e+19	2.72717e+12	2.94948e+13	1.75594e+12	3.29499e+10	5.54306e+11
1.34896e+14	3.95212e+19	1.20076e+12	2.12467e+13	6.40941e+12	1.98033e+10	4.87242e+11
1.34895e+14	5.02892e+19	5.61277e+11	1.57354e+13	3.35703e+13	1.29128e+10	4.55363e+11
1.34895e+14	6.32911e+19	2.77520e+11	1.19778e+13	1.89586e+14	8.76627e+09	4.34848e+11
1.34895e+14	7.82065e+19	1.43496e+11	9.29399e+12	7.88589e+14	5.83520e+09	4.00136e+11
1.34896e+14	9.50716e+19	7.74249e+10	7.35768e+12	2.03549e+15	3.63022e+09	3.38646e+11
1.34896e+14	1.15070e+20	4.40181e+10	6.01518e+12	3.56150e+15	2.06616e+09	2.58343e+11
1.34896e+14	1.38941e+20	2.64505e+10	5.10250e+12	5.06072e+15	1.06027e+09	1.75264e+11
1.34896e+14	1.67050e+20	1.68182e+10	4.50340e+12	6.54856e+15	4.86805e+08	1.05038e+11
1.34896e+14	1.99802e+20	1.13178e+10	4.14345e+12	8.11543e+15	2.00116e+08	5.57066e+10
1.34896e+14	2.37900e+20	8.04683e+09	3.96876e+12	9.84172e+15	7.42194e+07	2.63682e+10
1.34896e+14	2.81707e+20	5.89207e+09	3.86235e+12	1.17710e+16	2.49103e+07	1.11856e+10
1.34896e+14	3.31150e+20	4.26692e+09	3.67039e+12	1.39137e+16	7.54454e+06	4.24368e+09
1.34896e+14	3.87058e+20	2.94392e+09	3.28507e+12	1.63079e+16	2.05539e+06	1.43659e+09
1.34896e+14	4.50685e+20	1.90326e+09	2.72328e+12	1.89928e+16	5.04282e+05	4.34636e+08
1.34896e+14	5.23046e+20	1.13849e+09	2.06497e+12	2.19548e+16	1.11349e+05	1.17490e+08
1.34896e+14	6.05067e+20	6.22012e+08	1.41399e+12	2.50746e+16	2.21830e+04	2.84621e+07
1.34896e+14	6.97308e+20	3.10471e+08	8.74933e+11	2.80229e+16	3.95336e+03	6.13218e+06
1.34896e+14	8.00899e+20	1.45316e+08	5.01218e+11	3.02352e+16	6.16502e+02	1.14949e+06
1.34896e+14	9.17276e+20	6.60859e+07	2.74924e+11	3.09938e+16	7.99250e+01	1.78084e+05
1.34896e+14	1.04805e+21	2.97132e+07	1.47499e+11	2.97183e+16	8.09701e+00	2.14592e+04
1.34896e+14	1.19456e+21	1.33600e+07	7.87216e+10	2.62615e+16	6.51553e-01	2.04628e+03
1.34896e+14	1.35834e+21	6.09780e+06	4.25346e+10	2.10883e+16	4.66212e-02	1.72951e+02
1.34896e+14	1.54137e+21	2.85440e+06	2.34916e+10	1.52631e+16	3.34644e-03	1.46194e+01
1.34896e+14	1.74602e+21	1.37129e+06	1.32565e+10	1.00342e+16	2.56944e-04	1.31818e+00
1.34896e+14	1.97469e+21	6.75317e+05	7.63428e+09	6.14355e+15	2.16948e-05	1.30360e-01
1.34896e+14	2.23029e+21	3.40244e+05	4.48203e+09	3.62607e+15	2.03348e-06	1.42786e-02
1.34896e+14	2.51603e+21	1.74988e+05	2.67883e+09	2.12626e+15	2.11918e-07	1.73541e-03
1.34896e+14	2.83559e+21	9.16599e+04	1.62727e+09	1.25550e+15	2.44250e-08	2.32860e-04
1.34896e+14	3.19309e+21	4.88566e+04	1.00418e+09	7.57358e+14	3.08850e-09	3.42270e-05
1.34896e+14	3.59317e+21	2.64709e+04	6.28998e+08	4.68195e+14	4.23049e-10	5.44214e-06
1.34896e+14	4.04114e+21	1.45626e+04	3.99586e+08	2.96954e+14	6.18277e-11	9.21928e-07
1.34896e+14	4.54300e+21	8.12522e+03	2.57234e+08	1.93067e+14	9.47638e-12	1.63595e-07
1.34896e+14	5.10558e+21	4.59202e+03	1.67626e+08	1.28385e+14	1.49643e-12	2.98535e-08
1.34896e+14	5.73661e+21	2.62504e+03	1.10440e+08	8.70990e+13	2.38456e-13	5.49544e-09
1.34896e+14	6.44498e+21	1.51650e+03	7.35196e+07	6.05707e+13	3.76919e-14	1.00253e-09
1.34896e+14	1.29971e+16	2.17345e+11	4.50865e+09	0	1.95847e+10	3.75742e+09
1.34896e+14	1.40967e+16	2.38857e+11	5.31194e+09	0	2.39887e+10	4.27641e+09
1.34896e+14	1.53027e+16	2.62381e+11	6.19781e+09	0	2.85205e+10	4.70817e+09
1.34896e+14	1.66414e+16	2.88114e+11	7.12490e+09	0	3.32519e+10	4.97032e+09
1.34896e+14	1.81774e+16	3.16445e+11	8.04204e+09	0	3.83708e+10	5.03941e+09
1.34896e+14	2.00796e+16	3.48780e+11	8.93910e+09	0	4.42592e+10	5.00703e+09
1.34896e+14	2.27627e+16	3.89621e+11	9.93833e+09	1.35371e+05	5.18355e+10	5.07689e+09
1.34896e+14	2.71556e+16	4.50305e+11	1.13922e+10	2.25143e+05	6.32412e+10	5.54061e+09
1.34896e+14	3.51775e+16	5.54743e+11	1.39735e+10	4.55179e+05	8.29279e+10	6.84758e+09
1.34896e+14	5.04177e+16	7.46081e+11	1.87111e+10	1.12895e+06	1.18949e+11	9.81240e+09
1.34896e+14	7.91120e+16	1.10174e+12	2.72321e+10	3.13541e+06	1.84357e+11	1.60416e+10
1.34896e+14	1.31337e+17	1.77562e+12	4.26768e+10	8.42237e+06	2.97919e+11	2.86643e+10
1.34896e+14	2.22420e+17	3.09196e+12	7.18337e+10	1.97303e+07	4.83149e+11	5.36607e+10
1.34896e+14	3.74501e+17	5.65325e+12	1.28315e+11	3.95371e+07	7.64042e+11	1.02439e+11
1.34896e+14	6.18285e+17	1.03402e+13	2.38956e+11	7.07823e+07	1.15589e+12	1.96945e+11
1.34896e+14	9.95327e+17	1.81888e+13	4.72656e+11	1.21261e+08	1.64387e+12	3.76875e+11
1.34896e+14	1.56095e+18	3.02442e+13	1.06158e+12	2.09590e+08	2.18122e+12	7.09815e+11
1.34896e+14	2.38478e+18	4.71465e+13	2.79525e+12	3.84139e+08	2.63717e+12	1.26488e+12
1.34896e+14	3.54306e+18	6.77253e+13	7.94939e+12	7.94070e+08	2.72706e+12	1.98053e+12
1.34896e+14	5.11075e+18	8.61453e+13	2.11896e+13	1.89171e+09	2.15883e+12	2.44985e+12
1.34896e+14	7.18779e+18	8.97451e+13	4.58834e+13	5.13472e+09	1.24788e+12	2.27401e+12
1.34896e+14	9.91930e+18	6.82311e+13	6.99756e+13	1.58167e+10	5.89639e+11	1.73672e+12
1.34896e+14	1.34587e+19	3.66590e+13	7.22029e+13	5.28904e+10	2.63881e+11	1.24134e+12
1.34896e+14	1.79831e+19	1.59318e+13	5.76653e+13	1.75975e+11	1.22011e+11	8.98048e+11
1.34896e+14	2.36863e+19	6.52733e+12	4.16351e+13	5.50137e+11	6.06925e+10	6.83064e+11
1.34896e+14	3.07708e+19	2.72995e+12	2.95198e+13	1.67854e+12	3.30945e+10	5.56682e+11
1.34896e+14	3.95150e+19	1.20170e+12	2.12607e+13	6.20674e+12	1.98782e+10	4.89047e+11
1.34895e+14	5.02823e+19	5.61649e+11	1.57445e+13	3.30613e+13	1.29551e+10	4.56828e+11
1.34895e+14	6.32842e+19	2.77695e+11	1.19847e+13	1.88475e+14	8.79098e+09	4.36052e+11
1.34895e+14	7.81994e+19	1.43587e+11	9.29940e+12	7.86955e+14	5.84897e+09	4.01064e+11
1.34896e+14	9.50628e+19	7.74741e+10	7.36209e+12	2.03416e+15	3.63710e+09	3.39276e+11
1.34896e+14	1.15060e+20	4.40472e+10	6.01899e+12	3.56082e+15	2.06923e+09	2.58719e+11
1.34896e+14	1.38928e+20	2.64692e+10	5.10597e+12	5.06050e+15	1.06148e+09	1.75459e+11
1.34896e+14	1.67036e+20	1.68309e+10	4.50670e+12	6.54863e+15	4.87242e+08	1.05130e+11
1.34896e+14	1.99787e+20	1.13268e+10	4.14668e+12	8.11577e+15	2.00256e+08	5.57444e+10
1.34896e+14	2.37882e+20	8.05343e+09	3.97195e+12	9.84234e+15	7.42599e+07	2.63821e+10
1.34896e+14	2.81687e+20	5.89677e+09	3.86538e+12	1.17719e+16	2.49212e+07	1.11903e+10
1.34896e+14	3.31128e+20	4.26999e+09	3.67299e+12	1.39151e+16	7.54719e+06	4.24511e+09
1.34896e+14	3.87033e+20	2.94569e+09	3.28701e+12	1.63098e+16	2.05598e+06	1.43699e+09
1.34896e+14	4.50656e+20	1.90417e+09	2.72456e+12	1.89954e+16	5.04401e+05	4.34733e+08
1.34896e+14	5.23013e+20	1.13892e+09	2.06572e+12	2.19581e+16	1.11371e+05	1.17512e+08
1.34896e+14	6.05029e+20	6.22188e+08	1.41437e+12	2.50786e+16	2.21865e+04	2.84664e+07
1.34896e+14	6.97266e+20	3.10533e+08	8.75100e+11	2.80275e+16	3.95391e+03	6.13297e+06
1.34896e+14	8.00851e+20	1.45335e+08	5.01280e+11	3.02399e+16	6.16583e+02	1.14963e+06
1.34896e+14	9.17221e+20	6.60910e+07	2.74943e+11	3.09982e+16	7.99355e+01	1.78106e+05
1.34896e+14	1.04799e+21	2.97144e+07	1.47504e+11	2.97220e+16	8.09808e+00	2.14618e+04
1.34896e+14	1.19449e+21	1.33603e+07	7.87225e+10	2.62642e+16	6.51631e-01	2.04651e+03
1.34896e+14	1.35826e+21	6.09779e+06	4.25343e+10	2.10900e+16	4.66258e-02	1.72966e+02
1.34896e+14	1.54127e+21	2.85436e+06	2.34911e+10	1.52640e+16	3.34670e-03	1.46203e+01
1.34896e+14	1.74591e+21	1.37126e+06	1.32561e+10	1.00345e+16	2.56959e-04	1.31824e+00
1.34896e+14	1.97456e+21	6.75297e+05	7.63401e+09	6.14363e+15	2.16958e-05	1.30364e-01
1.34896e+14	2.23015e+21	3.40232e+05	4.48185e+09	3.62605e+15	2.03355e-06	1.42789e-02
1.34896e+14	2.51587e+21	1.74980e+05	2.67870e+09	2.12619e+15	2.11923e-07	1.73543e-03
1.34896e+14	2.83540e+21	9.16558e+04	1.62719e+09	1.25546e+15	2.44255e-08	2.32862e-04
1.34896e+14	3.19286e+21	4.88543e+04	1.00413e+09	7.57325e+14	3.08854e-09	3.42270e-05
1.34896e+14	3.59291e+21	2.64696e+04	6.28962e+08	4.68172e+14	4.23052e-10	5.44212e-06
1.34896e+14	4.04084e+21	1.45618e+04	3.99562e+08	2.96938e+14	6.18280e-11	9.21921e-07
1.34896e+14	4.54265e+21	8.12475e+03	2.57218e+08	1.93055e+14	9.47637e-12	1.63593e-07
1.34896e+14	5.10518e+21	4.59174e+03	1.67615e+08	1.28377e+14	1.49641e-12	2.98529e-08
1.34896e+14	5.73614e+21	2.62488e+03	1.10432e+08	8.70930e+13	2.38453e-13	5.49532e-09
1.34896e+14	6.44443e+21	1.51639e+03	7.35142e+07	6.05662e+13	3.76913e-14	1.00250e-09
1.34896e+14	1.24252e+16	2.05468e+11	3.97490e+09	0	1.85421e+10	3.39572e+09
1.34896e+14	1.34763e+16	2.25934e+11	4.68391e+09	0	2.28141e+10	3.87132e+09
1.34896e+14	1.46294e+16	2.48320e+11	5.46726e+09	0	2.72121e+10	4.27037e+09
1.34896e+14	1.59101e+16	2.72809e+11	6.29016e+09	0	3.17942e+10	4.51871e+09
1.34896e+14	1.73828e+16	2.99780e+11	7.11020e+09	0	3.67397e+10	4.59608e+09
1.34896e+14	1.92155e+16	3.30619e+11	7.92322e+09	0	4.24325e+10	4.58810e+09
1.34896e+14	2.18224e+16	3.69784e+11	8.84680e+09	0	4.98031e+10	4.68603e+09
1.34896e+14	2.61318e+16	4.28484e+11	1.02119e+10	1.76018e+05	6.10111e+10	5.16957e+09
1.34896e+14	3.40619e+16	5.30272e+11	1.26489e+10	3.63043e+05	8.05327e+10	6.48162e+09
1.34896e+14	4.92014e+16	7.17590e+11	1.71228e+10	9.23234e+05	1.16467e+11	9.44036e+09
1.34896e+14	7.77853e+16	1.06700e+12	2.51699e+10	2.62448e+06	1.81969e+11	1.56748e+10
1.34896e+14	1.29889e+17	1.73252e+12	3.97952e+10	7.16953e+06	2.96027e+11	2.83797e+10
1.34896e+14	2.20838e+17	3.04109e+12	6.75483e+10	1.69688e+07	4.82607e+11	5.36915e+10
1.34896e+14	3.72774e+17	5.60000e+12	1.21573e+11	3.42198e+07	7.66427e+11	1.03349e+11
1.34896e+14	6.16418e+17	1.02935e+13	2.27919e+11	6.16030e+07	1.16370e+12	1.99927e+11
1.34896e+14	9.93386e+17	1.81593e+13	4.54440e+11	1.06232e+08	1.66075e+12	3.84262e+11
1.34896e+14	1.55913e+18	3.02476e+13	1.03237e+12	1.84933e+08	2.21102e+12	7.25496e+11
1.34896e+14	2.38329e+18	4.72049e+13	2.75194e+12	3.41666e+08	2.68170e+12	1.29355e+12
1.34896e+14	3.54180e+18	6.78650e+13	7.89641e+12	7.13121e+08	2.77860e+12	2.02309e+12
1.34896e+14	5.10908e+18	8.63905e+13	2.11578e+13	1.71670e+09	2.19702e+12	2.49461e+12
1.34896e+14	7.18525e+18	9.00755e+13	4.59505e+13	4.71549e+09	1.26507e+12	2.30499e+12
1.34896e+14	9.91601e+18	6.84997e+13	7.01677e+13	1.47215e+10	5.95543e+11	1.75365e+12
1.34896e+14	1.34549e+19	3.67748e+13	7.23824e+13	4.97816e+10	2.65865e+11	1.25039e+12
1.34896e+14	1.79789e+19	1.59656e+13	5.77646e+13	1.66763e+11	1.22739e+11	9.03248e+11
1.34896e+14	2.36816e+19	6.53639e+12	4.16825e+13	5.23384e+11	6.09918e+10	6.86345e+11
1.34896e+14	3.07658e+19	2.73261e+12	2.95437e+13	1.60500e+12	3.32334e+10	5.58965e+11
1.34896e+14	3.95091e+19	1.20259e+12	2.12741e+13	6.01378e+12	1.99501e+10	4.90779e+11
1.34895e+14	5.02758e+19	5.62006e+11	1.57532e+13	3.25760e+13	1.29957e+10	4.58233e+11
1.34895e+14	6.32776e+19	2.77862e+11	1.19912e+13	1.87414e+14	8.81467e+09	4.37207e+11
1.34895e+14	7.81926e+19	1.43673e+11	9.30458e+12	7.85393e+14	5.86215e+09	4.01952e+11
1.34896e+14	9.50545e+19	7.75213e+10	7.36632e+12	2.03289e+15	3.64369e+09	3.39880e+11
1.34896e+14	1.15050e+20	4.40751e+10	6.02263e+12	3.56018e+15	2.07217e+09	2.59080e+11
1.34896e+14	1.38917e+20	2.64870e+10	5.10929e+12	5.06029e+15	1.06265e+09	1.75649e+11
1.34896e+14	1.67023e+20	1.68430e+10	4.50985e+12	6.54871e+15	4.87660e+08	1.05218e+11
1.34896e+14	1.99772e+20	1.13354e+10	4.14978e+12	8.11608e+15	2.00389e+08	5.57804e+10
1.34896e+14	2.37865e+20	8.05974e+09	3.97501e+12	9.84292e+15	7.42987e+07	2.63954e+10
1.34896e+14	2.81668e+20	5.90127e+09	3.86828e+12	1.17729e+16	2.49315e+07	1.11948e+10
1.34896e+14	3.31107e+20	4.27293e+09	3.67547e+12	1.39164e+16	7.54973e+06	4.24647e+09
1.34896e+14	3.87009e+20	2.94738e+09	3.28887e+12	1.63117e+16	2.05654e+06	1.43736e+09
1.34896e+14	4.50629e+20	1.90504e+09	2.72578e+12	1.89978e+16	5.04514e+05	4.34825e+08
1.34896e+14	5.22982e+20	1.13932e+09	2.06644e+12	2.19612e+16	1.11392e+05	1.17532e+08
1.34896e+14	6.04994e+20	6.22352e+08	1.41473e+12	2.50823e+16	2.21899e+04	2.84704e+07
1.34896e+14	6.97225e+20	3.10593e+08	8.75261e+11	2.80318e+16	3.95445e+03	6.13373e+06
1.34896e+14	8.00805e+20	1.45353e+08	5.01339e+11	3.02445e+16	6.16661e+02	1.14976e+06
1.34896e+14	9.17168e+20	6.60959e+07	2.74962e+11	3.10025e+16	7.99456e+01	1.78126e+05
1.34896e+14	1.04793e+21	2.97155e+07	1.47509e+11	2.97255e+16	8.09910e+00	2.14643e+04
1.34896e+14	1.19442e+21	1.33604e+07	7.87229e+10	2.62668e+16	6.51699e-01	2.04670e+03
1.34896e+14	1.35818e+21	6.09779e+06	4.25340e+10	2.10917e+16	4.66302e-02	1.72981e+02
1.34896e+14	1.54118e+21	2.85432e+06	2.34907e+10	1.52649e+16	3.34694e-03	1.46213e+01
