#depth	Te	cC/dT	dt/dr	d^2T/dr^2
1.30445e+23	7.8646e+02	-4.22e-34	5.46e-21	-4.83e-44
1.31286e+23	7.9068e+02	-4.24e-34	5.06e-21	-4.75e-43
1.32115e+23	7.9501e+02	-4.25e-34	5.25e-21	2.31e-43
1.32935e+23	7.9934e+02	-4.27e-34	5.31e-21	6.88e-44
1.33748e+23	8.0417e+02	-4.29e-34	5.97e-21	8.11e-43
1.34553e+23	8.0780e+02	-4.30e-34	4.53e-21	-1.79e-42
1.35350e+23	8.1299e+02	-4.32e-34	6.55e-21	2.56e-42
1.36139e+23	8.1650e+02	-4.32e-34	4.46e-21	-2.67e-42
1.36922e+23	8.2245e+02	-4.34e-34	7.65e-21	4.10e-42
1.37697e+23	8.2597e+02	-4.35e-34	4.56e-21	-3.99e-42
1.37697e+23	8.2597e+02	-4.35e-34	4.56e-21	0.00e+00
2.09477e+19	7.2417e+02	-3.32e-34
1.25686e+20	7.1949e+02	-3.26e-34	-2.79e-20
5.44640e+20	7.1290e+02	-3.18e-34	-9.82e-21	2.70e-41
1.96842e+21	7.0305e+02	-3.07e-34	-4.53e-21	2.43e-42
4.47224e+21	6.8665e+02	-2.88e-34	-5.79e-21	-4.48e-43
7.17529e+21	6.7180e+02	-2.69e-34	-5.77e-21	1.05e-44
9.63505e+21	6.6143e+02	-2.57e-34	-4.42e-21	5.73e-43
1.23305e+22	6.5303e+02	-2.49e-34	-2.76e-21	5.47e-43
1.58346e+22	6.4423e+02	-2.43e-34	-2.22e-21	1.35e-43
2.03899e+22	6.3491e+02	-2.37e-34	-1.81e-21	8.03e-44
2.63117e+22	6.2598e+02	-2.34e-34	-1.33e-21	7.09e-44
3.40102e+22	6.1829e+02	-2.35e-34	-8.84e-22	5.18e-44
4.27014e+22	6.1299e+02	-2.40e-34	-6.11e-22	3.15e-44
5.10678e+22	6.1245e+02	-2.50e-34	-6.73e-23	6.75e-44
5.91128e+22	6.1601e+02	-2.65e-34	4.43e-22	6.35e-44
6.77086e+22	6.2389e+02	-2.86e-34	8.61e-22	4.57e-44
7.60433e+22	6.3631e+02	-3.12e-34	1.65e-21	1.05e-43
8.28963e+22	6.5041e+02	-3.36e-34	2.28e-21	1.01e-43
8.85733e+22	6.6470e+02	-3.57e-34	2.77e-21	9.55e-44
9.33292e+22	6.7874e+02	-3.75e-34	3.23e-21	1.05e-43
9.73537e+22	6.9204e+02	-3.90e-34	3.59e-21	9.95e-44
1.00788e+23	7.0453e+02	-4.02e-34	3.94e-21	1.09e-43
1.03739e+23	7.1679e+02	-4.14e-34	4.49e-21	2.01e-43
1.06291e+23	7.2662e+02	-4.22e-34	4.15e-21	-1.45e-43
1.08508e+23	7.3676e+02	-4.29e-34	4.91e-21	3.71e-43
1.10443e+23	7.4675e+02	-4.37e-34	5.54e-21	3.48e-43
1.12138e+23	7.5359e+02	-4.41e-34	4.31e-21	-7.74e-43
1.13627e+23	7.6095e+02	-4.45e-34	5.28e-21	6.94e-43
1.14939e+23	7.6833e+02	-4.50e-34	6.00e-21	5.88e-43
1.16097e+23	7.7406e+02	-4.52e-34	5.27e-21	-6.74e-43
1.17123e+23	7.7959e+02	-4.55e-34	5.74e-21	4.87e-43
1.18032e+23	7.8500e+02	-4.58e-34	6.33e-21	6.96e-43
1.18844e+23	7.8977e+02	-4.60e-34	6.20e-21	-1.69e-43
1.19609e+23	7.9408e+02	-4.62e-34	5.65e-21	-7.24e-43
1.20366e+23	7.9840e+02	-4.63e-34	5.74e-21	1.20e-43
1.21116e+23	8.0282e+02	-4.65e-34	5.92e-21	2.39e-43
1.21859e+23	8.0772e+02	-4.67e-34	6.62e-21	9.50e-43
1.22595e+23	8.1149e+02	-4.68e-34	5.15e-21	-2.02e-42
1.23324e+23	8.1668e+02	-4.70e-34	7.15e-21	2.76e-42
1.24046e+23	8.2040e+02	-4.71e-34	5.18e-21	-2.74e-42
1.24762e+23	8.2621e+02	-4.73e-34	8.15e-21	4.18e-42
1.25403e+23	8.2988e+02	-4.74e-34	6.44e-21	-3.01e-42
1.25403e+23	8.2988e+02	-4.74e-34	6.44e-21	0.00e+00
1.97151e+19	7.1428e+02	-3.60e-34
1.18291e+20	7.0982e+02	-3.54e-34	-2.82e-20
5.12593e+20	7.0351e+02	-3.45e-34	-1.00e-20	2.89e-41
1.88354e+21	6.9386e+02	-3.33e-34	-4.57e-21	2.57e-42
4.31119e+21	6.7707e+02	-3.10e-34	-6.12e-21	-5.65e-43
6.93200e+21	6.6192e+02	-2.88e-34	-6.07e-21	2.10e-44
9.31694e+21	6.5147e+02	-2.74e-34	-4.60e-21	6.47e-43
1.19304e+22	6.4322e+02	-2.66e-34	-2.79e-21	6.11e-43
1.53279e+22	6.3476e+02	-2.58e-34	-2.20e-21	1.54e-43
1.97446e+22	6.2590e+02	-2.52e-34	-1.77e-21	8.56e-44
2.54863e+22	6.1795e+02	-2.50e-34	-1.23e-21	8.45e-44
3.29506e+22	6.1114e+02	-2.52e-34	-8.07e-22	4.97e-44
4.11964e+22	6.0827e+02	-2.60e-34	-3.56e-22	5.59e-44
4.90834e+22	6.1018e+02	-2.75e-34	2.48e-22	7.83e-44
5.67079e+22	6.1632e+02	-2.95e-34	8.15e-22	7.53e-44
6.41601e+22	6.2633e+02	-3.20e-34	1.36e-21	7.36e-44
7.10647e+22	6.3967e+02	-3.48e-34	2.07e-21	1.11e-43
7.69495e+22	6.5440e+02	-3.73e-34	2.76e-21	1.29e-43
8.18516e+22	6.6911e+02	-3.95e-34	3.29e-21	1.19e-43
8.59754e+22	6.8325e+02	-4.14e-34	3.74e-21	1.19e-43
8.94767e+22	6.9662e+02	-4.30e-34	4.15e-21	1.26e-43
9.24724e+22	7.0912e+02	-4.43e-34	4.52e-21	1.33e-43
9.50528e+22	7.2136e+02	-4.54e-34	5.12e-21	2.51e-43
9.72887e+22	7.3118e+02	-4.63e-34	4.72e-21	-1.89e-43
9.92346e+22	7.4124e+02	-4.71e-34	5.55e-21	4.57e-43
1.00935e+23	7.5101e+02	-4.78e-34	6.16e-21	3.82e-43
1.02426e+23	7.5793e+02	-4.82e-34	4.96e-21	-8.60e-43
1.03738e+23	7.6523e+02	-4.87e-34	5.94e-21	7.99e-43
1.04894e+23	7.7249e+02	-4.91e-34	6.70e-21	7.00e-43
1.05917e+23	7.7758e+02	-4.93e-34	5.30e-21	-1.46e-42
1.06822e+23	7.8389e+02	-4.97e-34	7.42e-21	2.49e-42
1.07626e+23	7.8873e+02	-4.99e-34	6.40e-21	-1.34e-42
1.08354e+23	7.9357e+02	-5.01e-34	6.90e-21	7.16e-43
1.09053e+23	7.9819e+02	-5.03e-34	6.65e-21	-3.61e-43
1.09744e+23	8.0256e+02	-5.05e-34	6.34e-21	-4.48e-43
1.10429e+23	8.0706e+02	-5.07e-34	6.60e-21	3.78e-43
1.11108e+23	8.1155e+02	-5.09e-34	6.65e-21	7.13e-44
1.11780e+23	8.1662e+02	-5.10e-34	7.57e-21	1.37e-42
1.12446e+23	8.2045e+02	-5.11e-34	5.79e-21	-2.69e-42
1.13106e+23	8.2585e+02	-5.13e-34	8.22e-21	3.71e-42
1.13760e+23	8.2958e+02	-5.14e-34	5.73e-21	-3.83e-42
1.14245e+23	8.3495e+02	-5.16e-34	1.68e-20	3.45e-41
1.14245e+23	8.3495e+02	-5.16e-34	1.68e-20	0.00e+00
1.85663e+19	7.0498e+02	-3.91e-34
1.11398e+20	7.0074e+02	-3.84e-34	-2.85e-20
4.82723e+20	6.9470e+02	-3.74e-34	-1.02e-20	3.09e-41
1.80443e+21	6.8527e+02	-3.61e-34	-4.60e-21	2.72e-42
4.16112e+21	6.6808e+02	-3.34e-34	-6.45e-21	-6.96e-43
6.70531e+21	6.5264e+02	-3.09e-34	-6.37e-21	3.61e-44
9.02053e+21	6.4215e+02	-2.93e-34	-4.76e-21	7.28e-43
1.15576e+22	6.3411e+02	-2.83e-34	-2.80e-21	6.82e-43
1.48557e+22	6.2587e+02	-2.75e-34	-2.21e-21	1.59e-43
1.91433e+22	6.1780e+02	-2.68e-34	-1.67e-21	1.12e-43
2.47172e+22	6.1060e+02	-2.67e-34	-1.14e-21	8.33e-44
3.19633e+22	6.0603e+02	-2.73e-34	-5.58e-22	7.13e-44
3.99267e+22	6.0516e+02	-2.84e-34	-1.12e-22	5.76e-44
4.73581e+22	6.0966e+02	-3.05e-34	6.31e-22	1.04e-43
5.43510e+22	6.1832e+02	-3.31e-34	1.26e-21	9.20e-44
6.10465e+22	6.3066e+02	-3.61e-34	1.89e-21	9.60e-44
6.70128e+22	6.4556e+02	-3.91e-34	2.76e-21	1.61e-43
7.19628e+22	6.6078e+02	-4.18e-34	3.38e-21	1.38e-43
7.61059e+22	6.7574e+02	-4.40e-34	3.95e-21	1.50e-43
7.96083e+22	6.8990e+02	-4.59e-34	4.40e-21	1.40e-43
8.25944e+22	7.0319e+02	-4.75e-34	4.82e-21	1.53e-43
8.51584e+22	7.1554e+02	-4.88e-34	5.21e-21	1.61e-43
8.73734e+22	7.2694e+02	-4.99e-34	5.54e-21	1.64e-43
8.92969e+22	7.3718e+02	-5.08e-34	5.72e-21	9.82e-44
9.09744e+22	7.4682e+02	-5.16e-34	6.16e-21	2.83e-43
9.24428e+22	7.5578e+02	-5.22e-34	6.53e-21	2.66e-43
9.37329e+22	7.6290e+02	-5.27e-34	5.89e-21	-5.24e-43
9.48689e+22	7.7124e+02	-5.33e-34	7.83e-21	1.82e-42
9.58722e+22	7.7780e+02	-5.36e-34	6.97e-21	-9.19e-43
9.67605e+22	7.8382e+02	-5.40e-34	7.21e-21	2.97e-43
9.75480e+22	7.8927e+02	-5.43e-34	7.36e-21	1.93e-43
9.82475e+22	7.9401e+02	-5.45e-34	7.20e-21	-2.37e-43
9.88968e+22	7.9816e+02	-5.47e-34	6.48e-21	-1.12e-42
9.95339e+22	8.0283e+02	-5.49e-34	7.36e-21	1.39e-42
1.00165e+23	8.0782e+02	-5.51e-34	7.95e-21	9.41e-43
1.00790e+23	8.1178e+02	-5.52e-34	6.37e-21	-2.55e-42
1.01410e+23	8.1733e+02	-5.55e-34	9.00e-21	4.27e-42
1.02023e+23	8.2080e+02	-5.55e-34	5.69e-21	-5.41e-42
1.02631e+23	8.2718e+02	-5.58e-34	1.05e-20	8.02e-42
1.03234e+23	8.3098e+02	-5.59e-34	6.34e-21	-7.00e-42
1.03831e+23	8.3526e+02	-5.60e-34	7.21e-21	1.46e-42
1.04147e+23	8.3927e+02	-5.62e-34	1.06e-19	2.62e-39
1.04147e+23	8.3927e+02	-5.62e-34	1.06e-19	0.00e+00
1.74949e+19	6.9627e+02	-4.23e-34
1.04969e+20	6.9224e+02	-4.16e-34	-2.88e-20
4.54867e+20	6.8645e+02	-4.05e-34	-1.03e-20	3.30e-41
1.73050e+21	6.7726e+02	-3.91e-34	-4.61e-21	2.88e-42
4.02063e+21	6.5968e+02	-3.60e-34	-6.79e-21	-8.41e-43
6.49299e+21	6.4399e+02	-3.31e-34	-6.66e-21	5.60e-44
8.74283e+21	6.3349e+02	-3.12e-34	-4.90e-21	8.20e-43
1.12082e+22	6.2571e+02	-3.01e-34	-2.79e-21	7.56e-43
1.44133e+22	6.1788e+02	-2.92e-34	-2.16e-21	1.75e-43
1.85798e+22	6.1054e+02	-2.86e-34	-1.56e-21	1.28e-43
2.39963e+22	6.0462e+02	-2.87e-34	-9.67e-22	9.67e-44
3.10377e+22	6.0288e+02	-2.99e-34	-2.19e-22	9.40e-44
3.87117e+22	6.0365e+02	-3.14e-34	1.04e-22	4.37e-44
4.56285e+22	6.1084e+02	-3.42e-34	1.11e-21	1.57e-43
5.19636e+22	6.2188e+02	-3.73e-34	1.77e-21	1.06e-43
5.78262e+22	6.3613e+02	-4.07e-34	2.59e-21	1.49e-43
6.28587e+22	6.5175e+02	-4.39e-34	3.42e-21	1.82e-43
6.70526e+22	6.6737e+02	-4.66e-34	4.08e-21	1.73e-43
7.05806e+22	6.8231e+02	-4.89e-34	4.62e-21	1.66e-43
7.35759e+22	6.9643e+02	-5.09e-34	5.12e-21	1.81e-43
7.61386e+22	7.0960e+02	-5.24e-34	5.56e-21	1.86e-43
7.83457e+22	7.2180e+02	-5.38e-34	5.96e-21	1.96e-43
8.02574e+22	7.3302e+02	-5.49e-34	6.32e-21	1.99e-43
8.19210e+22	7.4309e+02	-5.57e-34	6.49e-21	1.15e-43
8.33745e+22	7.5254e+02	-5.65e-34	6.97e-21	3.48e-43
8.46490e+22	7.6211e+02	-5.73e-34	8.03e-21	8.89e-43
8.57706e+22	7.6885e+02	-5.77e-34	6.41e-21	-1.54e-42
8.67599e+22	7.7575e+02	-5.81e-34	7.44e-21	1.10e-42
8.76337e+22	7.8248e+02	-5.85e-34	8.20e-21	9.35e-43
8.84079e+22	7.8824e+02	-5.88e-34	7.92e-21	-3.94e-43
8.90948e+22	7.9357e+02	-5.91e-34	8.25e-21	5.18e-43
8.97129e+22	7.9838e+02	-5.94e-34	8.15e-21	-1.78e-43
9.02999e+22	8.0296e+02	-5.96e-34	7.84e-21	-5.17e-43
9.08813e+22	8.0763e+02	-5.98e-34	8.06e-21	3.80e-43
9.14573e+22	8.1227e+02	-6.00e-34	8.11e-21	7.25e-44
9.20279e+22	8.1738e+02	-6.02e-34	8.99e-21	1.55e-42
9.25934e+22	8.2142e+02	-6.03e-34	7.18e-21	-3.22e-42
9.31535e+22	8.2682e+02	-6.05e-34	9.69e-21	4.51e-42
9.37086e+22	8.3081e+02	-6.06e-34	7.23e-21	-4.45e-42
9.42585e+22	8.3676e+02	-6.09e-34	1.09e-20	6.63e-42
9.47115e+22	8.4056e+02	-6.10e-34	1.06e-20	-7.54e-43
9.47115e+22	8.4056e+02	-6.10e-34	1.06e-20	0.00e+00
1.64949e+19	6.8816e+02	-4.59e-34
9.89692e+19	6.8432e+02	-4.51e-34	-2.91e-20
4.28866e+20	6.7877e+02	-4.40e-34	-1.05e-20	3.53e-41
1.66099e+21	6.6984e+02	-4.24e-34	-4.61e-21	3.05e-42
3.88786e+21	6.5186e+02	-3.88e-34	-7.14e-21	-1.01e-42
6.29191e+21	6.3597e+02	-3.55e-34	-6.94e-21	8.80e-44
8.47960e+21	6.2550e+02	-3.33e-34	-5.02e-21	9.20e-43
1.08769e+22	6.1803e+02	-3.21e-34	-2.76e-21	8.36e-43
1.39934e+22	6.1071e+02	-3.12e-34	-2.08e-21	1.93e-43
1.80448e+22	6.0397e+02	-3.06e-34	-1.47e-21	1.32e-43
2.33117e+22	5.9965e+02	-3.09e-34	-7.25e-22	1.26e-43
3.01586e+22	5.9924e+02	-3.25e-34	-5.34e-23	8.68e-44
3.73789e+22	6.0357e+02	-3.50e-34	6.47e-22	1.05e-43
4.36779e+22	6.1328e+02	-3.84e-34	1.65e-21	1.69e-43
4.94333e+22	6.2659e+02	-4.21e-34	2.37e-21	1.29e-43
5.45610e+22	6.4241e+02	-4.59e-34	3.41e-21	2.23e-43
5.88154e+22	6.5851e+02	-4.92e-34	4.16e-21	1.95e-43
6.23759e+22	6.7432e+02	-5.20e-34	4.86e-21	2.14e-43
6.53848e+22	6.8925e+02	-5.43e-34	5.40e-21	1.97e-43
6.79495e+22	7.0325e+02	-5.62e-34	5.92e-21	2.18e-43
7.01511e+22	7.1626e+02	-5.78e-34	6.38e-21	2.28e-43
7.20525e+22	7.2897e+02	-5.92e-34	7.20e-21	4.66e-43
7.37039e+22	7.3907e+02	-6.02e-34	6.57e-21	-4.13e-43
7.51439e+22	7.4941e+02	-6.11e-34	7.70e-21	8.45e-43
7.64039e+22	7.5858e+02	-6.19e-34	7.79e-21	7.27e-44
7.75106e+22	7.6709e+02	-6.25e-34	8.21e-21	4.08e-43
7.84854e+22	7.7376e+02	-6.29e-34	7.30e-21	-1.00e-42
7.93457e+22	7.8113e+02	-6.34e-34	9.13e-21	2.27e-42
8.01068e+22	7.8692e+02	-6.38e-34	8.10e-21	-1.44e-42
8.07815e+22	7.9313e+02	-6.41e-34	9.79e-21	2.67e-42
8.13806e+22	7.9763e+02	-6.44e-34	7.97e-21	-3.23e-42
8.19316e+22	8.0378e+02	-6.47e-34	1.14e-20	6.43e-42
8.24673e+22	8.0807e+02	-6.49e-34	8.04e-21	-6.37e-42
8.29982e+22	8.1247e+02	-6.51e-34	8.33e-21	5.49e-43
8.35240e+22	8.1730e+02	-6.53e-34	9.23e-21	1.73e-42
8.40449e+22	8.2267e+02	-6.55e-34	1.03e-20	2.15e-42
8.45611e+22	8.2655e+02	-6.56e-34	7.54e-21	-5.46e-42
8.50727e+22	8.3229e+02	-6.59e-34	1.13e-20	7.33e-42
8.55795e+22	8.3610e+02	-6.59e-34	7.56e-21	-7.36e-42
8.60818e+22	8.4266e+02	-6.62e-34	1.31e-20	1.11e-41
8.63921e+22	8.4578e+02	-6.63e-34	2.58e-20	1.05e-40
8.63921e+22	8.4578e+02	-6.63e-34	2.58e-20	0.00e+00
1.55601e+19	6.8063e+02	-4.98e-34
9.33603e+19	6.7697e+02	-4.89e-34	-2.94e-20
4.04561e+20	6.7164e+02	-4.77e-34	-1.07e-20	3.75e-41
1.59547e+21	6.6299e+02	-4.60e-34	-4.59e-21	3.24e-42
3.76196e+21	6.4458e+02	-4.18e-34	-7.52e-21	-1.19e-42
6.10082e+21	6.2856e+02	-3.80e-34	-7.19e-21	1.47e-43
8.22918e+21	6.1818e+02	-3.56e-34	-5.12e-21	1.02e-42
1.05615e+22	6.1101e+02	-3.43e-34	-2.72e-21	9.11e-43
1.35934e+22	6.0404e+02	-3.33e-34	-2.03e-21	1.99e-43
1.75350e+22	5.9877e+02	-3.30e-34	-1.18e-21	1.91e-43
2.26590e+22	5.9586e+02	-3.36e-34	-5.03e-22	1.17e-43
2.93203e+22	5.9792e+02	-3.59e-34	2.74e-22	1.03e-43
3.61598e+22	6.0526e+02	-3.93e-34	1.19e-21	1.50e-43
4.18985e+22	6.1754e+02	-4.34e-34	2.30e-21	2.08e-43
4.69312e+22	6.3265e+02	-4.77e-34	3.19e-21	1.87e-43
5.12659e+22	6.4912e+02	-5.16e-34	4.19e-21	2.54e-43
5.48778e+22	6.6548e+02	-5.49e-34	4.97e-21	2.37e-43
5.79150e+22	6.8136e+02	-5.78e-34	5.70e-21	2.64e-43
6.04925e+22	6.9621e+02	-6.01e-34	6.26e-21	2.34e-43
6.26971e+22	7.1006e+02	-6.20e-34	6.80e-21	2.64e-43
6.45952e+22	7.2288e+02	-6.36e-34	7.29e-21	2.77e-43
6.62386e+22	7.3534e+02	-6.50e-34	8.16e-21	5.71e-43
6.76689e+22	7.4530e+02	-6.60e-34	7.47e-21	-5.16e-43
6.89184e+22	7.5542e+02	-6.69e-34	8.68e-21	1.04e-42
7.00134e+22	7.6521e+02	-6.78e-34	9.56e-21	8.54e-43
7.09769e+22	7.7224e+02	-6.82e-34	7.79e-21	-1.96e-42
7.18264e+22	7.7954e+02	-6.87e-34	9.17e-21	1.73e-42
7.25768e+22	7.8673e+02	-6.92e-34	1.02e-20	1.49e-42
7.32414e+22	7.9284e+02	-6.96e-34	9.77e-21	-7.06e-43
7.38312e+22	7.9845e+02	-6.99e-34	1.01e-20	6.31e-43
7.43567e+22	8.0351e+02	-7.02e-34	1.02e-20	1.29e-43
7.48506e+22	8.0782e+02	-7.04e-34	8.78e-21	-2.86e-42
7.53398e+22	8.1270e+02	-7.06e-34	1.00e-20	2.57e-42
7.58244e+22	8.1806e+02	-7.09e-34	1.11e-20	2.24e-42
7.63046e+22	8.2206e+02	-7.10e-34	8.35e-21	-5.77e-42
7.67804e+22	8.2761e+02	-7.12e-34	1.17e-20	7.12e-42
7.72519e+22	8.3169e+02	-7.14e-34	8.70e-21	-6.45e-42
7.77191e+22	8.3783e+02	-7.16e-34	1.32e-20	9.71e-42
7.81821e+22	8.4200e+02	-7.17e-34	9.04e-21	-9.04e-42
7.86091e+22	8.4659e+02	-7.19e-34	1.17e-20	6.78e-42
7.86091e+22	8.4659e+02	-7.19e-34	1.17e-20	0.00e+00
1.46869e+19	6.7367e+02	-5.40e-34
8.81213e+19	6.7018e+02	-5.31e-34	-2.98e-20
3.81859e+20	6.6507e+02	-5.18e-34	-1.09e-20	4.02e-41
1.53451e+21	6.5671e+02	-5.00e-34	-4.55e-21	3.44e-42
3.64514e+21	6.3790e+02	-4.51e-34	-7.88e-21	-1.40e-42
5.92370e+21	6.2175e+02	-4.07e-34	-7.44e-21	2.04e-43
7.99719e+21	6.1150e+02	-3.80e-34	-5.19e-21	1.14e-42
1.02693e+22	6.0460e+02	-3.66e-34	-2.69e-21	9.72e-43
1.32231e+22	5.9895e+02	-3.59e-34	-1.69e-21	2.99e-43
1.70631e+22	5.9434e+02	-3.56e-34	-1.06e-21	1.45e-43
2.20550e+22	5.9318e+02	-3.68e-34	-2.06e-22	1.52e-43
2.84690e+22	5.9793e+02	-4.00e-34	6.62e-22	1.21e-43
3.48832e+22	6.0843e+02	-4.44e-34	1.86e-21	2.12e-43
4.01149e+22	6.2329e+02	-4.93e-34	3.08e-21	2.54e-43
4.45164e+22	6.4000e+02	-5.39e-34	4.20e-21	2.79e-43
4.81669e+22	6.5694e+02	-5.80e-34	5.10e-21	2.74e-43
5.12216e+22	6.7354e+02	-6.14e-34	5.95e-21	3.03e-43
5.38027e+22	6.8921e+02	-6.42e-34	6.61e-21	2.78e-43
5.60021e+22	7.0388e+02	-6.65e-34	7.23e-21	3.08e-43
5.78897e+22	7.1750e+02	-6.84e-34	7.80e-21	3.22e-43
5.95197e+22	7.3007e+02	-7.00e-34	8.31e-21	3.37e-43
6.09344e+22	7.4159e+02	-7.12e-34	8.75e-21	3.38e-43
6.21679e+22	7.5193e+02	-7.23e-34	8.99e-21	2.04e-43
6.32473e+22	7.6159e+02	-7.32e-34	9.58e-21	5.94e-43
6.41951e+22	7.7145e+02	-7.40e-34	1.11e-20	1.73e-42
6.50302e+22	7.7823e+02	-7.45e-34	8.65e-21	-3.15e-42
6.57675e+22	7.8524e+02	-7.50e-34	1.01e-20	2.16e-42
6.64193e+22	7.9210e+02	-7.54e-34	1.12e-20	1.73e-42
6.69972e+22	7.9794e+02	-7.58e-34	1.08e-20	-8.22e-43
6.75104e+22	8.0335e+02	-7.61e-34	1.12e-20	9.18e-43
6.79782e+22	8.0826e+02	-7.64e-34	1.08e-20	-7.86e-43
6.84288e+22	8.1308e+02	-7.66e-34	1.08e-20	-1.88e-43
6.88752e+22	8.1796e+02	-7.68e-34	1.10e-20	5.22e-43
6.93175e+22	8.2281e+02	-7.70e-34	1.10e-20	5.94e-44
6.97558e+22	8.2826e+02	-7.73e-34	1.25e-20	3.37e-42
7.01902e+22	8.3232e+02	-7.74e-34	9.39e-21	-7.16e-42
7.06207e+22	8.3820e+02	-7.76e-34	1.37e-20	1.01e-41
7.10473e+22	8.4210e+02	-7.77e-34	9.18e-21	-1.07e-41
7.14701e+22	8.4880e+02	-7.80e-34	1.59e-20	1.61e-41
7.17662e+22	8.5211e+02	-7.81e-34	1.92e-20	1.93e-41
7.17662e+22	8.5211e+02	-7.81e-34	1.92e-20	0.00e+00
1.38692e+19	6.6727e+02	-5.86e-34
8.32150e+19	6.6394e+02	-5.76e-34	-3.01e-20
3.60598e+20	6.5902e+02	-5.62e-34	-1.11e-20	4.29e-41
1.47013e+21	6.5098e+02	-5.43e-34	-4.53e-21	3.68e-42
3.51167e+21	6.3188e+02	-4.87e-34	-8.28e-21	-1.62e-42
5.71565e+21	6.1570e+02	-4.37e-34	-7.70e-21	2.72e-43
7.72127e+21	6.0566e+02	-4.07e-34	-5.25e-21	1.28e-42
9.91905e+21	5.9925e+02	-3.92e-34	-2.58e-21	1.08e-42
1.27762e+22	5.9417e+02	-3.85e-34	-1.57e-21	3.12e-43
1.64904e+22	5.9094e+02	-3.86e-34	-7.70e-22	1.91e-43
2.13189e+22	5.9160e+02	-4.05e-34	1.22e-22	1.63e-43
2.71870e+22	5.9832e+02	-4.44e-34	1.07e-21	1.51e-43
3.28925e+22	6.1097e+02	-4.96e-34	2.46e-21	2.72e-43
3.75613e+22	6.2727e+02	-5.51e-34	3.88e-21	3.36e-43
4.14016e+22	6.4459e+02	-6.00e-34	4.98e-21	3.18e-43
4.45923e+22	6.6190e+02	-6.42e-34	5.96e-21	3.36e-43
4.72706e+22	6.7855e+02	-6.78e-34	6.79e-21	3.41e-43
4.95400e+22	6.9426e+02	-7.06e-34	7.52e-21	3.51e-43
5.14781e+22	7.0891e+02	-7.30e-34	8.19e-21	3.71e-43
5.31446e+22	7.2248e+02	-7.49e-34	8.79e-21	3.88e-43
5.45861e+22	7.3497e+02	-7.65e-34	9.33e-21	4.04e-43
5.58390e+22	7.4641e+02	-7.78e-34	9.80e-21	4.06e-43
5.69326e+22	7.5667e+02	-7.89e-34	1.01e-20	2.44e-43
5.78907e+22	7.6624e+02	-7.98e-34	1.07e-20	7.17e-43
5.87327e+22	7.7580e+02	-8.06e-34	1.21e-20	1.81e-42
5.94750e+22	7.8270e+02	-8.11e-34	9.91e-21	-3.18e-42
6.01308e+22	7.8964e+02	-8.16e-34	1.13e-20	2.22e-42
6.07111e+22	7.9634e+02	-8.21e-34	1.23e-20	1.88e-42
6.12257e+22	8.0214e+02	-8.24e-34	1.20e-20	-6.66e-43
6.16829e+22	8.0750e+02	-8.27e-34	1.25e-20	1.12e-42
6.21051e+22	8.1240e+02	-8.30e-34	1.18e-20	-1.55e-42
6.25172e+22	8.1729e+02	-8.32e-34	1.19e-20	2.72e-43
6.29255e+22	8.2223e+02	-8.35e-34	1.22e-20	5.44e-43
6.33301e+22	8.2713e+02	-8.37e-34	1.22e-20	3.96e-44
6.37310e+22	8.3252e+02	-8.39e-34	1.35e-20	3.39e-42
6.41284e+22	8.3685e+02	-8.40e-34	1.09e-20	-6.55e-42
6.45222e+22	8.4250e+02	-8.43e-34	1.44e-20	8.94e-42
6.49124e+22	8.4680e+02	-8.43e-34	1.11e-20	-8.68e-42
6.52992e+22	8.5295e+02	-8.46e-34	1.60e-20	1.28e-41
6.55247e+22	8.5643e+02	-8.48e-34	5.27e-20	5.57e-40
6.55247e+22	8.5643e+02	-8.48e-34	5.27e-20	0.00e+00
1.31032e+19	6.6142e+02	-6.36e-34
7.86195e+19	6.5822e+02	-6.26e-34	-3.05e-20
3.40684e+20	6.5351e+02	-6.10e-34	-1.13e-20	4.58e-41
1.38894e+21	6.4575e+02	-5.89e-34	-4.63e-21	3.95e-42
3.31774e+21	6.2672e+02	-5.27e-34	-8.72e-21	-1.88e-42
5.40001e+21	6.1074e+02	-4.71e-34	-8.06e-21	3.37e-43
7.29487e+21	6.0099e+02	-4.38e-34	-5.40e-21	1.47e-42
9.37127e+21	5.9547e+02	-4.25e-34	-2.35e-21	1.30e-42
1.20706e+22	5.9066e+02	-4.16e-34	-1.58e-21	2.53e-43
1.55797e+22	5.8842e+02	-4.20e-34	-5.64e-22	2.56e-43
2.01416e+22	5.9059e+02	-4.45e-34	4.21e-22	1.91e-43
2.55029e+22	5.9880e+02	-4.90e-34	1.47e-21	1.89e-43
3.05649e+22	6.1275e+02	-5.49e-34	3.06e-21	3.48e-43
3.47140e+22	6.2982e+02	-6.09e-34	4.56e-21	4.02e-43
3.81338e+22	6.4757e+02	-6.61e-34	5.73e-21	3.74e-43
4.09815e+22	6.6520e+02	-7.06e-34	6.79e-21	4.12e-43
4.33766e+22	6.8199e+02	-7.43e-34	7.65e-21	3.89e-43
4.54094e+22	6.9780e+02	-7.74e-34	8.46e-21	4.32e-43
4.71478e+22	7.1253e+02	-7.98e-34	9.17e-21	4.45e-43
4.86444e+22	7.2614e+02	-8.19e-34	9.81e-21	4.65e-43
4.99400e+22	7.3866e+02	-8.35e-34	1.04e-20	4.84e-43
