H	H+	C+2	C+3	O+6	Si+2	Si+3
1.25892e+16	1.73956e+18	3.50668e+13	9.70965e+11	0	4.06765e+12	6.24796e+11
1.25892e+16	1.65422e+18	3.30349e+13	8.52030e+11	0	3.86103e+12	5.68173e+11
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.49614e+18	2.92747e+13	6.53900e+11	0	3.47084e+12	4.68105e+11
1.25892e+16	1.42303e+18	2.75391e+13	5.71947e+11	0	3.28722e+12	4.24105e+11
1.25892e+16	1.35350e+18	2.58922e+13	4.99688e+11	0	3.11057e+12	3.83758e+11
1.25892e+16	1.28747e+18	2.43326e+13	4.36123e+11	0	2.94123e+12	3.46831e+11
1.25892e+16	1.22474e+18	2.28557e+13	3.80250e+11	0	2.77887e+12	3.13077e+11
1.25892e+16	1.16514e+18	2.14579e+13	3.31203e+11	0	2.62334e+12	2.82268e+11
1.25892e+16	1.10854e+18	2.01363e+13	2.88208e+11	0	2.47459e+12	2.54194e+11
1.25892e+16	1.05474e+18	1.88866e+13	2.50547e+11	0	2.33230e+12	2.28641e+11
1.25892e+16	1.00361e+18	1.77055e+13	2.17595e+11	0	2.19628e+12	2.05417e+11
1.25892e+16	9.55027e+17	1.65903e+13	1.88802e+11	0	2.06646e+12	1.84341e+11
1.25892e+16	9.08859e+17	1.55378e+13	1.63672e+11	0	1.94265e+12	1.65243e+11
1.25892e+16	8.64981e+17	1.45449e+13	1.41760e+11	0	1.82466e+12	1.47960e+11
1.25892e+16	8.23280e+17	1.36089e+13	1.22677e+11	0	1.71234e+12	1.32342e+11
1.25892e+16	7.83660e+17	1.27273e+13	1.06077e+11	0	1.60559e+12	1.18250e+11
1.25893e+16	7.45985e+17	1.18967e+13	9.16455e+10	0	1.50409e+12	1.05548e+11
1.25892e+16	7.10171e+17	1.11151e+13	7.91145e+10	0	1.40775e+12	9.41153e+10
1.25892e+16	6.76147e+17	1.03802e+13	6.82480e+10	0	1.31648e+12	8.38430e+10
1.25892e+16	6.43804e+17	9.68944e+12	5.88310e+10	0	1.23004e+12	7.46226e+10
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	5.83828e+17	8.43113e+12	4.36240e+10	0	1.07098e+12	5.89547e+10
1.25892e+16	5.56028e+17	7.85918e+12	3.75265e+10	0	9.97970e+11	5.23343e+10
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	5.04486e+17	6.82044e+12	2.77194e+10	0	8.64385e+11	4.11473e+10
1.25892e+16	4.80601e+17	6.34973e+12	2.38030e+10	0	8.03437e+11	3.64463e+10
1.25892e+16	4.57887e+17	5.90904e+12	2.04289e+10	0	7.46158e+11	3.22611e+10
1.25892e+16	4.36287e+17	5.49672e+12	1.75242e+10	0	6.92389e+11	2.85387e+10
1.25892e+16	4.15744e+17	5.11115e+12	1.50253e+10	0	6.41970e+11	2.52313e+10
1.25892e+16	3.96203e+17	4.75076e+12	1.28768e+10	0	5.94735e+11	2.22951e+10
1.25892e+16	3.77624e+17	4.41426e+12	1.10314e+10	0	5.50579e+11	1.96917e+10
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	3.43143e+17	3.80705e+12	8.08728e+09	0	4.70806e+11	1.53422e+10
1.25892e+16	3.27153e+17	3.53378e+12	6.92120e+09	0	4.34898e+11	1.35349e+10
1.25892e+16	3.11947e+17	3.27916e+12	5.92183e+09	0	4.01480e+11	1.19375e+10
1.25892e+16	2.97452e+17	3.04156e+12	5.06450e+09	0	3.70311e+11	1.05240e+10
1.25892e+16	2.83710e+17	2.82111e+12	4.33212e+09	0	3.41463e+11	9.27909e+09
1.25892e+16	2.70613e+17	2.61561e+12	3.70434e+09	0	3.14624e+11	8.17886e+09
1.25892e+16	2.58153e+17	2.42453e+12	3.16721e+09	0	2.89743e+11	7.20848e+09
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	2.35036e+17	2.08215e+12	2.31529e+09	0	2.45387e+11	5.59968e+09
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	2.14096e+17	1.78669e+12	1.69235e+09	0	2.07464e+11	4.35026e+09
1.25892e+16	2.04378e+17	1.65470e+12	1.44703e+09	0	1.90648e+11	3.83494e+09
1.25892e+16	1.95128e+17	1.53226e+12	1.23741e+09	0	1.75132e+11	3.38117e+09
1.25892e+16	1.86231e+17	1.41754e+12	1.05704e+09	0	1.60688e+11	2.97876e+09
1.25892e+16	1.77907e+17	1.31306e+12	9.04913e+08	0	1.47593e+11	2.62901e+09
1.25892e+16	1.69930e+17	1.21558e+12	7.74284e+08	0	1.35470e+11	2.31956e+09
1.25892e+16	1.62334e+17	1.12527e+12	6.62683e+08	0	1.24313e+11	2.04714e+09
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.48218e+17	9.64246e+11	4.85915e+08	0	1.04637e+11	1.59625e+09
1.25892e+16	1.41661e+17	8.92594e+11	4.16322e+08	0	9.59796e+10	1.41036e+09
1.25892e+16	1.35416e+17	8.26296e+11	3.56851e+08	0	8.80329e+10	1.24666e+09
1.25892e+16	1.29472e+17	7.64997e+11	3.06037e+08	0	8.07501e+10	1.10253e+09
1.25892e+16	1.23809e+17	7.08291e+11	2.62588e+08	0	7.40667e+10	9.75534e+08
1.25892e+16	1.18408e+17	6.55785e+11	2.25399e+08	0	6.79305e+10	8.63518e+08
1.25892e+16	1.13280e+17	6.07392e+11	1.93655e+08	0	6.23385e+10	7.65000e+08
1.25892e+16	1.08364e+17	5.62391e+11	1.66382e+08	0	5.71581e+10	6.77760e+08
1.25892e+16	1.03711e+17	5.21055e+11	1.43138e+08	0	5.24654e+10	6.01153e+08
1.25892e+16	9.92676e+16	4.82777e+11	1.23202e+08	0	4.81445e+10	5.33449e+08
1.25892e+16	9.50345e+16	4.47405e+11	1.06123e+08	0	4.41928e+10	4.73685e+08
1.25892e+16	9.09986e+16	4.14702e+11	9.14771e+07	0	4.05742e+10	4.20884e+08
1.25892e+16	8.71214e+16	3.84240e+11	7.88482e+07	0	3.72420e+10	3.73991e+08
1.25892e+16	8.34736e+16	3.56457e+11	6.81098e+07	0	3.42270e+10	3.32893e+08
1.25892e+16	7.99606e+16	3.30524e+11	5.88251e+07	0	3.14380e+10	2.96298e+08
1.25892e+16	7.66276e+16	3.06674e+11	5.08758e+07	0	2.88977e+10	2.64018e+08
1.25892e+16	7.34486e+16	2.84627e+11	4.40401e+07	0	2.65713e+10	2.35429e+08
1.25892e+16	7.04219e+16	2.64279e+11	3.81646e+07	0	2.44480e+10	2.10122e+08
1.25892e+16	6.75303e+16	2.45439e+11	3.31002e+07	0	2.24981e+10	1.87662e+08
1.25892e+16	6.47717e+16	2.28020e+11	2.87362e+07	0	2.07125e+10	1.67735e+08
1.25892e+16	6.21396e+16	2.11911e+11	2.49726e+07	0	1.90769e+10	1.50045e+08
1.25892e+16	5.96367e+16	1.97066e+11	2.17320e+07	0	1.75802e+10	1.34364e+08
1.25892e+16	5.72407e+16	1.83288e+11	1.89261e+07	0	1.62094e+10	1.20395e+08
1.25892e+16	5.49528e+16	1.70535e+11	1.64997e+07	0	1.49508e+10	1.07967e+08
1.25892e+16	5.27670e+16	1.58726e+11	1.43992e+07	0	1.37963e+10	9.68984e+07
1.25892e+16	5.06804e+16	1.47797e+11	1.25801e+07	0	1.27380e+10	8.70400e+07
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	4.67852e+16	1.28309e+11	9.63509e+06	0	1.08779e+10	7.04134e+07
1.25892e+16	4.49648e+16	1.19618e+11	8.44577e+06	0	1.00579e+10	6.34095e+07
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	3.99772e+16	9.71880e+10	5.72868e+06	0	7.98173e+09	4.65552e+07
1.25892e+16	3.84587e+16	9.07684e+10	5.04506e+06	0	7.39823e+09	4.20722e+07
1.25892e+16	3.70065e+16	8.48109e+10	4.44821e+06	0	6.86147e+09	3.80541e+07
1.25892e+16	3.56173e+16	7.92801e+10	3.92656e+06	0	6.36739e+09	3.44498e+07
1.25892e+16	3.42883e+16	7.41435e+10	3.47015e+06	0	5.91242e+09	3.12140e+07
1.25892e+16	3.30165e+16	6.93712e+10	3.07040e+06	0	5.49326e+09	2.83068e+07
1.25892e+16	3.17991e+16	6.49355e+10	2.71987e+06	0	5.10687e+09	2.56926e+07
1.25892e+16	3.06337e+16	6.08110e+10	2.41218e+06	0	4.75054e+09	2.33400e+07
1.25892e+16	2.95176e+16	5.69741e+10	2.14179e+06	0	4.42171e+09	2.12211e+07
1.25892e+16	2.84488e+16	5.34038e+10	1.90393e+06	0	4.11819e+09	1.93112e+07
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	2.64435e+16	4.69832e+10	1.50974e+06	0	3.57861e+09	1.60323e+07
1.25892e+16	2.55030e+16	4.40977e+10	1.34670e+06	0	3.33889e+09	1.46264e+07
1.25892e+16	2.46014e+16	4.14078e+10	1.20264e+06	0	3.11714e+09	1.33550e+07
1.25892e+16	2.37368e+16	3.88990e+10	1.07520e+06	0	2.91183e+09	1.22043e+07
1.25892e+16	2.29076e+16	3.65581e+10	9.62343e+05	0	2.72166e+09	1.11618e+07
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	2.06157e+16	3.04237e+10	6.94552e+05	0	2.23009e+09	8.58054e+06
1.25892e+16	1.99121e+16	2.86403e+10	6.24354e+05	0	2.08919e+09	7.87281e+06
1.25892e+16	1.92368e+16	2.69732e+10	5.61862e+05	0	1.95839e+09	7.22927e+06
1.25892e+16	1.85879e+16	2.54128e+10	5.06145e+05	0	1.83673e+09	6.64338e+06
1.25892e+16	1.79645e+16	2.39521e+10	4.56423e+05	0	1.72356e+09	6.10965e+06
1.25892e+16	1.73654e+16	2.25839e+10	4.12005e+05	0	1.61823e+09	5.62304e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.62359e+16	2.01002e+10	3.36722e+05	0	1.42877e+09	4.77363e+06
1.25892e+16	1.57035e+16	1.89730e+10	3.04854e+05	0	1.34354e+09	4.40313e+06
1.25892e+16	1.51912e+16	1.79153e+10	2.76266e+05	0	1.26404e+09	4.06429e+06
1.25892e+16	1.46984e+16	1.69223e+10	2.50594e+05	0	1.18982e+09	3.75418e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.37675e+16	1.51134e+10	2.06753e+05	0	1.05571e+09	3.20977e+06
1.25892e+16	1.33279e+16	1.42896e+10	1.88051e+05	0	9.95127e+08	2.97095e+06
1.25892e+16	1.29045e+16	1.35149e+10	1.71190e+05	0	9.38440e+08	2.75172e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.21036e+16	1.20998e+10	1.42231e+05	0	8.35648e+08	2.36520e+06
1.25892e+16	1.17248e+16	1.14537e+10	1.29805e+05	0	7.89053e+08	2.19489e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.10075e+16	1.02713e+10	1.08375e+05	0	7.04351e+08	1.89368e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	1.03403e+16	9.22009e+09	9.07627e+04	0	6.29692e+08	1.63773e+06
1.25892e+16	1.00242e+16	8.73863e+09	8.31539e+04	0	5.95707e+08	1.52436e+06
1.25892e+16	9.71905e+15	8.28398e+09	0	0	5.63727e+08	1.41963e+06
1.25892e+16	9.42467e+15	7.85492e+09	0	0	5.33674e+08	1.32287e+06
1.25892e+16	9.14031e+15	7.44945e+09	0	0	5.05359e+08	1.23336e+06
1.25892e+16	8.86569e+15	7.06626e+09	0	0	4.78687e+08	1.15052e+06
1.25892e+16	8.60041e+15	6.70400e+09	0	0	4.53554e+08	1.07382e+06
1.25892e+16	8.34301e+15	6.36023e+09	0	0	4.29702e+08	1.00265e+06
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	7.85587e+15	5.72950e+09	0	0	3.86231e+08	8.75638e+05
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
1.25892e+16	7.40062e+15	5.16437e+09	0	0	3.47483e+08	7.66214e+05
1.25892e+16	7.18474e+15	4.90461e+09	0	0	3.29724e+08	7.17292e+05
0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
