H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.17490e+16	2.83965e+16	1.16207e+13	7.55085e+11	5.86054e+07	0	0	1.55350e+12	1.24180e+09	5.31824e+08
1.17490e+16	2.72407e+16	1.23973e+13	7.72946e+11	5.99313e+07	0	0	1.65411e+12	9.15799e+08	5.57537e+08
1.17490e+16	2.60696e+16	1.32052e+13	7.89084e+11	6.11451e+07	0	0	1.75870e+12	7.17790e+08	5.83033e+08
1.17490e+16	2.48723e+16	1.40366e+13	8.03320e+11	6.22175e+07	0	0	1.86655e+12	6.11752e+08	6.07673e+08
1.17490e+16	2.36370e+16	1.48801e+13	8.15667e+11	6.31208e+07	0	0	1.97653e+12	5.65902e+08	6.30604e+08
1.17490e+16	2.23562e+16	1.57218e+13	8.26816e+11	6.38680e+07	0	0	2.08739e+12	5.54016e+08	6.50963e+08
1.17489e+16	2.10231e+16	1.65435e+13	8.38101e+11	6.44853e+07	0	0	2.19753e+12	5.57156e+08	6.67628e+08
1.17490e+16	1.96542e+16	1.73355e+13	8.53173e+11	6.51517e+07	0	0	2.30660e+12	5.64293e+08	6.80290e+08
1.17490e+16	1.82765e+16	1.80953e+13	8.76980e+11	6.61075e+07	0	0	2.41521e+12	5.70893e+08	6.89109e+08
1.17490e+16	1.69322e+16	1.88357e+13	9.15893e+11	6.76861e+07	0	0	2.52585e+12	5.76596e+08	6.95238e+08
1.17490e+16	1.56817e+16	1.95958e+13	9.76136e+11	7.02568e+07	0	0	2.64395e+12	5.83276e+08	7.01174e+08
1.17489e+16	1.45472e+16	2.04032e+13	1.05934e+12	7.39216e+07	0	0	2.77310e+12	5.92020e+08	7.08256e+08
1.17490e+16	1.35798e+16	2.13312e+13	1.16312e+12	7.74207e+07	0	0	2.92171e+12	6.05595e+08	7.23240e+08
1.17490e+16	1.27334e+16	2.23702e+13	1.27990e+12	8.08846e+07	0	0	3.08821e+12	6.22913e+08	7.43685e+08
1.17490e+16	1.19810e+16	2.35223e+13	1.40022e+12	8.45457e+07	0	0	3.27233e+12	6.43462e+08	7.67509e+08
1.17490e+16	1.13111e+16	2.48046e+13	1.51349e+12	8.80687e+07	0	0	3.47557e+12	6.67341e+08	7.94939e+08
