# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in F14_WIDE field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	 
140015857	VVDS-J135825.75+040600.8	209.607321	4.1002227	0.4299	2	22.0375	-99.9	-99.9	23.999529	0.105578	22.943045	0.037292	22.266094	0.026908	22.0375	0.0342
140015958	VVDS-J135634.38+040603.1	209.143276	4.1008862	0.9585	1	22.0463	-99.9	-99.9	24.707514	0.102354	23.595797	0.055722	23.106777	0.045627	22.0463	0.0425
140016075	VVDS-J135828.22+040606.4	209.617592	4.1018019	0.6822	2	22.2186	-99.9	-99.9	23.794451	0.072575	23.253704	0.04358	22.500148	0.036907	22.2186	0.0491
140016114	VVDS-J135831.27+040607.3	209.630329	4.10205	0.9360	2	22.3442	-99.9	-99.9	99.99	99.99	26.081301	0.589354	23.516367	0.095842	22.3442	0.058
140016146	VVDS-J135700.88+040601.4	209.253669	4.1003909	0.5353	1	21.8146	-99.9	-99.9	23.708776	0.058204	22.854189	0.036856	22.154983	0.024977	21.8146	0.0374
140016154	VVDS-J135847.65+040607.4	209.698572	4.1020708	0.7527	3	22.0302	-99.9	-99.9	23.229103	0.042777	22.834595	0.04687	22.326702	0.027905	22.0302	0.0367
140016240	VVDS-J135638.92+040604.4	209.162176	4.1012413	9.9999	20	21.7916	-99.9	-99.9	99.99	99.99	23.887274	0.090162	23.243387	0.066088	21.7916	0.0372
140016243	VVDS-J135845.27+040608.2	209.688649	4.102286	0.5750	2	22.2602	-99.9	-99.9	24.884872	0.124809	23.228737	0.073014	22.623867	0.036376	22.2602	0.0487
140016269	VVDS-J135918.51+040606.6	209.827144	4.1018357	0.6162	3	21.3944	-99.9	-99.9	22.323429	0.026682	22.062998	0.03183	21.444238	0.016938	21.3944	0.0297
140016291	VVDS-J135638.68+040604.3	209.161173	4.1012051	1.3389	1	21.8824	-99.9	-99.9	99.99	99.99	99.99	99.99	23.844135	0.107476	21.8824	0.0554
140016295	VVDS-J135536.95+040556.5	208.903959	4.0990544	9.9999	0	19.8172	-99.9	-99.9	-99	-99	-99	-99	-99	-99	19.8172	0.0088
140016349	VVDS-J135800.73+040609.8	209.503069	4.1027369	9.9999	20	22.618	-99.9	-99.9	23.538196	0.048194	23.296526	0.043826	22.887031	0.037854	22.618	0.0532
140016376	VVDS-J135732.52+040601.1	209.385514	4.1003281	0.3537	23	20.6074	-99.9	-99.9	22.327909	0.025775	21.477991	0.014196	21.156828	0.012908	20.6074	0.0203
140016450	VVDS-J135655.73+040608.4	209.232243	4.1023427	1.2223	9	22.1029	-99.9	-99.9	22.37969	0.025113	22.343006	0.023592	22.194677	0.024265	22.1029	0.0354
140016481	VVDS-J135928.47+040607.8	209.868632	4.1021866	1.4150	2	21.4629	-99.9	-99.9	23.353075	0.062408	22.351068	0.041052	21.962612	0.021769	21.4629	0.0261
140016541	VVDS-J135829.48+040610.7	209.622843	4.1029739	0.7304	4	22.119	-99.9	-99.9	23.581522	0.06224	23.0256	0.036129	22.372261	0.030297	22.119	0.041
140016572	VVDS-J135858.65+040601.7	209.74438	4.1004999	0.3349	3	20.0864	-99.9	-99.9	21.996357	0.023052	20.850447	0.015881	20.384897	0.009551	20.0864	0.0122
140016625	VVDS-J135617.24+040608.7	209.07185	4.1024279	0.5924	3	21.8904	-99.9	-99.9	23.457071	0.052479	22.918062	0.041708	22.083099	0.028235	21.8904	0.0295
140016675	VVDS-J135759.36+040606.5	209.49735	4.101826	0.8602	1	21.8377	-99.9	-99.9	23.24407	0.047719	22.733322	0.036853	22.453256	0.035399	21.8377	0.0403
140016682	VVDS-J135715.59+040607.5	209.314989	4.1021009	0.4290	4	21.0378	-99.9	-99.9	22.325746	0.02665	21.626259	0.017492	21.067669	0.013399	21.0378	0.0217
140016703	VVDS-J135739.66+040628.9	209.415252	4.1080291	0.3823	2	18.9603	-99.9	-99.9	21.815246	0.021364	20.362965	0.008184	19.356601	0.005135	18.9603	0.0059
140016717	VVDS-J135537.54+040608.5	208.906434	4.102387	1.2336	3	22.0348	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.0348	0.0423
140016722	VVDS-J135841.96+040613.5	209.674853	4.1037711	0.5830	2	22.0013	-99.9	-99.9	23.873764	0.081291	99.99	99.99	99.99	99.99	22.0013	0.0338
140016726	VVDS-J135924.29+040612.7	209.851246	4.1035439	0.6232	3	22.2922	-99.9	-99.9	23.765106	0.062027	23.211769	0.059386	22.560037	0.031126	22.2922	0.0399
140016776	VVDS-J135839.46+040613.2	209.664432	4.1036754	0.9300	3	21.965	-99.9	-99.9	23.89265	0.0601	99.99	99.99	22.802595	0.030752	21.965	0.0396
140016916	VVDS-J135713.43+040609.8	209.305971	4.1027413	0.6592	4	21.7918	-99.9	-99.9	23.245937	0.03888	22.785206	0.029429	22.063552	0.021387	21.7918	0.0264
140016924	VVDS-J135830.56+040613.4	209.627356	4.1037326	9.9999	20	22.4692	-99.9	-99.9	23.367552	0.067564	22.640512	0.03393	22.424221	0.030131	22.4692	0.0614
140016937	VVDS-J135717.10+040612.9	209.321285	4.1035953	0.2832	1	22.1315	-99.9	-99.9	24.025503	0.096246	23.481926	0.071612	22.831682	0.039278	22.1315	0.0441
140016939	VVDS-J135743.66+040615.1	209.431952	4.1042012	0.7640	3	22.4696	-99.9	-99.9	99.99	99.99	25.241764	0.183617	23.635425	0.078828	22.4696	0.0655
140016942	VVDS-J135631.35+040612.2	209.13063	4.1034034	9.9999	0	22.3737	-99.9	-99.9	99.99	99.99	99.99	99.99	24.116657	0.14341	22.3737	0.0636
140016968	VVDS-J135900.00+040610.8	209.750008	4.1030075	1.3891	1	22.2829	-99.9	-99.9	23.875244	0.077764	23.381773	0.078395	22.85506	0.046569	22.2829	0.0519
140016990	VVDS-J135715.00+040613.2	209.312541	4.1036922	0.5860	2	22.0317	-99.9	-99.9	25.259453	0.154834	24.550087	0.113326	23.397541	0.050167	22.0317	0.0367
140017001	VVDS-J135657.19+040610.1	209.238328	4.1028113	0.6127	4	20.8683	-99.9	-99.9	21.766888	0.019616	21.534916	0.016269	20.934906	0.012482	20.8683	0.0178
140017027	VVDS-J135917.25+040616.3	209.821898	4.1045444	0.5005	2	21.4746	-99.9	-99.9	24.975139	0.118607	23.313349	0.058041	22.003851	0.02067	21.4746	0.0243
140017099	VVDS-J135544.86+040612.0	208.936925	4.1033338	1.0423	2	21.5308	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.5308	0.0263
140017156	VVDS-J135815.04+040615.6	209.562681	4.1043505	0.8228	3	22.1326	-99.9	-99.9	24.010387	0.095865	99.99	99.99	99.99	99.99	22.1326	0.0703
140017170	VVDS-J135853.50+040617.2	209.722929	4.1048047	0.5012	3	21.8418	-99.9	-99.9	24.068207	0.095247	23.327373	0.067249	22.263082	0.026354	21.8418	0.0307
140017183	VVDS-J135716.36+040613.4	209.318205	4.1037305	0.5493	2	20.9837	-99.9	-99.9	24.492557	0.123759	22.935926	0.037883	21.703294	0.017534	20.9837	0.0165
140017187	VVDS-J135600.79+040612.4	209.00332	4.1034456	0.3284	3	20.9983	-99.9	-99.9	23.646709	0.052691	22.227501	0.022514	21.483711	0.016312	20.9983	0.0196
140017205	VVDS-J135745.33+040616.7	209.438909	4.1046529	0.5361	3	22.1241	-99.9	-99.9	23.823746	0.065595	22.900497	0.036958	22.241262	0.025332	22.1241	0.0353
140017437	VVDS-J135658.79+040611.3	209.244963	4.1031421	0.6556	3	20.2963	-99.9	-99.9	22.896007	0.044268	22.040497	0.021679	21.120653	0.013346	20.2963	0.0139
140017703	VVDS-J135629.66+040619.9	209.123624	4.1055319	0.5179	4	21.5783	-99.9	-99.9	22.784269	0.030326	22.158606	0.020588	21.645683	0.017202	21.5783	0.0299
140017768	VVDS-J135827.39+040613.9	209.614157	4.1038822	0.2633	3	19.2767	-99.9	-99.9	20.485388	0.013617	19.607113	0.005615	19.409418	0.005544	19.2767	0.0088
140017827	VVDS-J135653.56+040618.3	209.223189	4.1050922	0.5794	3	20.2251	-99.9	-99.9	23.423519	0.053963	21.735302	0.018672	20.820413	0.011114	20.2251	0.0109
140017860	VVDS-J135841.30+040619.5	209.672123	4.1054295	0.0776	4	19.7383	-99.9	-99.9	20.17597	0.006767	99.99	99.99	19.725549	0.004912	19.7383	0.0096
140017910	VVDS-J135850.19+040623.5	209.709151	4.1065519	0.6049	4	21.0693	-99.9	-99.9	21.934595	0.020843	21.627548	0.023068	21.219276	0.014841	21.0693	0.0274
140017918	VVDS-J135727.98+040627.3	209.366621	4.1076006	9.9999	0	22.0943	-99.9	-99.9	26.550369	0.461443	25.954279	0.327991	25.692218	0.291291	22.0943	0.0599
140017942	VVDS-J135832.18+040625.9	209.634107	4.1072012	0.8739	2	22.0175	-99.9	-99.9	99.99	99.99	24.228914	0.107649	22.931615	0.044293	22.0175	0.0397
140018024	VVDS-J135835.41+040626.2	209.647544	4.1072945	0.1117	4	21.8509	-99.9	-99.9	99.99	99.99	21.596806	0.019354	21.848342	0.017854	21.8509	0.0346
140018085	VVDS-J135852.88+040628.9	209.720354	4.1080436	0.5688	2	22.4416	-99.9	-99.9	24.010153	0.070126	23.185202	0.056916	22.62705	0.037311	22.4416	0.0498
140018087	VVDS-J135751.04+040619.0	209.462674	4.1052815	0.2435	2	19.8047	-99.9	-99.9	22.185263	0.025996	20.662088	0.00948	20.128526	0.007674	19.8047	0.0088
140018102	VVDS-J135757.43+040626.7	209.489329	4.107427	0.2635	4	22.3383	-99.9	-99.9	23.391683	0.048633	22.675819	0.030552	22.559038	0.031188	22.3383	0.0575
140018217	VVDS-J135651.87+040625.0	209.216157	4.1069569	0.6934	1	22.0241	-99.9	-99.9	24.2838	0.163273	23.291592	0.116086	22.597807	0.052506	22.0241	0.0499
140018504	VVDS-J135718.63+040629.7	209.327629	4.1082532	0.4275	4	21.9174	-99.9	-99.9	22.514614	0.027171	22.082294	0.019122	21.812755	0.020893	21.9174	0.0299
140018570	VVDS-J135714.22+040631.8	209.309253	4.1088462	0.6875	3	22.489	-99.9	-99.9	23.918182	0.057813	23.518316	0.04755	22.849687	0.034459	22.489	0.041
140018581	VVDS-J135903.68+040630.9	209.765358	4.1085846	0.6040	3	21.8314	-99.9	-99.9	23.558214	0.068397	22.90588	0.072695	22.226854	0.0265	21.8314	0.0359
140018653	VVDS-J135923.76+040632.7	209.849035	4.1090937	0.3459	4	21.894	-99.9	-99.9	23.093487	0.040017	22.221262	0.032595	21.955984	0.020747	21.894	0.0277
140018679	VVDS-J135718.07+040631.6	209.325303	4.1087856	0.3036	4	22.1492	-99.9	-99.9	23.541618	0.046675	22.636547	0.026126	22.277509	0.024097	22.1492	0.0348
140018687	VVDS-J135650.72+040630.7	209.21135	4.1085484	0.7118	3	21.6901	-99.9	-99.9	25.091694	0.14413	23.638401	0.0564	22.471929	0.046636	21.6901	0.0255
140018689	VVDS-J135837.70+040623.8	209.657088	4.106625	0.2627	3	20.8006	-99.9	-99.9	22.41585	0.026331	21.411739	0.015001	21.046802	0.010845	20.8006	0.0201
140018747	VVDS-J135711.82+040630.6	209.299262	4.1085123	0.6289	2	21.1198	-99.9	-99.9	23.439535	0.079145	22.742226	0.046205	21.808796	0.02129	21.1198	0.02
140018950	VVDS-J135749.81+040631.6	209.457564	4.1087923	0.5164	4	21.5245	-99.9	-99.9	22.830675	0.035586	22.201628	0.024931	21.644392	0.019251	21.5245	0.0294
140019003	VVDS-J135553.99+040632.2	208.974993	4.1089507	0.1002	3	21.7011	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.7011	0.0268
140019080	VVDS-J135823.78+040637.7	209.599118	4.1104772	0.4180	2	22.3867	-99.9	-99.9	24.8321	0.144356	23.438953	0.044505	22.82814	0.036528	22.3867	0.0439
140019097	VVDS-J135719.40+040635.7	209.330862	4.109922	0.8020	1	21.9469	-99.9	-99.9	23.816757	0.070943	23.439352	0.052164	22.657674	0.048768	21.9469	0.0313
140019204	VVDS-J135748.07+040635.4	209.450321	4.1098493	0.9461	2	22.2272	-99.9	-99.9	99.99	99.99	99.99	99.99	23.564842	0.098065	22.2272	0.0597
140019426	VVDS-J135741.93+040638.5	209.424713	4.1107128	0.7572	2	22.4728	-99.9	-99.9	24.257128	0.082145	23.544241	0.057322	22.888757	0.037003	22.4728	0.0465
140019473	VVDS-J135857.26+040639.9	209.738595	4.1110926	0.4368	2	21.5012	-99.9	-99.9	24.199503	0.095605	22.999786	0.048629	21.926038	0.022304	21.5012	0.0261
140019494	VVDS-J135855.14+040636.3	209.729751	4.110087	0.4400	2	21.4243	-99.9	-99.9	23.790199	0.090599	22.214888	0.050304	21.691162	0.020278	21.4243	0.0256
140019547	VVDS-J135731.11+040638.5	209.379644	4.1107055	0.5025	4	20.1901	-99.9	-99.9	23.359705	0.052906	21.922386	0.0204	20.709056	0.009856	20.1901	0.0109
140019554	VVDS-J135637.18+040637.8	209.154928	4.1105173	0.5030	1	21.2798	-99.9	-99.9	24.312008	0.090732	23.076923	0.037141	21.895715	0.01927	21.2798	0.0204
140019585	VVDS-J135920.51+040641.2	209.835475	4.1114688	0.1906	4	21.4848	-99.9	-99.9	22.185255	0.022466	21.523857	0.021264	21.47701	0.016251	21.4848	0.0224
140019614	VVDS-J135720.67+040641.4	209.336146	4.1115073	0.5167	1	22.3816	-99.9	-99.9	23.498266	0.068102	23.199436	0.044587	22.58077	0.03277	22.3816	0.0524
140019626	VVDS-J135646.46+040642.7	209.193598	4.1118635	9.9999	0	22.3584	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.3584	0.0701
140019665	VVDS-J135553.02+040639.0	208.970944	4.1108427	0.3874	4	21.5991	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.5991	0.0329
140019694	VVDS-J135554.47+040636.1	208.976989	4.1100377	0.5337	3	21.8712	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.8712	0.0366
140019699	VVDS-J135615.61+040639.0	209.065046	4.110836	0.5820	3	22.1458	-99.9	-99.9	22.907678	0.040831	22.393042	0.029934	21.850662	0.023199	22.1458	0.0418
140019802	VVDS-J135802.67+040644.4	209.511132	4.1123584	0.6782	4	21.6923	-99.9	-99.9	23.234276	0.043854	22.691944	0.032726	22.038831	0.021832	21.6923	0.0282
140019954	VVDS-J135849.28+040642.1	209.705374	4.1117048	0.7394	21	21.289	-99.9	-99.9	25.648332	0.403071	23.350487	0.113638	22.569389	0.044277	21.289	0.0346
140020018	VVDS-J135745.81+040650.1	209.440899	4.1139355	0.5741	21	24.3006	-99.9	-99.9	25.348476	0.196504	25.088243	0.213207	25.495569	0.244253	24.3006	0.2245
140020021	VVDS-J135752.83+040644.5	209.470131	4.1123733	0.7634	3	21.5261	-99.9	-99.9	23.038763	0.039249	22.680504	0.031405	22.152637	0.024999	21.5261	0.0333
140020081	VVDS-J135901.33+040642.5	209.755553	4.1118128	0.5428	3	21.1176	-99.9	-99.9	23.112415	0.047992	22.379618	0.046848	21.499404	0.018384	21.1176	0.0225
140020095	VVDS-J135601.34+040642.5	209.005606	4.111827	0.4609	2	21.2465	-99.9	-99.9	22.402756	0.026279	21.816427	0.017818	21.670225	0.018337	21.2465	0.0342
140020107	VVDS-J135628.92+040637.6	209.120529	4.1104598	0.1354	4	20.2053	-99.9	-99.9	21.185928	0.01321	20.487072	0.008507	20.352293	0.008313	20.2053	0.0103
140020123	VVDS-J135636.27+040644.3	209.151135	4.1123277	1.3675	1	22.2148	-99.9	-99.9	23.152775	0.047518	23.200407	0.054877	23.255188	0.060854	22.2148	0.0738
140020153	VVDS-J135534.49+040641.9	208.893715	4.1116601	0.5502	2	21.7087	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.7087	0.0281
140020155	VVDS-J135534.97+040641.7	208.895719	4.1115835	0.6314	1	22.1141	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.1141	0.0375
140020166	VVDS-J135654.13+040643.9	209.225565	4.1122004	0.5777	1	22.3717	-99.9	-99.9	23.992086	0.074897	24.119944	0.071195	22.472829	0.031987	22.3717	0.0461
140020167	VVDS-J135753.29+040646.8	209.472046	4.1130236	0.7597	3	22.2677	-99.9	-99.9	24.842651	0.126921	23.775881	0.061372	22.904119	0.040541	22.2677	0.0403
140020174	VVDS-J135849.54+040642.4	209.706458	4.1117992	1.4488	2	20.9211	-99.9	-99.9	22.784784	0.060818	22.324837	0.054588	21.457988	0.028397	20.9211	0.0315
140020326	VVDS-J135610.72+040648.2	209.044673	4.1133972	9.9999	0	22.4872	-99.9	-99.9	24.855781	0.191937	23.956697	0.128582	99.99	99.99	22.4872	0.0556
140020408	VVDS-J135654.60+040649.4	209.227541	4.1137415	0.6137	3	22.1683	-99.9	-99.9	23.746345	0.051567	23.158558	0.037332	22.603569	0.028956	22.1683	0.0318
140020426	VVDS-J135745.98+040650.6	209.441611	4.1140611	9.9999	0	22.4113	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	22.4113	0.0776
140020428	VVDS-J135539.43+040646.5	208.914302	4.1129438	0.6411	1	22.1704	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.1704	0.0362
140020574	VVDS-J135823.27+040653.2	209.596971	4.1147914	9.9999	0	22.3518	-99.9	-99.9	24.210604	0.173098	23.997446	0.120965	23.322294	0.062532	22.3518	0.0765
140020603	VVDS-J135816.61+040659.1	209.569249	4.1164399	9.9999	20	18.5614	-99.9	-99.9	19.56888	0.007129	18.988262	0.005358	18.65999	0.005342	18.5614	0.0058
140020673	VVDS-J135813.83+040654.6	209.557665	4.115179	0.1549	2	22.4954	-99.9	-99.9	23.640407	0.066874	99.99	99.99	99.99	99.99	22.4954	0.0903
140020739	VVDS-J135921.97+040653.5	209.841565	4.1148824	0.6574	3	21.5581	-99.9	-99.9	22.699922	0.030284	22.341337	0.034448	21.762291	0.018893	21.5581	0.03
140020816	VVDS-J135548.30+040648.9	208.951289	4.1135895	0.6341	3	21.7683	-99.9	-99.9	-99	-99	-99	-99	-99	-99	21.7683	0.0398
140020940	VVDS-J135729.86+040655.4	209.374435	4.1153922	0.7101	1	22.2049	-99.9	-99.9	99.99	99.99	99.99	99.99	24.759903	0.148122	22.2049	0.0552
140021026	VVDS-J135612.50+040654.8	209.052092	4.1152282	0.8309	3	22.1407	-99.9	-99.9	24.07926	0.072018	23.300955	0.045674	22.784412	0.039641	22.1407	0.0341
140021097	VVDS-J135734.63+040649.9	209.394332	4.1138743	0.8007	1	21.7398	-99.9	-99.9	24.716259	0.103549	24.256218	0.090657	22.874494	0.044695	21.7398	0.0363
140021232	VVDS-J135542.94+040654.7	208.92893	4.1151961	9.9999	0	22.2356	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.2356	0.0742
140021252	VVDS-J135614.55+040653.5	209.060629	4.1148857	0.4355	3	20.931	-99.9	-99.9	22.417353	0.030734	21.673428	0.018947	21.180744	0.014449	20.931	0.018
140021275	VVDS-J135933.70+040657.7	209.890453	4.1160357	0.6092	4	21.7504	-99.9	-99.9	22.825661	0.033431	22.443672	0.037488	21.836193	0.020223	21.7504	0.0294
140021343	VVDS-J135854.62+040700.6	209.727619	4.1168334	0.6290	1	22.478	-99.9	-99.9	24.930666	0.235317	23.191214	0.110415	22.716322	0.037929	22.478	0.0493
140021417	VVDS-J135816.08+040657.3	209.567027	4.115917	0.4702	2	21.6162	-99.9	-99.9	23.713785	0.104721	23.24902	0.062496	22.600452	0.056003	21.6162	0.0546
140021466	VVDS-J135818.75+040705.0	209.578133	4.1180651	9.9999	20	24.9047	-99.9	-99.9	99.99	99.99	25.74515	0.278429	24.980375	0.25097	24.9047	0.3442
140021573	VVDS-J135555.80+040658.4	208.982506	4.1162471	0.3319	1	22.1464	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.1464	0.06
140021590	VVDS-J135756.90+040656.4	209.487122	4.1156885	0.5359	3	20.1656	-99.9	-99.9	21.792549	0.020536	21.191874	0.013286	20.486038	0.009655	20.1656	0.0126
140021608	VVDS-J135927.63+040701.4	209.865164	4.1170573	0.8907	1	22.3526	-99.9	-99.9	24.042662	0.074407	23.611828	0.078581	23.036459	0.051784	22.3526	0.0439
140021760	VVDS-J135924.88+040659.0	209.853694	4.1163936	0.5421	3	20.8457	-99.9	-99.9	22.074024	0.024872	21.608387	0.025966	21.026464	0.0135	20.8457	0.0211
140021822	VVDS-J135615.11+040659.9	209.062962	4.1166621	0.3575	3	20.7599	-99.9	-99.9	22.309622	0.026226	21.322596	0.013913	20.89525	0.012109	20.7599	0.0147
140021872	VVDS-J135747.26+040703.9	209.44695	4.117757	0.5620	1	21.9091	-99.9	-99.9	99.99	99.99	99.99	99.99	99.99	99.99	21.9091	0.0537
140022113	VVDS-J135639.26+040703.9	209.163615	4.1177631	9.9999	0	21.9055	-99.9	-99.9	23.167816	0.043887	22.382177	0.029843	21.941656	0.022891	21.9055	0.0334
140022151	VVDS-J135824.44+040708.7	209.601838	4.1190966	0.8774	4	22.0976	-99.9	-99.9	23.472071	0.060362	23.103003	0.03606	22.736045	0.032347	22.0976	0.0371
140022192	VVDS-J135647.98+040707.9	209.199925	4.1188719	0.9670	1	22.0456	-99.9	-99.9	99.99	99.99	99.99	99.99	25.199977	0.198084	22.0456	0.0608
140022281	VVDS-J135812.20+040708.6	209.550864	4.1190701	1.1131	2	21.99	-99.9	-99.9	23.233999	0.046114	22.907829	0.040548	22.662609	0.047659	21.99	0.0563
140022300	VVDS-J135855.57+040708.5	209.731548	4.1190452	0.1360	2	21.8509	-99.9	-99.9	22.67897	0.032983	22.041988	0.029354	21.807392	0.021137	21.8509	0.033
140022382	VVDS-J135624.39+040708.2	209.101645	4.1189613	0.3160	2	21.9531	-99.9	-99.9	24.365265	0.07589	23.72452	0.052038	23.564342	0.051118	21.9531	0.0514
140022485	VVDS-J135538.31+040710.0	208.909649	4.1194583	0.8756	1	22.0813	-99.9	-99.9	-99	-99	-99	-99	-99	-99	22.0813	0.0588
140022572	VVDS-J135820.39+040710.5	209.584968	4.1195959	0.6735	4	21.6005	-99.9	-99.9	22.750786	0.044959	22.377924	0.028518	21.810279	0.022117	21.6005	0.0293
140022679	VVDS-J135836.66+040716.1	209.652762	4.1211439	9.9999	20	23.0937	-99.9	-99.9	26.859138	0.8723	25.594217	0.22775	24.072654	0.086819	23.0937	0.0957
140022718	VVDS-J135600.30+040706.8	209.001261	4.1185597	0.1542	2	21.3301	-99.9	-99.9	22.611275	0.0339	21.81216	0.020605	21.498571	0.021631	21.3301	0.0295
140022849	VVDS-J135842.19+040717.9	209.675819	4.1216552	0.7098	23	23.2091	-99.9	-99.9	23.709864	0.065882	25.141121	0.297612	99.99	99.99	23.2091	0.1067
140022895	VVDS-J135630.80+040710.5	209.128346	4.1196109	0.8168	3	22.1754	-99.9	-99.9	22.816782	0.051475	22.763775	0.07128	22.399017	0.054666	22.1754	0.0665
140023027	VVDS-J135842.44+040718.4	209.676843	4.1218042	0.7110	23	22.7394	-99.9	-99.9	23.872822	0.088636	25.040129	0.227231	23.255992	0.061851	22.7394	0.0778
140023071	VVDS-J135842.77+040718.4	209.678236	4.1217916	0.7805	3	22.084	-99.9	-99.9	24.121958	0.096851	24.667599	0.185393	22.686399	0.04874	22.084	0.0609
