# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# VVDS project 
# Search in F02_UDEEP field AND MagI between -100.0 and 100.0 AND Spectroscopic Redshift > 0
# NUM 	ID-IAU 	ALPHA 	DELTA 	MAGI 	Z 	ZFLAGS 	 
910205717	VVDS-J022536.71-043105.0	36.4029746	-4.518058	22.6554	1.5115	3
910205751	VVDS-J022709.42-043058.8	36.7892761	-4.5163388	24.0158	0.9032	1
910205836	VVDS-J022634.19-043058.4	36.6424599	-4.5162495	24.4834	9.9999	20
910205941	VVDS-J022545.10-043101.6	36.4379319	-4.5171269	23.172	0.9574	3
910206104	VVDS-J022527.90-043057.0	36.3662574	-4.5158591	24.3587	0.4307	2
910206181	VVDS-J022634.29-043057.7	36.6428879	-4.5160458	23.4285	2.0939	2
910206451	VVDS-J022654.91-043052.8	36.7288018	-4.514681	24.5759	2.6392	3
910206473	VVDS-J022551.33-043052.1	36.4638809	-4.5144967	24.4331	0.9639	3
910206532	VVDS-J022647.95-043051.6	36.6998293	-4.5143601	24.0666	0.9614	3
910206660	VVDS-J022712.86-043049.9	36.8035946	-4.5138737	24.6981	0.8848	3
910206685	VVDS-J022710.47-043051.2	36.7936459	-4.5142227	24.6829	2.2002	2
910207085	VVDS-J022617.11-043047.3	36.5712997	-4.5131484	24.6764	9.9999	20
910207193	VVDS-J022526.10-043049.8	36.3587614	-4.5138484	22.9575	0.8502	3
910207374	VVDS-J022707.57-043045.8	36.7815801	-4.5127481	24.6082	0.5139	2
910207437	VVDS-J022544.49-043046.4	36.4353805	-4.5129113	23.7986	0.9400	1
910207451	VVDS-J022625.43-043046.0	36.6059792	-4.5128047	23.6099	0.6345	4
910207453	VVDS-J022717.31-043046.6	36.822133	-4.5129714	23.8683	2.2931	2
910207502	VVDS-J022617.27-043047.5	36.5719637	-4.5131975	23.4478	1.4656	4
910207576	VVDS-J022731.34-043050.2	36.8805865	-4.513961	21.666	2.2700	214
910207972	VVDS-J022725.95-043042.2	36.8581634	-4.5117448	24.1919	0.4142	3
910208165	VVDS-J022543.06-043042.7	36.4294408	-4.5118661	23.032	1.5335	2
910208581	VVDS-J022547.65-043035.6	36.4485695	-4.5099057	24.5256	1.9391	2
910208897	VVDS-J022619.94-043038.3	36.5830889	-4.5106528	23.3476	1.9809	3
910209284	VVDS-J022533.38-043030.9	36.3890886	-4.5086088	24.4844	1.8641	1
910209744	VVDS-J022549.59-043030.6	36.4566394	-4.5085037	23.1216	0.3123	4
910210056	VVDS-J022623.04-043026.5	36.5960114	-4.5073862	23.6949	2.0334	3
910210239	VVDS-J022539.44-043023.3	36.4143413	-4.5064812	23.6308	0.8817	3
910212293	VVDS-J022528.71-043010.3	36.369633	-4.5028832	23.4291	2.7200	2
910212612	VVDS-J022603.97-043010.0	36.5165427	-4.5027799	24.2871	2.4115	2
910213027	VVDS-J022552.03-043000.5	36.4668153	-4.5001658	24.4781	0.8607	2
910213251	VVDS-J022535.85-042958.8	36.3994071	-4.4996875	24.1198	0.2975	2
910213281	VVDS-J022616.77-042958.5	36.5699004	-4.4995984	24.5402	0.8959	3
910213532	VVDS-J022603.02-042957.6	36.5126025	-4.4993463	24.6075	1.4645	3
910214376	VVDS-J022615.33-042954.7	36.5638849	-4.4985343	23.3475	1.5398	3
910214944	VVDS-J022532.08-042951.1	36.3836842	-4.4975329	23.9751	1.5524	2
910214958	VVDS-J022602.38-042945.8	36.5099372	-4.4960779	24.6308	2.8131	1
910215137	VVDS-J022622.40-042944.0	36.593346	-4.4955666	24.2468	0.9644	1
910215192	VVDS-J022545.73-042945.8	36.440548	-4.4960699	22.8551	1.0562	3
910215452	VVDS-J022612.25-042941.4	36.5510742	-4.4948472	24.3044	0.8820	1
910215459	VVDS-J022621.07-042941.7	36.5878186	-4.4949441	23.9679	1.4074	3
910215605	VVDS-J022602.76-042955.1	36.5115375	-4.498655	20.9553	9.9999	20
910215777	VVDS-J022605.84-042939.0	36.5243437	-4.4941775	24.7215	3.2040	2
910216098	VVDS-J022527.11-042936.5	36.362965	-4.4934744	24.4454	0.5560	4
910216226	VVDS-J022623.86-042935.1	36.5994445	-4.4930946	24.4628	1.2851	3
910216283	VVDS-J022626.50-042938.9	36.6104437	-4.4941572	23.1284	1.6394	3
910216506	VVDS-J022622.25-042942.5	36.5927299	-4.4951415	21.2919	9.9999	20
910217164	VVDS-J022606.36-042931.0	36.5265249	-4.4919461	23.2585	0.6197	4
910217309	VVDS-J022550.51-042927.7	36.4604667	-4.4910451	24.4235	0.2259	2
910217371	VVDS-J022552.86-042927.5	36.470264	-4.4909873	24.1506	0.4967	2
910217649	VVDS-J022620.47-042924.9	36.5853291	-4.4902551	24.3441	1.0423	2
910218024	VVDS-J022546.22-042921.0	36.4425981	-4.4891798	24.3538	1.2089	3
910218063	VVDS-J022539.96-042921.1	36.4165094	-4.4892222	24.0104	0.9136	3
910218539	VVDS-J022624.35-042917.4	36.6014643	-4.488185	24.6411	2.0718	2
910218600	VVDS-J022534.19-042919.0	36.392495	-4.4886325	24.411	2.4031	2
910219371	VVDS-J022604.52-042910.4	36.5188448	-4.4862424	24.1612	1.1212	1
910219386	VVDS-J022624.92-042909.7	36.6038357	-4.4860546	24.5652	1.0377	3
910220004	VVDS-J022609.99-042907.1	36.5416458	-4.4853177	24.0863	0.7648	3
910220024	VVDS-J022526.56-042907.7	36.3606924	-4.4854989	24.3321	2.1417	2
910220294	VVDS-J022538.31-042903.6	36.4096376	-4.4843574	24.3417	2.3655	1
910221398	VVDS-J022615.94-042854.3	36.5664552	-4.4817777	24.2651	0.4951	21
910221677	VVDS-J022616.08-042854.4	36.5670061	-4.4817996	24.0241	1.3213	1
910221957	VVDS-J022530.85-042852.4	36.3785483	-4.4812485	22.9367	2.2048	4
910222120	VVDS-J022611.12-042849.2	36.546342	-4.4803341	23.7557	1.3599	23
910222138	VVDS-J022611.67-042849.5	36.5486602	-4.4804247	24.1924	2.0597	1
910222544	VVDS-J022621.84-042844.1	36.5910371	-4.4789259	24.6404	0.7388	3
910222618	VVDS-J022610.60-042844.6	36.5441937	-4.4790693	24.2249	1.0639	3
910222944	VVDS-J022613.79-042844.9	36.5574703	-4.4791604	22.9193	9.9999	20
910222945	VVDS-J022614.74-042845.1	36.5614377	-4.4792008	23.5786	2.0650	2
910223044	VVDS-J022545.12-042842.1	36.4380035	-4.4783842	23.8815	1.0402	3
910223056	VVDS-J022541.67-042842.1	36.4236543	-4.4783821	23.971	2.2181	3
910223444	VVDS-J022527.73-042839.5	36.3655447	-4.4776458	24.0683	1.9783	1
910224306	VVDS-J022535.07-042833.7	36.3961418	-4.4760363	24.7011	9.9999	0
910224801	VVDS-J022537.69-042832.5	36.4070678	-4.4756997	23.252	1.3201	3
910225142	VVDS-J022608.59-042823.6	36.5358235	-4.4732256	24.7313	2.3560	3
910225184	VVDS-J022536.86-042831.6	36.4035884	-4.4754532	21.4264	0.9150	23
910225355	VVDS-J022544.55-042823.3	36.435643	-4.4731455	24.0764	1.9920	2
910225452	VVDS-J022617.90-042823.4	36.5745909	-4.4731909	24.2047	2.0704	3
910225477	VVDS-J022606.55-042822.5	36.5273018	-4.4729192	24.7194	9.9999	20
910225513	VVDS-J022525.43-042825.8	36.3559827	-4.4738407	23.327	1.8151	2
910225515	VVDS-J022543.01-042821.0	36.4292414	-4.4725022	23.9924	0.8883	3
910225608	VVDS-J022543.84-042823.6	36.432694	-4.4732295	23.366	1.0411	2
910226054	VVDS-J022606.94-042823.1	36.5289364	-4.4730959	23.1698	0.8272	4
910229592	VVDS-J022644.80-042748.3	36.6866893	-4.4634362	24.1744	2.6650	1
910230507	VVDS-J022630.58-042744.4	36.6274264	-4.4623408	23.2229	0.2663	23
910231133	VVDS-J022646.50-042739.9	36.6937743	-4.4611	23.5828	0.2965	3
910231248	VVDS-J022644.17-042739.5	36.6840814	-4.4609859	23.6865	0.9862	2
910231304	VVDS-J022631.15-042745.1	36.6297963	-4.4625315	21.7972	0.4592	4
910232686	VVDS-J022636.28-042725.2	36.6512035	-4.4570203	24.2773	1.2210	1
910232719	VVDS-J022642.45-042726.2	36.676885	-4.4573039	23.1988	1.7592	3
910233112	VVDS-J022651.50-042722.5	36.7145906	-4.4562566	24.4304	2.2134	1
910233517	VVDS-J022719.14-042733.0	36.8297815	-4.4591841	20.8024	0.1773	23
910233694	VVDS-J022633.90-042717.8	36.641275	-4.4549659	24.9168	9.9999	20
910234132	VVDS-J022637.07-042714.0	36.6544738	-4.4539051	24.2545	1.1799	2
910234555	VVDS-J022729.62-042711.8	36.8734362	-4.4532864	24.0046	1.5629	2
910234646	VVDS-J022635.34-042726.6	36.6472772	-4.4573896	19.6912	0.0327	24
910235152	VVDS-J022634.12-042716.6	36.6421948	-4.4546263	21.1666	0.2969	24
910237034	VVDS-J022725.76-042650.7	36.8573637	-4.4474262	23.9424	9.9999	0
910237182	VVDS-J022632.96-042649.9	36.6373654	-4.4471975	23.6781	0.8142	2
910237205	VVDS-J022721.62-042648.9	36.8401157	-4.4469241	24.6379	1.4038	3
910237252	VVDS-J022726.41-042649.2	36.8600739	-4.4470073	24.7223	1.8503	1
910237308	VVDS-J022726.30-042649.3	36.8595884	-4.4470295	24.2757	1.3797	22
910237552	VVDS-J022641.70-042646.1	36.6737633	-4.4461552	24.5156	0.8790	1
910238285	VVDS-J022716.37-042644.6	36.8182164	-4.4457445	23.1155	1.5405	3
910238548	VVDS-J022639.48-042638.5	36.664518	-4.4440355	24.3287	0.8333	2
910240638	VVDS-J022654.31-042624.9	36.7263045	-4.4402501	23.6241	1.6686	1
910241361	VVDS-J022723.86-042619.0	36.8494548	-4.4386385	24.2593	9.9999	0
910241420	VVDS-J022720.59-042615.7	36.8358305	-4.4376993	24.3473	1.7673	2
910241549	VVDS-J022647.24-042616.4	36.696873	-4.4378911	24.0472	0.6154	3
910242184	VVDS-J022653.61-042610.6	36.7234072	-4.4362829	24.6689	1.4400	1
910242209	VVDS-J022718.95-042609.6	36.8289685	-4.4360023	24.5529	1.0419	2
910242256	VVDS-J022653.25-042609.5	36.7219083	-4.435998	24.3827	1.1710	22
910242297	VVDS-J022716.93-042608.5	36.8205688	-4.4357131	24.1389	0.3275	4
910242633	VVDS-J022649.45-042607.1	36.7060534	-4.4353133	24.2571	2.0216	3
910243519	VVDS-J022721.09-042602.1	36.8378908	-4.43394	24.3348	2.0183	3
910243541	VVDS-J022645.93-042559.6	36.6913762	-4.4332348	23.8092	1.8221	2
910243921	VVDS-J022650.04-042558.0	36.7085327	-4.4327879	24.1824	9.9999	0
910244511	VVDS-J022648.42-042553.6	36.7017691	-4.4315758	23.5351	2.1290	4
910244543	VVDS-J022715.71-042554.7	36.8154804	-4.4318864	23.2221	0.6692	4
910245482	VVDS-J022718.68-042543.9	36.8278613	-4.428877	24.1876	9.9999	0
910245512	VVDS-J022720.95-042544.5	36.8373203	-4.4290341	24.5642	0.4938	1
910245527	VVDS-J022710.08-042544.5	36.7920009	-4.4290388	23.8048	9.9999	0
910245811	VVDS-J022716.66-042543.6	36.8194514	-4.4287998	24.0228	0.7833	2
910246133	VVDS-J022651.22-042540.1	36.7134529	-4.427826	24.533	9.9999	20
910246182	VVDS-J022651.77-042539.8	36.7157308	-4.4277391	24.5479	0.5119	1
910246359	VVDS-J022725.71-042537.3	36.8571585	-4.4270387	24.2158	0.6123	2
910246374	VVDS-J022709.34-042543.1	36.7889558	-4.42864	24.5187	1.8751	1
910246547	VVDS-J022618.42-042536.0	36.5767821	-4.4266731	24.6459	2.3765	2
910246552	VVDS-J022722.99-042541.5	36.8458199	-4.4282219	23.6039	0.1847	2
910246869	VVDS-J022725.16-042533.3	36.8548457	-4.4259233	24.0949	1.2221	3
910246883	VVDS-J022715.21-042535.8	36.8133878	-4.4266378	24.365	1.1348	2
910246978	VVDS-J022719.60-042535.0	36.8316725	-4.4264094	23.3636	1.4544	2
910247023	VVDS-J022635.52-042530.1	36.6480331	-4.4250293	24.166	2.0651	2
910247025	VVDS-J022639.32-042531.8	36.663836	-4.4255131	24.4699	2.1527	2
910247284	VVDS-J022634.80-042530.4	36.6450034	-4.4251216	23.7226	0.7047	4
910247290	VVDS-J022710.80-042531.3	36.7950178	-4.4253834	24.6055	9.9999	0
910247299	VVDS-J022709.47-042531.3	36.789485	-4.4253841	24.0237	9.9999	20
910247358	VVDS-J022636.46-042528.9	36.6519491	-4.4247013	24.4746	0.5535	4
910247362	VVDS-J022643.81-042537.1	36.6825797	-4.4269999	22.4909	1.8453	4
910247513	VVDS-J022643.35-042534.9	36.6806327	-4.4263744	23.3776	1.6619	2
910247593	VVDS-J022631.96-042529.1	36.6331928	-4.4247625	24.3436	3.0236	2
910247604	VVDS-J022647.16-042529.5	36.6965124	-4.424881	23.014	1.1817	4
910247647	VVDS-J022621.58-042527.4	36.5899183	-4.4242816	24.1049	0.9546	2
910247676	VVDS-J022607.85-042527.8	36.5327136	-4.4243971	23.4101	0.3681	2
910247723	VVDS-J022611.65-042525.9	36.5485614	-4.4238746	24.6565	0.8734	9
910247752	VVDS-J022722.47-042530.5	36.8436641	-4.4251394	23.9058	9.9999	0
910247784	VVDS-J022730.99-042525.7	36.8791338	-4.4238119	24.3465	1.5921	2
910247797	VVDS-J022711.04-042531.5	36.7960375	-4.4254438	23.5946	1.5267	3
910247955	VVDS-J022654.77-042525.0	36.7282322	-4.4236183	24.5893	9.9999	20
910248101	VVDS-J022654.07-042525.0	36.7253281	-4.4236169	24.2051	1.3685	1
910248117	VVDS-J022613.86-042523.3	36.5577916	-4.4231418	23.9834	0.9214	9
910248167	VVDS-J022707.40-042522.3	36.7808445	-4.4228831	24.7387	0.5942	3
910248255	VVDS-J022655.03-042524.1	36.7293109	-4.4233709	23.502	1.8519	1
910248290	VVDS-J022718.34-042522.6	36.8264361	-4.4229667	23.8316	0.3267	4
910248329	VVDS-J022712.99-042524.8	36.8041429	-4.4235599	24.2245	2.2949	3
910248347	VVDS-J022728.88-042521.1	36.8703746	-4.422547	24.3495	1.3617	2
910248466	VVDS-J022717.54-042522.4	36.8231027	-4.4228952	23.4148	1.1519	2
910248649	VVDS-J022714.74-042521.7	36.8114361	-4.4226949	24.1924	2.0696	9
910248772	VVDS-J022646.65-042519.1	36.6943886	-4.4219835	24.6254	1.5285	2
910248913	VVDS-J022721.95-042521.7	36.8414896	-4.4227171	23.674	9.9999	0
910249033	VVDS-J022728.78-042516.1	36.8699242	-4.4211604	24.2942	1.2520	3
910249190	VVDS-J022724.08-042514.4	36.8503424	-4.4206804	24.4814	2.8111	2
910249204	VVDS-J022716.01-042514.9	36.816741	-4.4208072	23.5165	1.1182	2
910249233	VVDS-J022637.05-042514.2	36.6543787	-4.4206235	24.6854	3.0511	2
910249321	VVDS-J022646.08-042513.1	36.6920088	-4.4203114	24.6656	1.6899	1
910249579	VVDS-J022644.22-042514.8	36.6842711	-4.4207794	23.0453	0.2978	3
910249637	VVDS-J022728.18-042513.0	36.8674192	-4.4202913	23.2826	1.2200	4
910249815	VVDS-J022605.71-042509.3	36.5238131	-4.4192618	24.5935	1.5003	1
910249934	VVDS-J022631.84-042509.9	36.6326952	-4.419444	23.5518	2.3488	4
910249988	VVDS-J022642.02-042507.7	36.6750836	-4.4188175	24.561	9.9999	0
910250031	VVDS-J022633.04-042508.8	36.6376793	-4.4191137	23.7531	1.6609	2
910250091	VVDS-J022630.65-042508.3	36.6277136	-4.418979	23.092	0.8588	3
910250204	VVDS-J022641.14-042506.9	36.6714456	-4.4185955	23.7741	9.9999	20
910250341	VVDS-J022610.16-042505.1	36.542351	-4.418109	24.7125	1.9705	2
910250470	VVDS-J022635.77-042504.4	36.6490443	-4.4179094	24.7462	0.2940	1
910250557	VVDS-J022642.17-042507.5	36.6757399	-4.4187749	22.0669	9.9999	20
910250581	VVDS-J022638.06-042506.5	36.658622	-4.4184909	21.7553	0.4449	24
910250747	VVDS-J022724.35-042504.7	36.8514776	-4.417989	23.9506	0.9396	1
910250970	VVDS-J022717.76-042459.5	36.8240315	-4.4165299	24.6168	1.5029	22
910251056	VVDS-J022631.03-042500.6	36.6293013	-4.4168496	24.1802	0.5844	2
910251066	VVDS-J022718.02-042459.6	36.825092	-4.4165649	24.0497	1.2656	3
910251093	VVDS-J022722.11-042458.7	36.8421502	-4.4163156	24.0497	1.3868	3
910251317	VVDS-J022709.80-042456.8	36.790849	-4.4157976	23.9094	0.7060	4
910251319	VVDS-J022609.68-042458.8	36.5403681	-4.4163443	23.59	0.6736	2
910251361	VVDS-J022637.75-042456.5	36.6573198	-4.4156953	24.6606	2.3330	1
910251364	VVDS-J022727.14-042456.7	36.86311	-4.4157668	24.3118	0.8413	3
910251408	VVDS-J022634.50-042456.1	36.6437796	-4.4155903	24.5899	1.3018	2
910251428	VVDS-J022706.08-042456.9	36.7753677	-4.415813	23.9185	0.8941	2
910251611	VVDS-J022656.18-042455.6	36.7341197	-4.4154487	24.5737	0.5328	2
910251952	VVDS-J022544.22-042451.8	36.4342712	-4.4143962	24.192	0.6302	2
910252052	VVDS-J022707.96-042450.6	36.7831742	-4.4140572	24.3377	0.3180	3
910252089	VVDS-J022608.49-042451.3	36.5353816	-4.4142692	24.0723	0.7939	2
910252116	VVDS-J022530.78-042451.1	36.3782734	-4.4142114	23.8005	0.9201	9
910252344	VVDS-J022723.52-042450.0	36.8480262	-4.4139122	23.1732	1.0035	3
910252547	VVDS-J022535.69-042446.8	36.3987239	-4.4130123	23.9222	0.8117	1
910252567	VVDS-J022542.30-042449.1	36.4262699	-4.413659	24.1337	1.6675	1
910252735	VVDS-J022608.44-042447.4	36.5351826	-4.4131733	24.1443	3.1257	29
910252781	VVDS-J022705.39-042446.1	36.772478	-4.4128174	23.945	2.6304	4
910252934	VVDS-J022538.45-042445.9	36.410227	-4.4127743	23.4383	2.1615	3
910252993	VVDS-J022639.84-042448.5	36.6660322	-4.4134933	23.4847	0.9178	3
910253101	VVDS-J022640.85-042444.2	36.670212	-4.4122942	24.0534	2.4608	3
910253110	VVDS-J022623.69-042445.4	36.5987455	-4.412616	24.3377	2.8048	3
910253248	VVDS-J022727.77-042441.6	36.8657285	-4.4115649	24.331	0.4122	4
910253272	VVDS-J022531.34-042440.5	36.3805983	-4.411263	24.4997	9.9999	0
910253330	VVDS-J022642.65-042441.9	36.6777337	-4.4116604	24.1667	2.4960	2
910253383	VVDS-J022527.73-042441.5	36.3655652	-4.4115376	24.2504	0.4605	2
910253422	VVDS-J022637.15-042442.6	36.6548105	-4.4118596	24.7214	1.5806	1
910253548	VVDS-J022545.52-042441.8	36.439686	-4.411625	24.4616	0.3569	9
910253813	VVDS-J022624.21-042437.9	36.6008821	-4.4105385	24.6429	3.1505	1
910253825	VVDS-J022653.26-042442.6	36.7219359	-4.4118528	23.9822	1.7018	2
910253883	VVDS-J022641.03-042435.7	36.6709868	-4.4099343	24.7333	2.8019	2
910254086	VVDS-J022723.20-042437.9	36.8466932	-4.4105458	23.5999	0.8876	3
910254253	VVDS-J022528.37-042435.0	36.368233	-4.4097231	23.7196	0.9427	1
910254325	VVDS-J022729.26-042440.0	36.8719298	-4.4111202	23.3822	1.2818	2
910254467	VVDS-J022643.26-042432.2	36.680251	-4.4089514	24.5304	1.2722	2
910254497	VVDS-J022616.81-042433.6	36.5700675	-4.4093544	24.2153	0.1678	2
910254604	VVDS-J022549.99-042432.2	36.458305	-4.4089475	23.4698	2.2916	3
910254615	VVDS-J022731.52-042429.3	36.8813382	-4.4081533	24.5224	0.7626	1
910254714	VVDS-J022712.37-042428.8	36.8015694	-4.4080153	24.6275	9.9999	20
910254851	VVDS-J022537.82-042430.7	36.4076071	-4.408554	24.0446	0.6362	9
910254869	VVDS-J022549.36-042432.6	36.4556952	-4.4090704	21.9036	9.9999	20
910255048	VVDS-J022721.56-042427.9	36.8398573	-4.4077674	23.9942	0.8875	3
910255082	VVDS-J022642.59-042427.8	36.6774811	-4.4077383	24.0864	9.9999	0
910255270	VVDS-J022714.69-042426.6	36.8112409	-4.4074139	23.79	0.8953	4
910255389	VVDS-J022712.71-042428.7	36.8029763	-4.4079782	24.7386	2.4571	2
910255415	VVDS-J022654.96-042429.2	36.7290112	-4.4081165	23.1724	2.6326	4
910255729	VVDS-J022726.28-042423.5	36.859516	-4.4065389	23.2391	0.9586	3
910255757	VVDS-J022622.78-042423.4	36.5949538	-4.4065073	23.1808	9.9999	20
910255814	VVDS-J022730.86-042423.7	36.8786244	-4.4065945	23.5901	0.6245	3
910255929	VVDS-J022727.48-042421.5	36.864531	-4.4059981	24.265	1.5382	2
910256059	VVDS-J022614.58-042421.3	36.5607702	-4.4059235	24.5826	1.7184	2
910256078	VVDS-J022623.16-042424.3	36.5965022	-4.4067552	23.6936	2.1630	1
910256270	VVDS-J022640.34-042421.0	36.6681141	-4.4058364	23.5544	0.2968	4
910256700	VVDS-J022651.83-042413.4	36.7159817	-4.4037315	24.5854	0.1612	21
910256948	VVDS-J022716.27-042414.7	36.8178287	-4.4040839	23.1378	1.0797	9
910256951	VVDS-J022730.52-042412.5	36.8771848	-4.4034944	24.6085	1.7690	1
910257044	VVDS-J022615.35-042413.1	36.5639724	-4.4036648	23.7165	2.0453	4
910257200	VVDS-J022651.00-042415.4	36.7125377	-4.4043031	24.1274	1.2730	2
910257311	VVDS-J022606.49-042417.4	36.5270535	-4.4048441	23.4057	2.2609	4
910257489	VVDS-J022649.78-042410.7	36.7074209	-4.4029925	23.658	2.6333	4
910257649	VVDS-J022646.76-042407.7	36.6948616	-4.4021391	23.897	0.2968	4
910257707	VVDS-J022652.07-042412.6	36.7169946	-4.4035035	23.815	1.7829	1
910257981	VVDS-J022717.56-042404.9	36.8231994	-4.4013625	24.3054	2.4950	1
910258068	VVDS-J022622.25-042405.2	36.5927229	-4.4014637	23.8925	1.5679	2
910258093	VVDS-J022615.63-042409.8	36.5651506	-4.4027444	22.5335	9.9999	20
910258102	VVDS-J022652.64-042404.1	36.7193443	-4.4011659	24.1955	0.6693	1
910258161	VVDS-J022730.22-042403.6	36.875951	-4.4010034	24.2184	3.0861	4
910258180	VVDS-J022540.64-042404.5	36.4193504	-4.4012613	24.2952	2.6934	4
910258302	VVDS-J022644.51-042403.3	36.6854824	-4.4009426	24.2545	0.7065	23
910258346	VVDS-J022651.53-042404.0	36.7147493	-4.4011141	24.3828	1.4252	1
910258402	VVDS-J022726.29-042402.1	36.859545	-4.4006014	24.083	0.6045	3
910258455	VVDS-J022644.98-042403.3	36.6874222	-4.4009297	23.3691	2.1045	3
910258707	VVDS-J022628.82-042408.0	36.6200935	-4.4022229	22.9565	1.4691	2
910258956	VVDS-J022633.17-042400.1	36.6382139	-4.4000536	23.762	2.0348	4
910259228	VVDS-J022719.47-042357.5	36.8311506	-4.3993278	24.7351	2.6800	2
910259245	VVDS-J022644.90-042356.2	36.6870932	-4.3989485	23.5813	1.5174	3
910259848	VVDS-J022647.47-042350.1	36.6977938	-4.3972518	24.6437	0.8243	1
910259852	VVDS-J022655.50-042351.2	36.7312889	-4.3975656	24.3508	2.1527	1
910259897	VVDS-J022712.34-042351.3	36.8014578	-4.3975835	24.2995	3.3125	9
910260083	VVDS-J022641.81-042348.7	36.6742346	-4.3968853	24.4059	1.5023	1
910260193	VVDS-J022635.25-042349.6	36.6469041	-4.3971283	23.7073	2.0339	4
910260329	VVDS-J022639.42-042347.4	36.6642808	-4.396523	23.9009	0.8612	3
910260453	VVDS-J022708.56-042346.4	36.7856885	-4.3962447	23.9078	9.9999	20
910260552	VVDS-J022638.56-042346.5	36.6606769	-4.396252	24.0152	0.7658	2
910260600	VVDS-J022533.99-042344.4	36.3916505	-4.3956784	24.6953	0.6203	2
910260607	VVDS-J022631.35-042343.9	36.6306437	-4.3955431	24.561	0.4236	3
910260715	VVDS-J022652.41-042346.0	36.7183831	-4.396122	23.1559	9.9999	20
910260732	VVDS-J022708.88-042345.4	36.7870143	-4.39596	24.0269	0.4142	3
910260902	VVDS-J022602.99-042345.4	36.5124805	-4.3959583	23.5709	2.3594	4
910261054	VVDS-J022706.94-042341.2	36.7789428	-4.3947837	24.6791	1.6216	2
910261083	VVDS-J022603.11-042346.4	36.5129897	-4.3962231	22.9762	2.3588	23
910261247	VVDS-J022652.70-042345.0	36.7196151	-4.3958542	22.7045	1.4262	4
910261703	VVDS-J022706.05-042341.4	36.7752376	-4.3948506	23.3407	1.4331	3
910261908	VVDS-J022634.04-042336.9	36.6418389	-4.3935838	23.2937	2.1304	4
910262478	VVDS-J022617.41-042333.6	36.572578	-4.3926817	23.3386	2.1329	4
910262613	VVDS-J022649.98-042330.3	36.7082696	-4.3917773	24.339	1.4006	1
910262674	VVDS-J022630.02-042328.6	36.6250978	-4.3912979	24.5892	1.0864	9
910262816	VVDS-J022713.45-042329.8	36.8060746	-4.3916314	23.7237	1.4807	3
910263131	VVDS-J022534.52-042329.1	36.3938504	-4.3914181	24.0818	0.5883	3
910263476	VVDS-J022719.14-042323.6	36.8297616	-4.3898937	24.4269	0.7252	9
910263544	VVDS-J022619.23-042323.1	36.5801547	-4.3897618	24.0992	3.2928	4
910263609	VVDS-J022650.95-042322.9	36.7122987	-4.3897097	23.0203	0.5858	3
910263689	VVDS-J022629.69-042328.5	36.62373	-4.3912669	21.8137	0.6106	23
910263707	VVDS-J022620.96-042326.8	36.587354	-4.3907878	23.2304	2.1290	3
910263908	VVDS-J022643.86-042321.0	36.682761	-4.3891915	23.8102	1.0876	4
910264073	VVDS-J022707.86-042320.2	36.7827834	-4.3889611	23.3644	0.2962	4
910264259	VVDS-J022619.53-042321.9	36.5813777	-4.3894331	23.3503	9.9999	20
910264318	VVDS-J022717.03-042316.9	36.8209754	-4.3880371	24.3696	1.0199	2
910264339	VVDS-J022722.62-042317.7	36.8442688	-4.3882592	24.052	2.4210	1
910264384	VVDS-J022722.82-042317.6	36.8451039	-4.3882252	24.3402	2.3204	21
910264713	VVDS-J022723.82-042314.6	36.8492604	-4.3873968	24.0707	1.3282	1
910265017	VVDS-J022601.82-042311.7	36.5075938	-4.3866069	24.5143	1.8886	2
910265306	VVDS-J022631.81-042309.6	36.6325749	-4.3860208	23.3277	1.2371	3
910265393	VVDS-J022626.40-042309.2	36.6100331	-4.3859003	24.6237	9.9999	0
910265411	VVDS-J022719.96-042307.9	36.8331931	-4.3855347	24.7286	1.3267	2
910265452	VVDS-J022638.75-042306.1	36.6614998	-4.3850482	24.4359	1.0050	3
910265546	VVDS-J022729.87-042306.5	36.8744772	-4.3851665	23.9383	2.0132	3
910265600	VVDS-J022654.18-042306.2	36.7257811	-4.3850782	24.2124	2.0319	3
910265695	VVDS-J022725.16-042306.3	36.8548582	-4.385095	24.1413	0.5116	3
910265703	VVDS-J022653.41-042305.8	36.7225702	-4.3849703	23.8371	2.0395	3
910265762	VVDS-J022653.70-042305.2	36.7237614	-4.3847916	23.4355	9.9999	20
910265989	VVDS-J022654.40-042304.5	36.726667	-4.3845968	23.4505	1.0833	2
910266034	VVDS-J022709.40-042304.5	36.7891842	-4.3846039	23.4152	1.5642	4
910266126	VVDS-J022728.83-042302.7	36.8701446	-4.3841105	24.3266	3.5122	3
910266311	VVDS-J022543.54-042300.6	36.4314413	-4.3835097	24.1132	0.5857	3
910266456	VVDS-J022712.13-042258.5	36.8005463	-4.3829392	24.7356	0.8438	2
910266645	VVDS-J022532.89-042301.2	36.3870607	-4.3836765	23.7383	1.3287	1
910266717	VVDS-J022606.96-042300.0	36.5290053	-4.3833501	23.8354	1.8443	3
910266722	VVDS-J022636.34-042258.4	36.6514425	-4.3829061	24.3927	2.1105	1
910266755	VVDS-J022710.89-042301.3	36.7954144	-4.3837033	24.3438	2.2850	2
910266756	VVDS-J022636.91-042257.3	36.6537971	-4.3826039	23.9699	0.5809	4
