# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
1.25892e+16 2.71902e+20 1883160000000.0 262402000000000.0 687042000000000.0 2813260000000000.0 2208130000000000.0 4598320000.0 194756000000.0 698948000000.0 -4.42 [-4.42]
1.25892e+16 2.57852e+20 2014090000000.0 272555000000000.0 686761000000000.0 2597340000000000.0 1950860000000000.0 5322590000.0 221266000000.0 768557000000.0 -4.4 [-4.4]
1.25892e+16 2.44539e+20 2151700000000.0 282761000000000.0 685694000000000.0 2393260000000000.0 1720630000000000.0 6149120000.0 250991000000.0 843872000000.0 -4.38 [-4.38]
1.25892e+16 2.31921e+20 2296090000000.0 292997000000000.0 683841000000000.0 2200900000000000.0 1514960000000000.0 7090440000.0 284265000000.0 925227000000.0 -4.36 [-4.36]
1.25892e+16 2.19962e+20 2447340000000.0 303232000000000.0 681198000000000.0 2020060000000000.0 1331570000000000.0 8160120000.0 321442000000.0 1012960000000.0 -4.34 [-4.34]
1.25892e+16 2.08627e+20 2605550000000.0 313440000000000.0 677764000000000.0 1850480000000000.0 1168390000000000.0 9373130000.0 362908000000.0 1107380000000.0 -4.32 [-4.32]
1.25892e+16 1.97882e+20 2770730000000.0 323588000000000.0 673541000000000.0 1691890000000000.0 1023480000000000.0 10745700000.0 409073000000.0 1208840000000.0 -4.3 [-4.3]
1.25892e+16 1.87698e+20 2943000000000.0 333647000000000.0 668535000000000.0 1544060000000000.0 895073000000000.0 12295600000.0 460381000000.0 1317650000000.0 -4.28 [-4.28]
1.25892e+16 1.78045e+20 3122430000000.0 343586000000000.0 662748000000000.0 1406610000000000.0 781521000000000.0 14042200000.0 517301000000.0 1434100000000.0 -4.26 [-4.26]
1.25892e+16 1.68892e+20 3308730000000.0 353363000000000.0 656194000000000.0 1279120000000000.0 681243000000000.0 16005700000.0 580326000000.0 1558560000000.0 -4.24 [-4.24]
1.25892e+16 1.60216e+20 3502000000000.0 362946000000000.0 648883000000000.0 1161150000000000.0 592882000000000.0 18208300000.0 649976000000.0 1691260000000.0 -4.22 [-4.22]
1.25892e+16 1.5199e+20 3702140000000.0 372300000000000.0 640829000000000.0 1052250000000000.0 515164000000000.0 20674000000.0 726809000000.0 1832480000000.0 -4.2 [-4.2]
1.25892e+16 1.44193e+20 3909010000000.0 381388000000000.0 632048000000000.0 951947000000000.0 446900000000000.0 23427900000.0 811391000000.0 1982440000000.0 -4.18 [-4.18]
1.25892e+16 1.36801e+20 4122550000000.0 390175000000000.0 622559000000000.0 859773000000000.0 387064000000000.0 26497400000.0 904336000000.0 2141350000000.0 -4.16 [-4.16]
1.25892e+16 1.29794e+20 4342500000000.0 398623000000000.0 612387000000000.0 775251000000000.0 334710000000000.0 29911100000.0 1006270000000.0 2309390000000.0 -4.14 [-4.14]
1.25892e+16 1.23151e+20 4568660000000.0 406696000000000.0 601556000000000.0 697907000000000.0 288989000000000.0 33699000000.0 1117830000000.0 2486690000000.0 -4.12 [-4.12]
1.25892e+16 1.16854e+20 4800870000000.0 414359000000000.0 590096000000000.0 627283000000000.0 249126000000000.0 37893700000.0 1239700000000.0 2673320000000.0 -4.1 [-4.1]
1.25892e+16 1.10884e+20 5038700000000.0 421573000000000.0 578035000000000.0 562923000000000.0 214426000000000.0 42527900000.0 1372550000000.0 2869320000000.0 -4.08 [-4.08]
1.25892e+16 1.05225e+20 5281950000000.0 428309000000000.0 565408000000000.0 504391000000000.0 184286000000000.0 47636800000.0 1517060000000.0 3074640000000.0 -4.06 [-4.06]
1.25892e+16 9.98591e+19 5530140000000.0 434529000000000.0 552249000000000.0 451260000000000.0 158142000000000.0 53255800000.0 1673920000000.0 3289200000000.0 -4.04 [-4.04]
1.25892e+16 9.47722e+19 5782860000000.0 440203000000000.0 538600000000000.0 403124000000000.0 135509000000000.0 59421900000.0 1843820000000.0 3512820000000.0 -4.02 [-4.02]
1.25892e+16 8.99497e+19 6039790000000.0 445309000000000.0 524510000000000.0 359596000000000.0 115944000000000.0 66172900000.0 2027430000000.0 3745250000000.0 -4.0 [-4.0]
1.25892e+16 8.53756e+19 6299920000000.0 449805000000000.0 510020000000000.0 320303000000000.0 99059000000000.0 73543900000.0 2225360000000.0 3986240000000.0 -3.98 [-3.98]
1.25892e+16 8.10389e+19 6563530000000.0 453682000000000.0 495162000000000.0 284896000000000.0 84516100000000.0 81578700000.0 2438280000000.0 4235130000000.0 -3.96 [-3.96]
1.25892e+16 7.69271e+19 6829650000000.0 456913000000000.0 479993000000000.0 253049000000000.0 72011800000000.0 90312600000.0 2666750000000.0 4491550000000.0 -3.94 [-3.94]
1.25892e+16 7.30284e+19 7097690000000.0 459482000000000.0 464566000000000.0 224454000000000.0 61276300000000.0 99782700000.0 2911290000000.0 4754870000000.0 -3.92 [-3.92]
1.25892e+16 6.93311e+19 7367100000000.0 461373000000000.0 448926000000000.0 198819000000000.0 52072700000000.0 110026000000.0 3172370000000.0 5024340000000.0 -3.9 [-3.9]
1.25892e+16 6.58253e+19 7637250000000.0 462579000000000.0 433127000000000.0 175878000000000.0 44194700000000.0 121078000000.0 3450360000000.0 5299090000000.0 -3.88 [-3.88]
1.25892e+16 6.25003e+19 7907520000000.0 463099000000000.0 417228000000000.0 155380000000000.0 37460200000000.0 132968000000.0 3745520000000.0 5578220000000.0 -3.86 [-3.86]
1.25892e+16 5.93468e+19 8177150000000.0 462921000000000.0 401268000000000.0 137092000000000.0 31712800000000.0 145727000000.0 4057990000000.0 5860570000000.0 -3.84 [-3.84]
1.25892e+16 5.63557e+19 8445480000000.0 462047000000000.0 385301000000000.0 120801000000000.0 26816200000000.0 159379000000.0 4387810000000.0 6144960000000.0 -3.82 [-3.82]
1.25892e+16 5.35181e+19 8711620000000.0 460481000000000.0 369376000000000.0 106310000000000.0 22649700000000.0 173941000000.0 4734760000000.0 6430100000000.0 -3.8 [-3.8]
1.25892e+16 5.08259e+19 8974990000000.0 458236000000000.0 353544000000000.0 93440100000000.0 19108500000000.0 189428000000.0 5098550000000.0 6714560000000.0 -3.78 [-3.78]
1.25892e+16 4.82715e+19 9234840000000.0 455319000000000.0 337847000000000.0 82025400000000.0 16102500000000.0 205848000000.0 5478650000000.0 6996780000000.0 -3.76 [-3.76]
1.25892e+16 4.58476e+19 9490390000000.0 451750000000000.0 322332000000000.0 71915500000000.0 13553800000000.0 223199000000.0 5874310000000.0 7275130000000.0 -3.74 [-3.74]
1.25892e+16 4.35471e+19 9740990000000.0 447549000000000.0 307041000000000.0 62973700000000.0 11395200000000.0 241469000000.0 6284520000000.0 7547860000000.0 -3.72 [-3.72]
1.25892e+16 4.13636e+19 9985920000000.0 442737000000000.0 292011000000000.0 55075700000000.0 9569300000000.0 260640000000.0 6708060000000.0 7813140000000.0 -3.7 [-3.7]
1.25892e+16 3.9291e+19 10224600000000.0 437342000000000.0 277280000000000.0 48109100000000.0 8026520000000.0 280683000000.0 7143450000000.0 8069080000000.0 -3.68 [-3.68]
1.25892e+16 3.73234e+19 10456400000000.0 431395000000000.0 262882000000000.0 41971900000000.0 6724430000000.0 301554000000.0 7588920000000.0 8313750000000.0 -3.66 [-3.66]
1.25892e+16 3.54553e+19 10680700000000.0 424926000000000.0 248845000000000.0 36572500000000.0 5626770000000.0 323202000000.0 8042410000000.0 8545200000000.0 -3.64 [-3.64]
1.25892e+16 3.36814e+19 10897000000000.0 417969000000000.0 235197000000000.0 31828000000000.0 4702480000000.0 345561000000.0 8501620000000.0 8761470000000.0 -3.62 [-3.62]
1.25892e+16 3.19968e+19 11104700000000.0 410558000000000.0 221958000000000.0 27664600000000.0 3925120000000.0 368553000000.0 8963970000000.0 8960620000000.0 -3.6 [-3.6]
1.25892e+16 3.03975e+19 11304000000000.0 402741000000000.0 209150000000000.0 24016000000000.0 3272230000000.0 392104000000.0 9426900000000.0 9140620000000.0 -3.58 [-3.58]
1.25892e+16 2.88779e+19 11493400000000.0 394537000000000.0 196788000000000.0 20821900000000.0 2724290000000.0 416088000000.0 9886940000000.0 9299980000000.0 -3.56 [-3.56]
1.25892e+16 2.74346e+19 11673400000000.0 385996000000000.0 184884000000000.0 18029600000000.0 2265120000000.0 440408000000.0 10341100000000.0 9436870000000.0 -3.54 [-3.54]
1.25892e+16 2.60636e+19 11843500000000.0 377159000000000.0 173450000000000.0 15591500000000.0 1880790000000.0 464943000000.0 10786100000000.0 9549820000000.0 -3.52 [-3.52]
1.25892e+16 2.47612e+19 12003700000000.0 368066000000000.0 162490000000000.0 13465500000000.0 1559530000000.0 489569000000.0 11218400000000.0 9637480000000.0 -3.5 [-3.5]
1.25892e+16 2.35239e+19 12153900000000.0 358754000000000.0 152008000000000.0 11614000000000.0 1291330000000.0 514153000000.0 11634600000000.0 9698760000000.0 -3.48 [-3.48]
1.25892e+16 2.23484e+19 12293900000000.0 349260000000000.0 142004000000000.0 10003600000000.0 1067710000000.0 538558000000.0 12031300000000.0 9732840000000.0 -3.46 [-3.46]
1.25892e+16 2.12316e+19 12423800000000.0 339625000000000.0 132476000000000.0 8604820000000.0 881534000000.0 562652000000.0 12405200000000.0 9739140000000.0 -3.44 [-3.44]
1.25892e+16 2.01706e+19 12543800000000.0 329886000000000.0 123420000000000.0 7391360000000.0 726731000000.0 586297000000.0 12753000000000.0 9717420000000.0 -3.42 [-3.42]
1.25892e+16 1.91634e+19 12655100000000.0 320094000000000.0 114832000000000.0 6340490000000.0 598266000000.0 609404000000.0 13072600000000.0 9667400000000.0 -3.4 [-3.4]
1.25892e+16 1.82056e+19 12755700000000.0 310251000000000.0 106700000000000.0 5430940000000.0 491693000000.0 631771000000.0 13359800000000.0 9590060000000.0 -3.38 [-3.38]
1.25892e+16 1.72956e+19 12846900000000.0 300405000000000.0 99015700000000.0 4645130000000.0 403466000000.0 653322000000.0 13613000000000.0 9485760000000.0 -3.36 [-3.36]
1.25892e+16 1.64311e+19 12928800000000.0 290585000000000.0 91768900000000.0 3967210000000.0 330542000000.0 673942000000.0 13830200000000.0 9355580000000.0 -3.34 [-3.34]
1.25892e+16 1.56098e+19 13002100000000.0 280821000000000.0 84944900000000.0 3383120000000.0 270352000000.0 693565000000.0 14010100000000.0 9200590000000.0 -3.32 [-3.32]
1.25892e+16 1.48294e+19 13067300000000.0 271139000000000.0 78529600000000.0 2880590000000.0 220753000000.0 712122000000.0 14151800000000.0 9022220000000.0 -3.3 [-3.3]
1.25892e+16 1.40881e+19 13124000000000.0 261559000000000.0 72510300000000.0 2448940000000.0 179952000000.0 729525000000.0 14254200000000.0 8822490000000.0 -3.28 [-3.28]
1.25892e+16 1.33839e+19 13172900000000.0 252102000000000.0 66870900000000.0 2078710000000.0 146440000000.0 745744000000.0 14317500000000.0 8603220000000.0 -3.26 [-3.26]
1.25892e+16 1.27148e+19 13214300000000.0 242788000000000.0 61595600000000.0 1761620000000.0 118961000000.0 760752000000.0 14341900000000.0 8366470000000.0 -3.24 [-3.24]
1.25892e+16 1.20792e+19 13248400000000.0 233632000000000.0 56668800000000.0 1490470000000.0 96467900000.0 774539000000.0 14328000000000.0 8114470000000.0 -3.22 [-3.22]
1.25892e+16 1.14753e+19 13275600000000.0 224649000000000.0 52073400000000.0 1258980000000.0 78087600000.0 787111000000.0 14277200000000.0 7849430000000.0 -3.2 [-3.2]
1.25892e+16 1.09017e+19 13296100000000.0 215851000000000.0 47793800000000.0 1061660000000.0 63094900000.0 798491000000.0 14190800000000.0 7573640000000.0 -3.18 [-3.18]
1.25892e+16 1.03568e+19 13310200000000.0 207249000000000.0 43815000000000.0 893750000000.0 50888600000.0 808704000000.0 14070600000000.0 7289450000000.0 -3.16 [-3.16]
1.25892e+16 9.83907e+18 13318400000000.0 198851000000000.0 40118900000000.0 751084000000.0 40966800000.0 817812000000.0 13918700000000.0 6998850000000.0 -3.14 [-3.14]
1.25892e+16 9.34728e+18 13320800000000.0 190665000000000.0 36690900000000.0 630082000000.0 32917800000.0 825865000000.0 13737400000000.0 6704050000000.0 -3.12 [-3.12]
1.25892e+16 8.87788e+18 13312900000000.0 182648000000000.0 33512400000000.0 527374000000.0 26381100000.0 832770000000.0 13523900000000.0 6408080000000.0 -3.1 [-3.1]
1.25892e+16 8.43538e+18 13307100000000.0 174928000000000.0 30577900000000.0 440942000000.0 21126200000.0 839006000000.0 13294000000000.0 6110140000000.0 -3.08 [-3.08]
1.25892e+16 8.01397e+18 13293700000000.0 167408000000000.0 27866000000000.0 367913000000.0 16879600000.0 844314000000.0 13039500000000.0 5814170000000.0 -3.06 [-3.06]
1.25892e+16 7.61367e+18 13275300000000.0 160114000000000.0 25364300000000.0 306411000000.0 13460800000.0 848856000000.0 12765700000000.0 5521170000000.0 -3.04 [-3.04]
1.25892e+16 7.23397e+18 13253000000000.0 153059000000000.0 23061200000000.0 254758000000.0 10716500000.0 852720000000.0 12476300000000.0 5232550000000.0 -3.02 [-3.02]
1.25892e+16 6.87242e+18 13224500000000.0 146213000000000.0 20940200000000.0 211352000000.0 8511900000.0 855945000000.0 12170400000000.0 4949690000000.0 -3.0 [-3.0]
1.25892e+16 6.52931e+18 13192200000000.0 139600000000000.0 18991600000000.0 175022000000.0 6748720000.0 858659000000.0 11853500000000.0 4673320000000.0 -2.98 [-2.98]
1.25893e+16 6.20337e+18 13155500000000.0 133212000000000.0 17203400000000.0 144653000000.0 5340350000.0 860917000000.0 11526900000000.0 4404490000000.0 -2.96 [-2.96]
1.25892e+16 5.89381e+18 13114700000000.0 127048000000000.0 15564700000000.0 119322000000.0 4217840000.0 862791000000.0 11192900000000.0 4143910000000.0 -2.94 [-2.94]
1.25892e+16 5.59979e+18 13069600000000.0 121104000000000.0 14064800000000.0 98230500000.0 3324840000.0 864350000000.0 10853400000000.0 3892270000000.0 -2.92 [-2.92]
1.25892e+16 5.32054e+18 13020600000000.0 115378000000000.0 12693800000000.0 80706300000.0 2615910000.0 865657000000.0 10510400000000.0 3649970000000.0 -2.9 [-2.9]
1.25892e+16 5.05501e+18 12966800000000.0 109859000000000.0 11441900000000.0 66166200000.0 2053850000.0 866771000000.0 10164500000000.0 3417530000000.0 -2.88 [-2.88]
1.25892e+16 4.80309e+18 12909800000000.0 104557000000000.0 10300900000000.0 54140600000.0 1609740000.0 867739000000.0 9819160000000.0 3194840000000.0 -2.86 [-2.86]
1.25892e+16 4.56376e+18 12848800000000.0 99458100000000.0 9262020000000.0 44207900000.0 1259230000.0 868608000000.0 9474610000000.0 2982230000000.0 -2.84 [-2.84]
1.25892e+16 4.33651e+18 12784100000000.0 94561500000000.0 8317580000000.0 36023000000.0 983221000.0 869413000000.0 9132470000000.0 2779700000000.0 -2.82 [-2.82]
1.25892e+16 4.12066e+18 12715600000000.0 89861000000000.0 7460070000000.0 29291600000.0 766277000.0 870190000000.0 8793620000000.0 2587230000000.0 -2.8 [-2.8]
1.25892e+16 3.91564e+18 12643200000000.0 85351400000000.0 6682530000000.0 23766900000.0 596086000.0 870965000000.0 8458980000000.0 2404720000000.0 -2.78 [-2.78]
1.25892e+16 3.72091e+18 12567000000000.0 81027800000000.0 5978480000000.0 19242600000.0 462839000.0 871765000000.0 8129350000000.0 2232020000000.0 -2.76 [-2.76]
1.25892e+16 3.53598e+18 12487100000000.0 76886100000000.0 5341900000000.0 15545800000.0 358733000.0 872595000000.0 7805590000000.0 2068920000000.0 -2.74 [-2.74]
1.25892e+16 3.36029e+18 12403400000000.0 72919200000000.0 4767020000000.0 12531000000.0 277530000.0 873480000000.0 7488010000000.0 1915180000000.0 -2.72 [-2.72]
1.25892e+16 3.19356e+18 12316100000000.0 69126000000000.0 4248950000000.0 10079400000.0 214352000.0 874417000000.0 7177590000000.0 1770590000000.0 -2.7 [-2.7]
1.25892e+16 3.03522e+18 12225200000000.0 65498700000000.0 3782480000000.0 8089380000.0 165270000.0 875410000000.0 6874450000000.0 1634800000000.0 -2.68 [-2.68]
1.25892e+16 2.88481e+18 12130600000000.0 62031300000000.0 3362980000000.0 6477370000.0 127204000.0 876458000000.0 6578810000000.0 1507480000000.0 -2.66 [-2.66]
1.25892e+16 2.742e+18 12032400000000.0 58720000000000.0 2986340000000.0 5174880000.0 97745400.0 877537000000.0 6291110000000.0 1388280000000.0 -2.64 [-2.64]
1.25892e+16 2.60633e+18 11930500000000.0 55558100000000.0 2648580000000.0 4124610000.0 74981800.0 878653000000.0 6011330000000.0 1276870000000.0 -2.62 [-2.62]
1.25892e+16 2.47749e+18 11824900000000.0 52541300000000.0 2346160000000.0 3279830000.0 57426800.0 879781000000.0 5739710000000.0 1172920000000.0 -2.6 [-2.6]
1.25892e+16 2.35512e+18 11715800000000.0 49664300000000.0 2075730000000.0 2601890000.0 43911400.0 880909000000.0 5476250000000.0 1076060000000.0 -2.58 [-2.58]
1.25892e+16 2.23889e+18 11603100000000.0 46922200000000.0 1834260000000.0 2059160000.0 33525000.0 882006000000.0 5221070000000.0 985948000000.0 -2.56 [-2.56]
1.25892e+16 2.12844e+18 11486700000000.0 44309000000000.0 1618890000000.0 1625620000.0 25554500.0 883085000000.0 4973920000000.0 902244000000.0 -2.54 [-2.54]
1.25892e+16 2.02361e+18 11367000000000.0 41822700000000.0 1427180000000.0 1280360000.0 19452600.0 884046000000.0 4735270000000.0 824607000000.0 -2.52 [-2.52]
1.25892e+16 1.92406e+18 11244100000000.0 39457400000000.0 1256720000000.0 1006010000.0 0.0 884886000000.0 4504850000000.0 752704000000.0 -2.5 [-2.5]
1.25892e+16 1.82948e+18 11117700000000.0 37207200000000.0 1105310000000.0 788482000.0 0.0 885607000000.0 4282410000000.0 686207000000.0 -2.48 [-2.48]
1.25892e+16 1.73962e+18 10987900000000.0 35068200000000.0 971015000000.0 616464000.0 0.0 886169000000.0 4067890000000.0 624801000000.0 -2.46 [-2.46]
1.25892e+16 1.65428e+18 10854900000000.0 33036200000000.0 852075000000.0 480797000.0 0.0 886527000000.0 3861260000000.0 568179000000.0 -2.44 [-2.44]
1.25892e+16 1.57321e+18 10718800000000.0 31106900000000.0 746871000000.0 374066000.0 0.0 886654000000.0 3662360000000.0 516044000000.0 -2.42 [-2.42]
1.25892e+16 1.49619e+18 10579600000000.0 29275900000000.0 653937000000.0 290317000.0 0.0 886519000000.0 3471060000000.0 468112000000.0 -2.4 [-2.4]
1.25892e+16 1.42308e+18 10437700000000.0 27540300000000.0 571979000000.0 224790000.0 0.0 886035000000.0 3287430000000.0 424112000000.0 -2.38 [-2.38]
1.25892e+16 1.35355e+18 10292600000000.0 25893300000000.0 499718000000.0 173609000.0 0.0 885301000000.0 3110770000000.0 383765000000.0 -2.36 [-2.36]
1.25892e+16 1.28752e+18 10144900000000.0 24333600000000.0 436148000000.0 133772000.0 0.0 884169000000.0 2941420000000.0 346838000000.0 -2.34 [-2.34]
1.25892e+16 1.22479e+18 9994610000000.0 22856700000000.0 380273000000.0 102834000.0 0.0 882648000000.0 2779060000000.0 313084000000.0 -2.32 [-2.32]
1.25892e+16 1.16519e+18 9841810000000.0 21458800000000.0 331223000000.0 78869700.0 0.0 880708000000.0 2623530000000.0 282275000000.0 -2.3 [-2.3]
1.25892e+16 1.10858e+18 9686790000000.0 20137200000000.0 288226000000.0 60357600.0 0.0 878290000000.0 2474770000000.0 254201000000.0 -2.28 [-2.28]
1.25892e+16 1.05478e+18 9529500000000.0 18887400000000.0 250563000000.0 46088100.0 0.0 875413000000.0 2332470000000.0 228648000000.0 -2.26 [-2.26]
1.25892e+16 1.00365e+18 9370080000000.0 17706300000000.0 217610000000.0 35116000.0 0.0 872060000000.0 2196450000000.0 205424000000.0 -2.24 [-2.24]
1.25892e+16 9.55063e+17 9208790000000.0 16591000000000.0 188815000000.0 26701100.0 0.0 868186000000.0 2066620000000.0 184348000000.0 -2.22 [-2.22]
1.25892e+16 9.08893e+17 9045790000000.0 15538500000000.0 163683000000.0 20262600.0 0.0 863776000000.0 1942800000000.0 165249000000.0 -2.2 [-2.2]
1.25892e+16 8.65011e+17 8881190000000.0 14545500000000.0 141769000000.0 15347300.0 0.0 858826000000.0 1824800000000.0 147965000000.0 -2.18 [-2.18]
1.25892e+16 8.23311e+17 8715250000000.0 13609500000000.0 122685000000.0 11603400.0 0.0 853311000000.0 1712490000000.0 132347000000.0 -2.16 [-2.16]
1.25892e+16 7.83689e+17 8548190000000.0 12727800000000.0 106085000000.0 8758090.0 0.0 847210000000.0 1605730000000.0 118255000000.0 -2.14 [-2.14]
1.25893e+16 7.46012e+17 8379990000000.0 11897300000000.0 91651700000.0 0.0 0.0 840567000000.0 1504220000000.0 105552000000.0 -2.12 [-2.12]
1.25892e+16 7.10197e+17 8210930000000.0 11115600000000.0 79119800000.0 0.0 0.0 833344000000.0 1407880000000.0 94119700000.0 -2.1 [-2.1]
1.25892e+16 6.76171e+17 8041430000000.0 10380700000000.0 68252700000.0 0.0 0.0 825539000000.0 1316600000000.0 83847100000.0 -2.08 [-2.08]
1.25892e+16 6.43827e+17 7871490000000.0 9689870000000.0 58834900000.0 0.0 0.0 817174000000.0 1230150000000.0 74626200000.0 -2.06 [-2.06]
1.25892e+16 6.13078e+17 7701330000000.0 9040830000000.0 50680400000.0 0.0 0.0 808255000000.0 1148360000000.0 66359300000.0 -2.04 [-2.04]
1.25892e+16 5.83848e+17 7531140000000.0 8431490000000.0 43626800000.0 0.0 0.0 798789000000.0 1071080000000.0 58957700000.0 -2.02 [-2.02]
1.25892e+16 5.56047e+17 7361010000000.0 7859510000000.0 37528900000.0 0.0 0.0 788819000000.0 998063000000.0 52337000000.0 -2.0 [-2.0]
