#depth	Te	cC/dT	dt/dr	d^2T/dr^2
4.76621e+17	4.8794e+03	1.93e-30	-2.71e-16	-1.46e-33
4.86965e+17	4.8769e+03	1.93e-30	-2.51e-16	1.97e-33
4.96277e+17	4.8746e+03	1.93e-30	-2.63e-16	-1.33e-33
5.04659e+17	4.8726e+03	1.93e-30	-2.48e-16	1.91e-33
5.12203e+17	4.8708e+03	1.93e-30	-2.57e-16	-1.31e-33
5.18994e+17	4.8692e+03	1.93e-30	-2.42e-16	2.31e-33
5.25126e+17	4.8677e+03	1.93e-30	-2.63e-16	-3.55e-33
5.30958e+17	4.8666e+03	1.93e-30	-1.79e-16	1.44e-32
5.36790e+17	4.8649e+03	1.92e-30	-3.08e-16	-2.21e-32
5.42622e+17	4.8642e+03	1.92e-30	-1.05e-16	3.47e-32
5.48455e+17	4.8622e+03	1.92e-30	-3.41e-16	-4.04e-32
5.54287e+17	4.8622e+03	1.92e-30	-1.24e-17	5.64e-32
5.60121e+17	4.8595e+03	1.92e-30	-4.58e-16	-7.63e-32
5.65954e+17	4.8591e+03	1.92e-30	-7.38e-17	6.58e-32
5.71787e+17	4.8573e+03	1.92e-30	-3.03e-16	-3.93e-32
5.77418e+17	4.8576e+03	1.92e-30	5.88e-17	6.67e-32
5.77418e+17	4.8576e+03	1.92e-30	5.88e-17	0.00e+00
4.99899e+15	4.9988e+03	2.18e-30
2.99940e+16	4.9916e+03	2.18e-30	-1.81e-16
7.41041e+16	4.9700e+03	2.16e-30	-4.48e-16	-5.53e-33
1.19981e+17	4.9481e+03	2.15e-30	-5.05e-16	-1.31e-33
1.61383e+17	4.9311e+03	2.13e-30	-4.31e-16	1.89e-33
1.98735e+17	4.9171e+03	2.13e-30	-3.96e-16	9.71e-34
2.32410e+17	4.9064e+03	2.12e-30	-3.35e-16	1.92e-33
2.62760e+17	4.8950e+03	2.11e-30	-3.97e-16	-2.16e-33
2.90105e+17	4.8864e+03	2.10e-30	-3.29e-16	2.61e-33
3.14734e+17	4.8785e+03	2.10e-30	-3.42e-16	-5.50e-34
3.36915e+17	4.8719e+03	2.09e-30	-3.10e-16	1.53e-33
3.56890e+17	4.8657e+03	2.09e-30	-3.29e-16	-1.01e-33
3.74876e+17	4.8607e+03	2.09e-30	-2.95e-16	2.02e-33
3.91070e+17	4.8559e+03	2.08e-30	-3.09e-16	-9.19e-34
4.05649e+17	4.8520e+03	2.08e-30	-2.87e-16	1.58e-33
4.18773e+17	4.8483e+03	2.08e-30	-2.97e-16	-8.13e-34
4.30589e+17	4.8452e+03	2.08e-30	-2.79e-16	1.62e-33
4.41225e+17	4.8423e+03	2.07e-30	-2.87e-16	-8.51e-34
4.50799e+17	4.8398e+03	2.07e-30	-2.74e-16	1.49e-33
4.59417e+17	4.8375e+03	2.07e-30	-2.80e-16	-7.51e-34
4.67174e+17	4.8355e+03	2.07e-30	-2.70e-16	1.42e-33
4.74157e+17	4.8337e+03	2.07e-30	-2.74e-16	-7.27e-34
4.80441e+17	4.8321e+03	2.07e-30	-2.67e-16	1.22e-33
4.86117e+17	4.8306e+03	2.06e-30	-2.79e-16	-2.13e-33
4.91515e+17	4.8296e+03	2.06e-30	-1.88e-16	1.69e-32
4.96913e+17	4.8278e+03	2.06e-30	-3.38e-16	-2.78e-32
5.02311e+17	4.8272e+03	2.06e-30	-1.07e-16	4.27e-32
5.07709e+17	4.8252e+03	2.06e-30	-3.75e-16	-4.97e-32
5.13107e+17	4.8252e+03	2.06e-30	2.13e-18	6.99e-32
5.18506e+17	4.8218e+03	2.06e-30	-6.33e-16	-1.18e-31
5.23905e+17	4.8215e+03	2.06e-30	-5.41e-17	1.07e-31
5.29303e+17	4.8197e+03	2.06e-30	-3.24e-16	-5.00e-32
5.34512e+17	4.8199e+03	2.06e-30	3.92e-17	7.24e-32
5.34512e+17	4.8199e+03	2.06e-30	3.92e-17	0.00e+00
4.63043e+15	4.9606e+03	2.34e-30
2.77826e+16	4.9533e+03	2.33e-30	-1.98e-16
6.86406e+16	4.9318e+03	2.32e-30	-4.80e-16	-6.32e-33
1.11134e+17	4.9100e+03	2.30e-30	-5.42e-16	-1.53e-33
1.49480e+17	4.8932e+03	2.29e-30	-4.62e-16	2.20e-33
1.84073e+17	4.8796e+03	2.28e-30	-4.15e-16	1.44e-33
2.15261e+17	4.8683e+03	2.27e-30	-3.80e-16	1.19e-33
2.43369e+17	4.8573e+03	2.26e-30	-4.16e-16	-1.34e-33
2.68691e+17	4.8486e+03	2.25e-30	-3.61e-16	2.28e-33
2.91498e+17	4.8408e+03	2.25e-30	-3.62e-16	-6.34e-35
3.12039e+17	4.8342e+03	2.24e-30	-3.41e-16	1.10e-33
3.30535e+17	4.8281e+03	2.24e-30	-3.48e-16	-3.90e-34
3.47190e+17	4.8230e+03	2.24e-30	-3.22e-16	1.63e-33
3.62185e+17	4.8183e+03	2.23e-30	-3.28e-16	-4.39e-34
3.75685e+17	4.8143e+03	2.23e-30	-3.12e-16	1.23e-33
3.87838e+17	4.8107e+03	2.23e-30	-3.16e-16	-3.21e-34
3.98778e+17	4.8075e+03	2.22e-30	-3.03e-16	1.26e-33
4.08626e+17	4.8047e+03	2.22e-30	-3.07e-16	-3.91e-34
4.17491e+17	4.8022e+03	2.22e-30	-2.97e-16	1.16e-33
4.25471e+17	4.7999e+03	2.22e-30	-2.99e-16	-3.14e-34
4.32654e+17	4.7979e+03	2.22e-30	-2.92e-16	1.09e-33
4.39119e+17	4.7961e+03	2.21e-30	-2.94e-16	-3.10e-34
4.44938e+17	4.7945e+03	2.21e-30	-2.91e-16	4.97e-34
4.50194e+17	4.7931e+03	2.21e-30	-2.86e-16	1.06e-33
4.55192e+17	4.7919e+03	2.21e-30	-2.49e-16	7.29e-33
4.60190e+17	4.7903e+03	2.21e-30	-3.06e-16	-1.14e-32
4.65188e+17	4.7894e+03	2.21e-30	-1.78e-16	2.56e-32
4.70186e+17	4.7878e+03	2.21e-30	-3.36e-16	-3.15e-32
4.75185e+17	4.7871e+03	2.21e-30	-1.32e-16	4.08e-32
4.80184e+17	4.7852e+03	2.21e-30	-3.79e-16	-4.93e-32
4.85183e+17	4.7851e+03	2.21e-30	-2.91e-17	6.99e-32
4.90182e+17	4.7825e+03	2.20e-30	-5.03e-16	-9.48e-32
4.95005e+17	4.7820e+03	2.20e-30	-1.08e-16	8.50e-32
4.95005e+17	4.7820e+03	2.20e-30	-1.08e-16	0.00e+00
4.29088e+15	4.9216e+03	2.50e-30
2.57453e+16	4.9145e+03	2.50e-30	-2.07e-16
6.36073e+16	4.8932e+03	2.48e-30	-5.15e-16	-7.45e-33
1.02984e+17	4.8714e+03	2.46e-30	-5.82e-16	-1.78e-33
1.38516e+17	4.8547e+03	2.45e-30	-4.96e-16	2.55e-33
1.70568e+17	4.8416e+03	2.44e-30	-4.32e-16	2.10e-33
1.99464e+17	4.8297e+03	2.43e-30	-4.33e-16	-1.25e-35
2.25504e+17	4.8191e+03	2.42e-30	-4.29e-16	1.53e-34
2.48964e+17	4.8103e+03	2.41e-30	-3.98e-16	1.37e-33
2.70094e+17	4.8027e+03	2.41e-30	-3.80e-16	9.44e-34
2.89123e+17	4.7959e+03	2.40e-30	-3.78e-16	8.95e-35
3.06259e+17	4.7900e+03	2.40e-30	-3.63e-16	9.12e-34
3.21687e+17	4.7848e+03	2.39e-30	-3.54e-16	5.99e-34
3.35578e+17	4.7802e+03	2.39e-30	-3.46e-16	6.32e-34
3.48084e+17	4.7762e+03	2.39e-30	-3.42e-16	3.39e-34
3.59342e+17	4.7726e+03	2.38e-30	-3.34e-16	7.34e-34
3.69477e+17	4.7694e+03	2.38e-30	-3.31e-16	3.62e-34
3.78600e+17	4.7666e+03	2.38e-30	-3.26e-16	5.86e-34
3.86812e+17	4.7641e+03	2.38e-30	-3.23e-16	3.46e-34
3.94204e+17	4.7619e+03	2.37e-30	-3.19e-16	6.22e-34
4.00858e+17	4.7599e+03	2.37e-30	-3.17e-16	2.84e-34
4.06847e+17	4.7581e+03	2.37e-30	-3.13e-16	6.11e-34
4.12237e+17	4.7565e+03	2.37e-30	-3.20e-16	-1.28e-33
4.17105e+17	4.7552e+03	2.37e-30	-2.79e-16	8.85e-33
4.21735e+17	4.7536e+03	2.37e-30	-3.48e-16	-1.50e-32
4.26365e+17	4.7527e+03	2.37e-30	-1.79e-16	3.66e-32
4.30996e+17	4.7509e+03	2.37e-30	-3.86e-16	-4.48e-32
4.35626e+17	4.7505e+03	2.37e-30	-1.05e-16	6.07e-32
4.40256e+17	4.7483e+03	2.36e-30	-4.57e-16	-7.60e-32
4.44887e+17	4.7486e+03	2.36e-30	5.40e-17	1.10e-31
4.49518e+17	4.7450e+03	2.36e-30	-7.84e-16	-1.81e-31
4.54149e+17	4.7448e+03	2.36e-30	-4.15e-17	1.60e-31
4.58615e+17	4.7434e+03	2.36e-30	-3.26e-16	-6.60e-32
4.58615e+17	4.7434e+03	2.36e-30	-3.26e-16	0.00e+00
3.97801e+15	4.8824e+03	2.68e-30
2.38680e+16	4.8752e+03	2.67e-30	-2.24e-16
5.89694e+16	4.8540e+03	2.65e-30	-5.53e-16	-8.57e-33
9.54738e+16	4.8324e+03	2.64e-30	-6.24e-16	-2.07e-33
1.28412e+17	4.8158e+03	2.62e-30	-5.32e-16	2.96e-33
1.58123e+17	4.8033e+03	2.61e-30	-4.44e-16	3.13e-33
1.84908e+17	4.7905e+03	2.60e-30	-5.01e-16	-2.27e-33
2.09045e+17	4.7805e+03	2.59e-30	-4.38e-16	2.78e-33
2.30789e+17	4.7714e+03	2.58e-30	-4.42e-16	-2.12e-34
2.50373e+17	4.7641e+03	2.58e-30	-3.95e-16	2.55e-33
2.68010e+17	4.7570e+03	2.57e-30	-4.21e-16	-1.59e-33
2.83892e+17	4.7514e+03	2.57e-30	-3.77e-16	2.97e-33
2.98191e+17	4.7461e+03	2.56e-30	-3.91e-16	-1.07e-33
3.11065e+17	4.7416e+03	2.56e-30	-3.63e-16	2.29e-33
3.22655e+17	4.7375e+03	2.55e-30	-3.75e-16	-1.11e-33
3.33089e+17	4.7340e+03	2.55e-30	-3.52e-16	2.38e-33
3.42481e+17	4.7308e+03	2.55e-30	-3.62e-16	-1.10e-33
3.50936e+17	4.7281e+03	2.55e-30	-3.45e-16	2.14e-33
3.58547e+17	4.7255e+03	2.54e-30	-3.52e-16	-1.00e-33
3.65397e+17	4.7233e+03	2.54e-30	-3.38e-16	2.09e-33
3.71563e+17	4.7213e+03	2.54e-30	-3.44e-16	-9.75e-34
3.77114e+17	4.7196e+03	2.54e-30	-3.34e-16	1.91e-33
3.82109e+17	4.7179e+03	2.54e-30	-3.52e-16	-3.76e-33
3.86621e+17	4.7167e+03	2.54e-30	-2.68e-16	1.95e-32
3.90912e+17	4.7150e+03	2.53e-30	-4.13e-16	-3.38e-32
3.95203e+17	4.7142e+03	2.53e-30	-1.72e-16	5.63e-32
3.99494e+17	4.7124e+03	2.53e-30	-4.25e-16	-5.92e-32
4.03785e+17	4.7121e+03	2.53e-30	-7.75e-17	8.11e-32
4.08077e+17	4.7097e+03	2.53e-30	-5.44e-16	-1.09e-31
4.12368e+17	4.7091e+03	2.53e-30	-1.43e-16	9.34e-32
4.16660e+17	4.7075e+03	2.53e-30	-3.79e-16	-5.50e-32
4.20951e+17	4.7075e+03	2.53e-30	-6.26e-18	8.69e-32
4.25091e+17	4.7047e+03	2.52e-30	-6.88e-16	-1.71e-31
4.25091e+17	4.7047e+03	2.52e-30	-6.88e-16	0.00e+00
3.68957e+15	4.8426e+03	2.87e-30
2.21374e+16	4.8354e+03	2.86e-30	-2.43e-16
5.46937e+16	4.8143e+03	2.84e-30	-5.92e-16	-9.83e-33
8.85503e+16	4.7928e+03	2.82e-30	-6.70e-16	-2.41e-33
1.19098e+17	4.7763e+03	2.80e-30	-5.70e-16	3.44e-33
1.46651e+17	4.7619e+03	2.79e-30	-5.53e-16	6.64e-34
1.71487e+17	4.7523e+03	2.78e-30	-4.07e-16	6.16e-33
1.93869e+17	4.7406e+03	2.77e-30	-5.52e-16	-6.81e-33
2.14033e+17	4.7324e+03	2.76e-30	-4.26e-16	6.61e-33
2.32192e+17	4.7244e+03	2.76e-30	-4.69e-16	-2.50e-33
2.48545e+17	4.7182e+03	2.75e-30	-3.98e-16	4.57e-33
2.63271e+17	4.7119e+03	2.74e-30	-4.53e-16	-3.94e-33
2.76529e+17	4.7071e+03	2.74e-30	-3.83e-16	5.58e-33
2.88466e+17	4.7023e+03	2.74e-30	-4.20e-16	-3.31e-33
2.99212e+17	4.6985e+03	2.73e-30	-3.75e-16	4.39e-33
3.08886e+17	4.6948e+03	2.73e-30	-4.03e-16	-3.07e-33
3.17595e+17	4.6918e+03	2.72e-30	-3.67e-16	4.48e-33
3.25434e+17	4.6889e+03	2.72e-30	-3.89e-16	-2.98e-33
3.32490e+17	4.6865e+03	2.72e-30	-3.62e-16	4.02e-33
3.38842e+17	4.6842e+03	2.72e-30	-3.78e-16	-2.65e-33
3.44559e+17	4.6823e+03	2.72e-30	-3.57e-16	3.82e-33
3.49705e+17	4.6805e+03	2.71e-30	-3.69e-16	-2.55e-33
3.54336e+17	4.6790e+03	2.71e-30	-3.47e-16	5.18e-33
3.58519e+17	4.6775e+03	2.71e-30	-3.63e-16	-4.04e-33
3.62498e+17	4.6762e+03	2.71e-30	-3.35e-16	6.91e-33
3.66476e+17	4.6750e+03	2.71e-30	-2.92e-16	1.10e-32
3.70455e+17	4.6735e+03	2.71e-30	-3.86e-16	-2.38e-32
3.74433e+17	4.6726e+03	2.71e-30	-2.36e-16	3.76e-32
3.78412e+17	4.6710e+03	2.70e-30	-3.80e-16	-3.61e-32
3.82391e+17	4.6702e+03	2.70e-30	-2.13e-16	4.21e-32
3.86370e+17	4.6686e+03	2.70e-30	-4.11e-16	-4.99e-32
3.90349e+17	4.6680e+03	2.70e-30	-1.39e-16	6.84e-32
3.94186e+17	4.6660e+03	2.70e-30	-5.34e-16	-1.07e-31
3.94186e+17	4.6660e+03	2.70e-30	-5.34e-16	0.00e+00
3.42356e+15	4.8023e+03	3.06e-30
2.05414e+16	4.7951e+03	3.05e-30	-2.64e-16
5.07503e+16	4.7741e+03	3.03e-30	-6.34e-16	-1.12e-32
8.21651e+16	4.7527e+03	3.01e-30	-7.18e-16	-2.80e-33
1.10508e+17	4.7363e+03	3.00e-30	-6.10e-16	4.00e-33
1.36071e+17	4.7244e+03	2.99e-30	-4.94e-16	4.78e-33
1.59115e+17	4.7110e+03	2.97e-30	-6.09e-16	-5.27e-33
1.79880e+17	4.7015e+03	2.96e-30	-4.84e-16	6.38e-33
1.98584e+17	4.6923e+03	2.95e-30	-5.22e-16	-2.15e-33
2.15430e+17	4.6852e+03	2.95e-30	-4.44e-16	4.92e-33
2.30600e+17	4.6780e+03	2.94e-30	-4.99e-16	-3.87e-33
2.44260e+17	4.6725e+03	2.93e-30	-4.22e-16	5.92e-33
2.56559e+17	4.6672e+03	2.93e-30	-4.60e-16	-3.21e-33
2.67632e+17	4.6629e+03	2.92e-30	-4.11e-16	4.63e-33
2.77600e+17	4.6587e+03	2.92e-30	-4.40e-16	-3.01e-33
2.86574e+17	4.6553e+03	2.92e-30	-4.00e-16	4.73e-33
2.94651e+17	4.6521e+03	2.91e-30	-4.22e-16	-2.96e-33
3.01923e+17	4.6494e+03	2.91e-30	-3.93e-16	4.24e-33
3.08468e+17	4.6468e+03	2.91e-30	-4.10e-16	-2.65e-33
3.14359e+17	4.6447e+03	2.90e-30	-3.87e-16	4.05e-33
3.19662e+17	4.6427e+03	2.90e-30	-4.00e-16	-2.52e-33
3.24435e+17	4.6409e+03	2.90e-30	-3.83e-16	3.71e-33
3.28732e+17	4.6393e+03	2.90e-30	-4.11e-16	-6.90e-33
3.32612e+17	4.6382e+03	2.90e-30	-2.89e-16	3.31e-32
3.36302e+17	4.6363e+03	2.90e-30	-5.02e-16	-5.78e-32
3.39992e+17	4.6358e+03	2.90e-30	-1.42e-16	9.75e-32
3.43683e+17	4.6337e+03	2.89e-30	-5.64e-16	-1.14e-31
3.47373e+17	4.6339e+03	2.89e-30	4.12e-17	1.64e-31
3.51064e+17	4.6303e+03	2.89e-30	-9.59e-16	-2.71e-31
3.54755e+17	4.6301e+03	2.89e-30	-6.21e-17	2.43e-31
3.58445e+17	4.6286e+03	2.89e-30	-4.22e-16	-9.75e-32
3.62136e+17	4.6285e+03	2.89e-30	-2.04e-17	1.09e-31
3.65694e+17	4.6262e+03	2.89e-30	-6.73e-16	-1.91e-31
3.65694e+17	4.6262e+03	2.89e-30	-6.73e-16	0.00e+00
3.17803e+15	4.7613e+03	3.27e-30
1.90682e+16	4.7542e+03	3.26e-30	-2.77e-16
4.71111e+16	4.7334e+03	3.24e-30	-6.79e-16	-1.31e-32
7.62731e+16	4.7121e+03	3.22e-30	-7.69e-16	-3.24e-33
1.02582e+17	4.6958e+03	3.20e-30	-6.54e-16	4.61e-33
1.26309e+17	4.6831e+03	3.19e-30	-5.64e-16	4.00e-33
1.47697e+17	4.6710e+03	3.17e-30	-5.97e-16	-1.65e-33
1.66968e+17	4.6609e+03	3.16e-30	-5.53e-16	2.44e-33
1.84328e+17	4.6520e+03	3.15e-30	-5.39e-16	8.52e-34
1.99962e+17	4.6447e+03	3.15e-30	-4.96e-16	2.89e-33
2.14041e+17	4.6379e+03	3.14e-30	-5.12e-16	-1.18e-33
2.26718e+17	4.6322e+03	3.13e-30	-4.73e-16	3.19e-33
2.38132e+17	4.6270e+03	3.13e-30	-4.78e-16	-4.50e-34
2.48407e+17	4.6226e+03	3.12e-30	-4.54e-16	2.46e-33
2.57658e+17	4.6186e+03	3.12e-30	-4.60e-16	-6.52e-34
2.65985e+17	4.6151e+03	3.11e-30	-4.40e-16	2.56e-33
2.73482e+17	4.6119e+03	3.11e-30	-4.44e-16	-6.02e-34
2.80229e+17	4.6092e+03	3.11e-30	-4.30e-16	2.26e-33
2.86303e+17	4.6067e+03	3.10e-30	-4.33e-16	-5.63e-34
2.91770e+17	4.6045e+03	3.10e-30	-4.21e-16	2.27e-33
2.96691e+17	4.6025e+03	3.10e-30	-4.24e-16	-6.34e-34
3.01121e+17	4.6008e+03	3.10e-30	-4.15e-16	2.15e-33
3.05107e+17	4.5992e+03	3.10e-30	-4.29e-16	-3.58e-33
3.08708e+17	4.5980e+03	3.09e-30	-3.60e-16	2.01e-32
3.12133e+17	4.5963e+03	3.09e-30	-4.79e-16	-3.48e-32
3.15557e+17	4.5956e+03	3.09e-30	-1.96e-16	8.25e-32
3.18982e+17	4.5937e+03	3.09e-30	-5.71e-16	-1.10e-31
3.22407e+17	4.5935e+03	3.09e-30	-4.51e-17	1.54e-31
3.25832e+17	4.5910e+03	3.09e-30	-7.28e-16	-1.99e-31
3.29257e+17	4.5905e+03	3.09e-30	-1.43e-16	1.71e-31
3.32682e+17	4.5888e+03	3.08e-30	-4.97e-16	-1.03e-31
3.36107e+17	4.5891e+03	3.08e-30	7.74e-17	1.68e-31
3.39409e+17	4.5855e+03	3.08e-30	-1.15e-15	-3.86e-31
3.39409e+17	4.5855e+03	3.08e-30	-1.15e-15	0.00e+00
2.95140e+15	4.7198e+03	3.49e-30
1.77084e+16	4.7128e+03	3.48e-30	-2.96e-16
4.37521e+16	4.6921e+03	3.46e-30	-7.27e-16	-1.51e-32
7.08347e+16	4.6709e+03	3.44e-30	-8.23e-16	-3.76e-33
9.52658e+16	4.6547e+03	3.42e-30	-7.00e-16	5.33e-33
1.17299e+17	4.6415e+03	3.40e-30	-6.31e-16	3.32e-33
1.37158e+17	4.6303e+03	3.39e-30	-5.97e-16	1.79e-33
1.55052e+17	4.6198e+03	3.38e-30	-6.18e-16	-1.28e-33
1.71171e+17	4.6112e+03	3.37e-30	-5.61e-16	3.76e-33
1.85687e+17	4.6037e+03	3.36e-30	-5.47e-16	1.01e-33
1.98759e+17	4.5972e+03	3.35e-30	-5.30e-16	1.39e-33
2.10529e+17	4.5913e+03	3.34e-30	-5.24e-16	5.80e-34
2.21126e+17	4.5863e+03	3.34e-30	-5.00e-16	2.31e-33
2.30666e+17	4.5818e+03	3.33e-30	-4.97e-16	3.23e-34
2.39255e+17	4.5779e+03	3.33e-30	-4.84e-16	1.68e-33
2.46986e+17	4.5743e+03	3.32e-30	-4.80e-16	4.56e-34
2.53946e+17	4.5712e+03	3.32e-30	-4.69e-16	1.74e-33
2.60210e+17	4.5685e+03	3.32e-30	-4.67e-16	2.95e-34
2.65849e+17	4.5660e+03	3.31e-30	-4.59e-16	1.55e-33
2.70925e+17	4.5638e+03	3.31e-30	-4.57e-16	4.55e-34
2.75493e+17	4.5619e+03	3.31e-30	-4.51e-16	1.39e-33
2.79605e+17	4.5601e+03	3.31e-30	-4.49e-16	4.76e-34
2.83307e+17	4.5586e+03	3.30e-30	-4.49e-16	-1.61e-34
2.86649e+17	4.5572e+03	3.30e-30	-4.28e-16	6.59e-33
2.89829e+17	4.5558e+03	3.30e-30	-4.23e-16	1.55e-33
2.93008e+17	4.5546e+03	3.30e-30	-3.85e-16	1.22e-32
2.96188e+17	4.5532e+03	3.30e-30	-4.32e-16	-1.50e-32
2.99367e+17	4.5523e+03	3.30e-30	-2.83e-16	4.68e-32
3.02547e+17	4.5507e+03	3.29e-30	-5.10e-16	-7.14e-32
3.05727e+17	4.5500e+03	3.29e-30	-2.13e-16	9.34e-32
3.08907e+17	4.5483e+03	3.29e-30	-5.60e-16	-1.09e-31
3.12087e+17	4.5480e+03	3.29e-30	-7.81e-17	1.52e-31
3.15151e+17	4.5457e+03	3.29e-30	-7.92e-16	-2.42e-31
3.15151e+17	4.5457e+03	3.29e-30	-7.92e-16	0.00e+00
2.74212e+15	4.6777e+03	3.73e-30
1.64527e+16	4.6708e+03	3.72e-30	-3.17e-16
4.06503e+16	4.6502e+03	3.69e-30	-7.77e-16	-1.74e-32
6.58130e+16	4.6292e+03	3.67e-30	-8.81e-16	-4.35e-33
8.85108e+16	4.6131e+03	3.65e-30	-7.49e-16	6.16e-33
1.08980e+17	4.6003e+03	3.63e-30	-6.57e-16	4.75e-33
1.27429e+17	4.5885e+03	3.61e-30	-6.74e-16	-1.01e-33
1.44051e+17	4.5785e+03	3.60e-30	-6.40e-16	2.20e-33
1.59024e+17	4.5697e+03	3.59e-30	-6.15e-16	1.70e-33
1.72508e+17	4.5624e+03	3.58e-30	-5.73e-16	3.29e-33
1.84650e+17	4.5557e+03	3.57e-30	-5.83e-16	-8.74e-34
1.95583e+17	4.5500e+03	3.57e-30	-5.47e-16	3.48e-33
2.05426e+17	4.5449e+03	3.56e-30	-5.47e-16	3.76e-35
2.14287e+17	4.5405e+03	3.55e-30	-5.24e-16	2.71e-33
2.22265e+17	4.5365e+03	3.55e-30	-5.27e-16	-3.12e-34
2.29446e+17	4.5331e+03	3.54e-30	-5.07e-16	2.82e-33
2.35910e+17	4.5300e+03	3.54e-30	-5.09e-16	-2.64e-34
2.41729e+17	4.5272e+03	3.54e-30	-4.95e-16	2.50e-33
2.46966e+17	4.5248e+03	3.53e-30	-4.97e-16	-2.49e-34
2.51680e+17	4.5226e+03	3.53e-30	-4.85e-16	2.49e-33
2.55924e+17	4.5206e+03	3.53e-30	-4.87e-16	-3.25e-34
2.59743e+17	4.5189e+03	3.53e-30	-4.78e-16	2.32e-33
2.63181e+17	4.5173e+03	3.52e-30	-4.89e-16	-3.41e-33
2.66285e+17	4.5160e+03	3.52e-30	-4.29e-16	2.06e-32
2.69238e+17	4.5145e+03	3.52e-30	-5.34e-16	-3.57e-32
2.72191e+17	4.5137e+03	3.52e-30	-2.63e-16	9.19e-32
2.75145e+17	4.5119e+03	3.52e-30	-6.10e-16	-1.18e-31
2.78098e+17	4.5115e+03	3.52e-30	-1.34e-16	1.61e-31
2.81051e+17	4.5093e+03	3.51e-30	-7.37e-16	-2.04e-31
2.84005e+17	4.5087e+03	3.51e-30	-2.27e-16	1.72e-31
2.86958e+17	4.5071e+03	3.51e-30	-5.30e-16	-1.03e-31
2.89912e+17	4.5070e+03	3.51e-30	-3.83e-17	1.67e-31
2.92757e+17	4.5044e+03	3.51e-30	-9.37e-16	-3.28e-31
2.92757e+17	4.5044e+03	3.51e-30	-9.37e-16	0.00e+00
2.54917e+15	4.6351e+03	3.99e-30
1.52950e+16	4.6287e+03	3.96e-30	-3.13e-16
3.77881e+16	4.6077e+03	3.93e-30	-8.53e-16	-2.19e-32
6.11755e+16	4.5869e+03	3.91e-30	-9.41e-16	-3.96e-33
8.22703e+16	4.5708e+03	3.89e-30	-8.00e-16	7.00e-33
1.01293e+17	4.5577e+03	3.87e-30	-7.27e-16	4.09e-33
1.18437e+17	4.5466e+03	3.85e-30	-6.83e-16	2.66e-33
1.33884e+17	4.5363e+03	3.84e-30	-7.08e-16	-1.70e-33
1.47798e+17	4.5278e+03	3.83e-30	-6.44e-16	4.86e-33
1.60327e+17	4.5203e+03	3.82e-30	-6.29e-16	1.31e-33
1.71610e+17	4.5138e+03	3.81e-30	-6.08e-16	1.93e-33
1.81769e+17	4.5080e+03	3.80e-30	-6.01e-16	7.36e-34
1.90915e+17	4.5030e+03	3.79e-30	-5.75e-16	3.02e-33
1.99148e+17	4.4986e+03	3.79e-30	-5.71e-16	4.60e-34
2.06561e+17	4.4947e+03	3.78e-30	-5.55e-16	2.23e-33
2.13233e+17	4.4912e+03	3.78e-30	-5.52e-16	5.83e-34
2.19239e+17	4.4881e+03	3.77e-30	-5.38e-16	2.33e-33
2.24645e+17	4.4854e+03	3.77e-30	-5.37e-16	3.22e-34
2.29512e+17	4.4830e+03	3.77e-30	-5.27e-16	2.14e-33
2.33892e+17	4.4808e+03	3.76e-30	-5.25e-16	5.49e-34
2.37835e+17	4.4788e+03	3.76e-30	-5.18e-16	1.87e-33
2.41383e+17	4.4771e+03	3.76e-30	-5.16e-16	5.14e-34
2.44577e+17	4.4756e+03	3.76e-30	-5.15e-16	4.37e-34
2.47462e+17	4.4742e+03	3.75e-30	-5.00e-16	5.17e-33
2.50206e+17	4.4729e+03	3.75e-30	-4.62e-16	1.40e-32
2.52950e+17	4.4715e+03	3.75e-30	-5.15e-16	-1.94e-32
2.55694e+17	4.4705e+03	3.75e-30	-3.69e-16	5.33e-32
2.58439e+17	4.4690e+03	3.75e-30	-5.27e-16	-5.75e-32
2.61183e+17	4.4681e+03	3.74e-30	-3.48e-16	6.51e-32
2.63927e+17	4.4666e+03	3.74e-30	-5.28e-16	-6.58e-32
2.66672e+17	4.4658e+03	3.74e-30	-3.00e-16	8.34e-32
2.69416e+17	4.4642e+03	3.74e-30	-5.82e-16	-1.03e-31
2.72059e+17	4.4636e+03	3.74e-30	-2.25e-16	1.41e-31
2.72059e+17	4.4636e+03	3.74e-30	-2.25e-16	0.00e+00
2.37044e+15	4.5921e+03	4.23e-30
1.42226e+16	4.5851e+03	4.22e-30	-3.69e-16
3.51398e+16	4.5648e+03	4.19e-30	-8.87e-16	-2.26e-32
5.68896e+16	4.5440e+03	4.16e-30	-1.01e-15	-5.84e-33
7.65067e+16	4.5281e+03	4.14e-30	-8.55e-16	8.24e-33
9.41955e+16	4.5155e+03	4.12e-30	-7.49e-16	6.32e-33
1.10138e+17	4.5037e+03	4.10e-30	-7.84e-16	-2.31e-33
1.24501e+17	4.4938e+03	4.09e-30	-7.25e-16	4.31e-33
1.37437e+17	4.4851e+03	4.08e-30	-7.10e-16	1.24e-33
1.49087e+17	4.4779e+03	4.07e-30	-6.54e-16	5.07e-33
1.59578e+17	4.4712e+03	4.06e-30	-6.73e-16	-1.96e-33
1.69023e+17	4.4656e+03	4.05e-30	-6.23e-16	5.59e-33
1.77526e+17	4.4605e+03	4.04e-30	-6.31e-16	-9.38e-34
